FID_Oaklan,area,basezone,date_effct,time_effct,date_expir,time_expir,ordinance,overlay,perimeter,date_updat,time_updat,znlabel,Zoning
0,204133.298573,HBX-2,1899-12-30,NA,1899-12-30,NA,NA,NA,2621.595087,2011-03-15,07:00:00.000,HBX-2,0
0,6415024.12417,M-40,1899-12-30,NA,1899-12-30,NA,NA,NA,11502.390456,2011-03-15,07:00:00.000,M-40,0
0,4576552.16802,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,NA,9284.459984,2011-03-15,07:00:00.000,CIX-2,0
0,44020.988168,CN-4,1899-12-30,NA,1899-12-30,NA,NA,NA,930.517506,2011-03-15,07:00:00.000,CN-4,0
0,1350493.93981,HBX-1,1899-12-30,NA,1899-12-30,NA,NA,NA,10917.219192,2011-03-15,07:00:00.000,HBX-1,0
0,665497.961337,HBX-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3653.861339,2011-03-15,07:00:00.000,HBX-2,0
0,74097.123716,D-KP-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1131.389423,2011-03-15,07:00:00.000,D-KP-3,0
0,1981319.22476,CN-3,1899-12-30,NA,1899-12-30,NA,NA,NA,12163.883048,2011-03-15,07:00:00.000,CN-3,0
0,44926.836479,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,/S-4,1044.361337,2011-03-15,07:00:00.000,OS (LP)/S-4,0
0,1136418.45621,CIX-1,1899-12-30,NA,1899-12-30,NA,12875,NA,9869.879329,2011-03-15,07:00:00.000,CIX-1,0
0,104042301.896,IG,1899-12-30,NA,1899-12-30,NA,12875,NA,57243.347928,2011-03-15,07:00:00.000,IG,0
0,742957.795756,M-40,1899-12-30,NA,1899-12-30,NA,NA,NA,4030.127563,2011-03-15,07:00:00.000,M-40,0
0,10938671.3843,IO,1899-12-30,NA,1899-12-30,NA,12875,NA,18208.2286,2011-03-15,07:00:00.000,IO,0
0,83895.127506,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,NA,1394.479532,2011-03-15,07:00:00.000,CIX-2,0
0,194863.321709,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1911.695737,2011-03-15,07:00:00.000,RM-4,2
0,1384524.16748,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,NA,5858.2159,2011-03-15,07:00:00.000,CIX-2,0
0,886996.154011,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,NA,4083.033318,2011-03-15,07:00:00.000,CIX-2,0
0,908116.038169,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,NA,5083.678245,2011-03-15,07:00:00.000,CIX-2,0
0,507315.622094,IO,1899-12-30,NA,1899-12-30,NA,12875,NA,4861.76046,2011-03-15,07:00:00.000,IO,0
0,578466.665761,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3657.773097,2011-03-15,07:00:00.000,RM-2,2
0,688503.005624,IG,1899-12-30,NA,1899-12-30,NA,12875,/S-19,5178.339012,2011-03-15,07:00:00.000,IG/S-19,0
0,9239.958719,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,/S-19,396.181931,2011-03-15,07:00:00.000,CIX-2/S-19,0
0,62553.48788,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1003.010899,2011-03-15,07:00:00.000,RM-4,2
0,5707784.07331,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,19368.341865,2011-03-15,07:00:00.000,RM-2,2
0,135016.803509,IG,1899-12-30,NA,1899-12-30,NA,12875,/S-19,1786.146336,2011-03-15,07:00:00.000,IG/S-19,0
0,69249.585041,CIX-1,1899-12-30,NA,1899-12-30,NA,12875,NA,1371.884479,2011-03-15,07:00:00.000,CIX-1,0
0,65014.439783,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,/S-19,1488.296572,2011-03-15,07:00:00.000,CIX-2/S-19,0
0,186966.367117,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,/S-19,2216.971619,2011-03-15,07:00:00.000,CIX-2/S-19,0
0,186247.905675,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,/S-19,2591.560534,2011-03-15,07:00:00.000,CIX-2/S-19,0
0,117990.972621,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,/S-19,1873.158,2011-03-15,07:00:00.000,CIX-2/S-19,0
0,18547.315521,IG,1899-12-30,NA,1899-12-30,NA,12875,/S-19,682.278248,2011-03-15,07:00:00.000,IG/S-19,0
0,36770.895698,IG,1899-12-30,NA,1899-12-30,NA,12875,/S-19,818.671468,2011-03-15,07:00:00.000,IG/S-19,0
0,196306.506674,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,/S-19,1906.293306,2011-03-15,07:00:00.000,CIX-2/S-19,0
0,27419.245558,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,/S-19,668.180509,2011-03-15,07:00:00.000,CIX-2/S-19,0
0,356196.45301,IG,1899-12-30,NA,1899-12-30,NA,12875,/S-19,2901.341713,2011-03-15,07:00:00.000,IG/S-19,0
0,111934.482656,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,/S-19,1699.11308,2011-03-15,07:00:00.000,CIX-2/S-19,0
0,1901162.31226,CBD-C,1899-12-30,NA,1899-12-30,NA,12955,NA,10072.935577,2011-03-15,07:00:00.000,CBD-C,0
0,1408297.12283,IG,1899-12-30,NA,1899-12-30,NA,12875,/S-19,11752.55248,2011-03-15,07:00:00.000,IG/S-19,0
0,207314.839735,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,/S-19,2098.547188,2011-03-15,07:00:00.000,CIX-2/S-19,0
0,241843.004211,IG,1899-12-30,NA,1899-12-30,NA,12875,/S-19,2198.241572,2011-03-15,07:00:00.000,IG/S-19,0
0,25565.290969,IG,1899-12-30,NA,1899-12-30,NA,12875,/S-19,1240.277033,2011-03-15,07:00:00.000,IG/S-19,0
0,281703.883873,IG,1899-12-30,NA,1899-12-30,NA,12875,/S-19,2601.164385,2011-03-15,07:00:00.000,IG/S-19,0
0,72383.743094,CBD-C,1899-12-30,NA,1899-12-30,NA,12955,NA,1334.42315,2011-03-15,07:00:00.000,CBD-C,0
0,723024.846054,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,/S-19,5504.202644,2011-03-15,07:00:00.000,CIX-2/S-19,0
0,167849.510356,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,/S-19,2856.475033,2011-03-15,07:00:00.000,CIX-2/S-19,0
0,6664.983707,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,/S-19,629.047159,2011-03-15,07:00:00.000,CIX-2/S-19,0
0,19066.583444,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,/S-19,622.190841,2011-03-15,07:00:00.000,CIX-2/S-19,0
0,3136294.18646,CIX-1,1899-12-30,NA,1899-12-30,NA,12875,NA,10614.830717,2011-03-15,07:00:00.000,CIX-1,0
0,167936.302067,IG,1899-12-30,NA,1899-12-30,NA,12875,/S-19,1921.212911,2011-03-15,07:00:00.000,IG/S-19,0
0,460891.87662,IG,1899-12-30,NA,1899-12-30,NA,12875,/S-19,4047.007302,2011-03-15,07:00:00.000,IG/S-19,0
0,660395.726843,IG,1899-12-30,NA,1899-12-30,NA,12875,/S-19,5410.931277,2011-03-15,07:00:00.000,IG/S-19,0
0,1564888.80081,CIX-2,1899-12-30,NA,1899-12-30,NA,12875,/S-19,14979.613504,2011-03-15,07:00:00.000,CIX-2/S-19,0
0,129595.635444,CN-2,1899-12-30,NA,1899-12-30,NA,NA,NA,2330.481549,2011-03-15,07:00:00.000,CN-2,0
0,1246415.30738,S-15,1899-12-30,NA,1899-12-30,NA,12883,NA,5178.892356,2011-03-15,07:00:00.000,S-15,0
0,175680.554367,RU-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1714.676265,2011-03-15,07:00:00.000,RU-3,2
0,979380.899012,CBD-R,1899-12-30,NA,1899-12-30,NA,12955,NA,4506.539153,2011-03-15,07:00:00.000,CBD-R,2
0,1183326.07944,CBD-R,1899-12-30,NA,1899-12-30,NA,12955,NA,9695.543896,2011-03-15,07:00:00.000,CBD-R,2
0,87605.08021,CBD-P,1899-12-30,NA,1899-12-30,NA,12955,NA,1501.499125,2011-03-15,07:00:00.000,CBD-P,0
0,35252.923852,OS (SU),1899-12-30,NA,1899-12-30,NA,12955,NA,796.824218,2011-03-15,07:00:00.000,OS (SU),0
0,56486.435283,CBD-X,1899-12-30,NA,1899-12-30,NA,12955,NA,1211.397006,2011-03-15,07:00:00.000,CBD-X,0
0,5001604.55163,CBD-P,1899-12-30,NA,1899-12-30,NA,12955,NA,28644.563779,2011-03-15,07:00:00.000,CBD-P,0
0,166086.185238,CBD-C,1899-12-30,NA,1899-12-30,NA,12955,NA,2197.030888,2011-03-15,07:00:00.000,CBD-C,0
0,193250.967338,CBD-R,1899-12-30,NA,1899-12-30,NA,12955,NA,2428.113147,2011-03-15,07:00:00.000,CBD-R,2
0,275800.938904,RU-1,1899-12-30,NA,1899-12-30,NA,NA,/S-20,2421.746225,2011-03-15,07:00:00.000,RU-1/S-20,2
0,3965870.22769,CBD-X,1899-12-30,NA,1899-12-30,NA,12955,NA,19154.018663,2011-03-15,07:00:00.000,CBD-X,0
0,374439.670149,CBD-R,1899-12-30,NA,1899-12-30,NA,12955,NA,3666.303008,2011-03-15,07:00:00.000,CBD-R,2
0,3039439.70408,CBD-C,1899-12-30,NA,1899-12-30,NA,12955,NA,16854.805414,2011-03-15,07:00:00.000,CBD-C,0
0,1819129.88848,CBD-R,1899-12-30,NA,1899-12-30,NA,12955,NA,6408.83052,2011-03-15,07:00:00.000,CBD-R,2
0,810503.519712,CBD-C,1899-12-30,NA,1899-12-30,NA,12955,NA,4176.567403,2011-03-15,07:00:00.000,CBD-C,0
0,324394.193338,CBD-X,1899-12-30,NA,1899-12-30,NA,12955,NA,2711.16628,2011-03-15,07:00:00.000,CBD-X,0
0,2359288.0528,CBD-X,1899-12-30,NA,1899-12-30,NA,12955,NA,11553.221368,2011-03-15,07:00:00.000,CBD-X,0
0,1958782.46484,CBD-X,1899-12-30,NA,1899-12-30,NA,12955,NA,14225.448157,2011-03-15,07:00:00.000,CBD-X,0
0,166730.460133,CBD-R,1899-12-30,NA,1899-12-30,NA,12955,NA,1767.819047,2011-03-15,07:00:00.000,CBD-R,2
0,592093.576058,CBD-P,1899-12-30,NA,1899-12-30,NA,12955,/S-7,3205.878914,2011-03-15,07:00:00.000,CBD-P/S-7,0
0,271325.424847,CBD-X,1899-12-30,NA,1899-12-30,NA,12955,/S-7,2447.198134,2011-03-15,07:00:00.000,CBD-X/S-7,0
0,177448.235288,CBD-R,1899-12-30,NA,1899-12-30,NA,12955,/S-7,2007.68396,2011-03-15,07:00:00.000,CBD-R/S-7,2
0,64775.202862,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1177.261201,2011-03-15,07:00:00.000,RM-4,2
0,0,RM-4,1899-12-30,NA,1899-12-30,NA,NA,/S-20,0,2011-03-15,07:00:00.000,RM-4/S-20,2
0,0,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,0,2011-03-15,07:00:00.000,RM-4,2
0,559278.206095,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,5446.003586,2011-03-15,07:00:00.000,RM-4,2
0,207087.171791,RM-4,1899-12-30,NA,1899-12-30,NA,NA,/S-20,2977.671034,2011-03-15,07:00:00.000,RM-4/S-20,2
0,0,RM-1,1899-12-30,NA,1899-12-30,NA,NA,NA,0,2011-03-15,07:00:00.000,RM-1,2
0,0,RM-1,1899-12-30,NA,1899-12-30,NA,NA,NA,0,2011-03-15,07:00:00.000,RM-1,2
0,69009.339283,RM-1,1899-12-30,NA,1899-12-30,NA,NA,NA,1052.075163,2011-03-15,07:00:00.000,RM-1,2
0,414951.314572,RM-1,1899-12-30,NA,1899-12-30,NA,NA,NA,2591.080992,2011-03-15,07:00:00.000,RM-1,2
0,88527.287088,RU-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1209.822823,2011-03-15,07:00:00.000,RU-3,2
0,980273.525867,RU-3,1899-12-30,NA,1899-12-30,NA,NA,/S-20,7894.214072,2011-03-15,07:00:00.000,RU-3/S-20,2
0,359898.736868,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3374.064724,2011-03-15,07:00:00.000,RM-2,2
0,0.894269,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,4.652145,2011-03-15,07:00:00.000,RM-3,2
0,2700320.21485,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,9727.447558,2011-03-15,07:00:00.000,RM-3,2
0,374131.040722,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,4249.296087,2011-03-15,07:00:00.000,RM-4,2
0,0,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,0,2011-03-15,07:00:00.000,RM-3,2
0,78836.686423,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,1419.891641,2011-03-15,07:00:00.000,RM-2,2
0,96551.245408,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1288.017207,2011-03-15,07:00:00.000,RM-4,2
0,163794.794925,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1773.98663,2011-03-15,07:00:00.000,RM-3,2
0,60920.726434,RU-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1349.441449,2011-03-15,07:00:00.000,RU-3,2
0,1230027.48164,CC-2,1899-12-30,NA,1899-12-30,NA,NA,NA,8755.889473,2011-03-15,07:00:00.000,CC-2,0
0,51424.086044,RU-4,1899-12-30,NA,1899-12-30,NA,NA,NA,964.630162,2011-03-15,07:00:00.000,RU-4,2
0,784670.952856,RU-5,1899-12-30,NA,1899-12-30,NA,NA,NA,8493.126759,2011-03-15,07:00:00.000,RU-5,2
0,450671.03447,RU-1,1899-12-30,NA,1899-12-30,NA,NA,NA,4591.017762,2011-03-15,07:00:00.000,RU-1,2
0,95190.477391,RU-5,1899-12-30,NA,1899-12-30,NA,NA,NA,1409.160666,2011-03-15,07:00:00.000,RU-5,2
0,292365.064856,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,2421.841247,2011-03-15,07:00:00.000,RM-3,2
0,515389.808175,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,4066.742888,2011-03-15,07:00:00.000,RM-3,2
0,190690.623229,CC-2,1899-12-30,NA,1899-12-30,NA,NA,NA,2099.284863,2011-03-15,07:00:00.000,CC-2,0
0,568409.395773,RU-5,1899-12-30,NA,1899-12-30,NA,NA,NA,5024.314724,2011-03-15,07:00:00.000,RU-5,2
0,353375.074119,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,2565.873598,2011-03-15,07:00:00.000,RM-2,2
0,859274.213875,CC-2,1899-12-30,NA,1899-12-30,NA,NA,NA,4675.804002,2011-03-15,07:00:00.000,CC-2,0
0,127531.281027,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1752.866202,2011-03-15,07:00:00.000,RM-3,2
0,150392.342874,RM-3,1899-12-30,NA,1899-12-30,NA,NA,/S-20,2117.632294,2011-03-15,07:00:00.000,RM-3/S-20,2
0,8473749.38331,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,16288.349894,2011-03-15,07:00:00.000,RM-3,0
0,1588466.00524,RD-2,1899-12-30,NA,1899-12-30,NA,NA,NA,6797.298946,2011-03-15,07:00:00.000,RD-2,1
0,189054.87281,RM-1,1899-12-30,NA,1899-12-30,NA,NA,NA,2242.925499,2011-03-15,07:00:00.000,RM-1,2
0,156660.585138,RD-2,1899-12-30,NA,1899-12-30,NA,NA,NA,1823.759221,2011-03-15,07:00:00.000,RD-2,1
0,4564607.43699,RD-2,1899-12-30,NA,1899-12-30,NA,NA,NA,13754.838675,2011-03-15,07:00:00.000,RD-2,1
0,213716.069771,CC-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3047.562863,2011-03-15,07:00:00.000,CC-2,0
0,152721.370629,RU-1,1899-12-30,NA,1899-12-30,NA,NA,NA,1964.615678,2011-03-15,07:00:00.000,RU-1,2
0,1283707.46458,RD-2,1899-12-30,NA,1899-12-30,NA,NA,NA,5811.374916,2011-03-15,07:00:00.000,RD-2,1
0,307089.086389,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,4757.417533,2011-03-15,07:00:00.000,RM-3,2
0,572555.253903,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,4163.304332,2011-03-15,07:00:00.000,RM-2,2
0,351928.829989,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,5087.759372,2011-03-15,07:00:00.000,RM-3,2
0,44070.69498,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,964.199502,2011-03-15,07:00:00.000,RM-3,2
0,153397.324858,RU-1,1899-12-30,NA,1899-12-30,NA,NA,NA,2982.640527,2011-03-15,07:00:00.000,RU-1,2
0,148989.610144,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,3056.606912,2011-03-15,07:00:00.000,RM-3,2
0,16279.943543,OS (LP),1899-12-30,NA,1899-12-30,NA,NA,NA,672.125489,2011-03-15,07:00:00.000,OS (LP),0
0,1261181.62459,RU-3,1899-12-30,NA,1899-12-30,NA,NA,NA,11011.372021,2011-03-15,07:00:00.000,RU-3,2
0,84050.536683,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,1489.173339,2011-03-15,07:00:00.000,RM-2,2
0,724447.464936,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,8419.705357,2011-03-15,07:00:00.000,RM-4,2
0,47390.025197,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,917.424581,2011-03-15,07:00:00.000,RM-3,2
0,261341.163982,RU-1,1899-12-30,NA,1899-12-30,NA,NA,NA,3247.564414,2011-03-15,07:00:00.000,RU-1,2
0,141545.777851,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,2192.991282,2011-03-15,07:00:00.000,RM-3,2
0,43043.282193,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,940.063448,2011-03-15,07:00:00.000,RM-3,2
0,33760.451782,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,801.53173,2011-03-15,07:00:00.000,RM-2,2
0,63904.022864,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1460.842288,2011-03-15,07:00:00.000,RM-3,2
0,397281.630772,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,5193.285673,2011-03-15,07:00:00.000,RM-4,2
0,142870.403451,RU-1,1899-12-30,NA,1899-12-30,NA,NA,NA,1719.128453,2011-03-15,07:00:00.000,RU-1,2
0,225105.817552,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1900.854857,2011-03-15,07:00:00.000,RM-3,2
0,32069.044582,RM-1,1899-12-30,NA,1899-12-30,NA,NA,NA,781.839734,2011-03-15,07:00:00.000,RM-1,2
0,340963.058631,RD-2,1899-12-30,NA,1899-12-30,NA,NA,NA,3693.92323,2011-03-15,07:00:00.000,RD-2,1
0,205377.58919,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,3352.198901,2011-03-15,07:00:00.000,RM-4,2
0,23737.469986,RM-1,1899-12-30,NA,1899-12-30,NA,NA,NA,954.613991,2011-03-15,07:00:00.000,RM-1,2
0,183098.155731,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,2503.426318,2011-03-15,07:00:00.000,RM-4,2
0,547925.62359,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,3818.619999,2011-03-15,07:00:00.000,RM-4,2
0,89611.761281,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1713.016391,2011-03-15,07:00:00.000,RM-4,2
0,114181.18995,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,1670.853358,2011-03-15,07:00:00.000,RM-2,2
0,124251.308993,CN-2,1899-12-30,NA,1899-12-30,NA,NA,NA,1939.024679,2011-03-15,07:00:00.000,CN-2,0
0,483951.532369,CN-3,1899-12-30,NA,1899-12-30,NA,NA,NA,3820.584135,2011-03-15,07:00:00.000,CN-3,0
0,79486.301466,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1308.058568,2011-03-15,07:00:00.000,RM-4,2
0,153481.764931,CN-3,1899-12-30,NA,1899-12-30,NA,NA,/S-12,2303.126595,2011-03-15,07:00:00.000,CN-3/S-12,0
0,39764.773526,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,802.011304,2011-03-15,07:00:00.000,RM-3,2
0,43000.348683,RU-1,1899-12-30,NA,1899-12-30,NA,NA,NA,891.509992,2011-03-15,07:00:00.000,RU-1,2
0,359488.541447,RU-2,1899-12-30,NA,1899-12-30,NA,NA,NA,5067.738536,2011-03-15,07:00:00.000,RU-2,2
0,340289.13435,RU-1,1899-12-30,NA,1899-12-30,NA,NA,NA,4060.344546,2011-03-15,07:00:00.000,RU-1,2
0,31867.327511,RU-1,1899-12-30,NA,1899-12-30,NA,NA,NA,715.861405,2011-03-15,07:00:00.000,RU-1,2
0,416206.313341,RU-3,1899-12-30,NA,1899-12-30,NA,NA,NA,4152.640221,2011-03-15,07:00:00.000,RU-3,2
0,121053.026459,RU-1,1899-12-30,NA,1899-12-30,NA,NA,NA,1877.314438,2011-03-15,07:00:00.000,RU-1,2
0,702825.947555,RU-5,1899-12-30,NA,1899-12-30,NA,NA,NA,5227.522019,2011-03-15,07:00:00.000,RU-5,2
0,382339.54335,RU-4,1899-12-30,NA,1899-12-30,NA,NA,NA,3137.112376,2011-03-15,07:00:00.000,RU-4,2
0,45628.044879,RU-1,1899-12-30,NA,1899-12-30,NA,NA,NA,957.265254,2011-03-15,07:00:00.000,RU-1,2
0,325674.847622,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,2910.103777,2011-03-15,07:00:00.000,RM-2,2
0,106169.474113,RM-4,1899-12-30,NA,1899-12-30,NA,NA,/C,2322.039579,2011-03-15,07:00:00.000,RM-4/C,0
0,90699.385711,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1664.867168,2011-03-15,07:00:00.000,RM-3,2
0,105307.836572,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1910.498526,2011-03-15,07:00:00.000,RM-4,2
0,145094.560259,RM-4,1899-12-30,NA,1899-12-30,NA,NA,/C,1985.009713,2011-03-15,07:00:00.000,RM-4/C,0
0,28916.757022,RM-4,1899-12-30,NA,1899-12-30,NA,NA,/C,738.549511,2011-03-15,07:00:00.000,RM-4/C,0
0,71066.008218,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1204.846174,2011-03-15,07:00:00.000,RM-3,2
0,77186.071547,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1278.829582,2011-03-15,07:00:00.000,RM-4,2
0,36678.24896,CIX-1,1899-12-30,NA,1899-12-30,NA,12875,/S-19,970.772687,2011-03-15,07:00:00.000,CIX-1/S-19,0
0,2970774.69509,CR-1,1899-12-30,NA,1899-12-30,NA,NA,NA,9321.045248,2011-03-15,07:00:00.000,CR-1,0
0,41777.268883,RM-2,1899-12-30,NA,1899-12-30,NA,NA,NA,910.862289,2011-03-15,07:00:00.000,RM-2,2
0,487576.184305,CC-3,1899-12-30,NA,1899-12-30,NA,NA,NA,3789.423791,2011-03-15,07:00:00.000,CC-3,0
0,2593872.08823,RH-4,1899-12-30,NA,1899-12-30,NA,NA,NA,10082.421052,2011-03-15,07:00:00.000,RH-4,1
0,553709.027303,RH-4,1899-12-30,NA,1899-12-30,NA,NA,/S-11,6771.947243,2011-03-15,07:00:00.000,RH-4/S-11,1
0,3705821.98898,RH-3,1899-12-30,NA,1899-12-30,NA,NA,NA,13180.0708,2011-03-15,07:00:00.000,RH-3,1
0,111926.271233,RM-2,1899-12-30,NA,1899-12-30,NA,NA,/S-10,2856.7031699999998,2011-03-15,07:00:00.000,RM-2/S-10,2
0,55272.973943,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,997.727043,2011-03-15,07:00:00.000,OS (RCA)/S-10/S-11,0
0,280535.07746,RH-4,1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,3319.364565,2011-03-15,07:00:00.000,RH-4/S-10/S-11,1
0,115768.204949,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-11,1575.19647,2011-03-15,07:00:00.000,RH-3/S-11,1
0,302253.141157,RH-3,1899-12-30,NA,1899-12-30,NA,NA,NA,2738.36128,2011-03-15,07:00:00.000,RH-3,1
0,187323.123409,RU-5,1899-12-30,NA,1899-12-30,NA,NA,NA,2430.63109,2011-03-15,07:00:00.000,RU-5,2
0,811292.310501,RH-4,1899-12-30,NA,1899-12-30,NA,NA,/S-11,6022.530291,2011-03-15,07:00:00.000,RH-4/S-11,1
0,1644811.1229,RH-4,1899-12-30,NA,1899-12-30,NA,NA,/S-11,12389.64845,2011-03-15,07:00:00.000,RH-4/S-11,1
0,101171.594484,RH-3,1899-12-30,NA,1899-12-30,NA,NA,/S-10/S-11,1338.623947,2011-03-15,07:00:00.000,RH-3/S-10/S-11,1
0,41409210.7267,RD-1,1899-12-30,NA,1899-12-30,NA,NA,NA,47071.293583,2011-03-15,07:00:00.000,RD-1,1
0,151612.066041,RH-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1601.234176,2011-03-15,07:00:00.000,RH-4,1
0,3629011.75513,RH-3,1899-12-30,NA,1899-12-30,NA,NA,NA,14411.641337,2011-03-15,07:00:00.000,RH-3,1
0,64335.116776,RM-1,1899-12-30,NA,1899-12-30,NA,NA,S-12,1137.641951,2011-03-15,07:00:00.000,RM-1/S-12,2
0,7632277.6463,RH-4,1899-12-30,NA,1899-12-30,NA,NA,NA,24622.110783,2011-03-15,07:00:00.000,RH-4,1
0,89393.911251,RH-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1473.472236,2011-03-15,07:00:00.000,RH-4,1
0,90601.059845,RU-4,1899-12-30,NA,1899-12-30,NA,NA,NA,1645.914268,2011-03-15,07:00:00.000,RU-4,2
0,3272914.47067,RH-3,1899-12-30,NA,1899-12-30,NA,NA,NA,11285.687966,2011-03-15,07:00:00.000,RH-3,1
0,2325990.08062,RD-1,1899-12-30,NA,1899-12-30,NA,NA,NA,7770.854487,2011-03-15,07:00:00.000,RD-1,1
0,64232.303094,OS (RCA),1899-12-30,NA,1899-12-30,NA,NA,NA,1115.47771,2011-03-15,07:00:00.000,OS (RCA),0
0,597655.021108,RH-3,1899-12-30,NA,1899-12-30,NA,NA,NA,4696.029131,2011-03-15,07:00:00.000,RH-3,1
0,700324.137068,RM-3,1899-12-30,NA,1899-12-30,NA,NA,NA,3826.817876,2011-03-15,07:00:00.000,RM-3,2
0,312245.748697,RU-4,1899-12-30,NA,1899-12-30,NA,NA,NA,4748.004977,2011-03-15,07:00:00.000,RU-4,2
0,260142.955387,RM-4,1899-12-30,NA,1899-12-30,NA,NA,/C,2546.015737,2011-03-15,07:00:00.000,RM-4/C,0
0,270564.749799,CC-2,1899-12-30,NA,1899-12-30,NA,NA,NA,2926.798993,2011-03-15,07:00:00.000,CC-2,0
0,89996.065213,RH-3,1899-12-30,NA,1899-12-30,NA,NA,NA,1696.614608,2011-03-15,07:00:00.000,RH-3,1
0,550954.537109,RH-4,1899-12-30,NA,1899-12-30,NA,NA,NA,4915.79264,2011-03-15,07:00:00.000,RH-4,1
0,257784.559462,RH-4,1899-12-30,NA,1899-12-30,NA,NA,NA,2374.367031,2011-03-15,07:00:00.000,RH-4,1
0,397333.966001,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,4107.272351,2011-03-15,07:00:00.000,RM-4,2
0,240046.435587,RM-4,1899-12-30,NA,1899-12-30,NA,NA,NA,2755.680035,2011-03-15,07:00:00.000,RM-4,2
0,2423734.39122,RH-3,1899-12-30,NA,1899-12-30,NA,NA,NA,10335.454853,2011-03-15,07:00:00.000,RH-3,1
