ZoningDesc,GroupLabel,UnitsPerAc,MinimumLot,MinimumL_1,PlannedDis,NoticingBu,SHAPE_STAr,SHAPE_STLe,BaseZone,Zoning
Residential Two Family,Residential Two Family 7500 Sqft,5.808,0.172,7500,None,300,72907.1152344,1242.9125776,C-R2,2
Residential Two Family,Residential Two Family 7500 Sqft,5.808,0.172,7500,None,300,69906.2773438,1220.0843807,C-R2,2
Residential Two Family,Residential Two Family 7500 Sqft,5.808,0.172,7500,None,300,62155.0498047,1169.38221326,C-R2,2
Residential Two Family,Residential Two Family 7500 Sqft,5.808,0.172,7500,None,300,35641.7519531,1125.10253837,C-R2,2
Residential Agriculture,Residential Agriculture 20000 Sqft,2.178,0.459,20000,None,600,341562.004883,2893.29880202,C-RA-B3,1
Residential Agriculture,Residential Agriculture 1 Acre,1,1,43560,None,600,1064997.62012,9930.43494123,C-RA-B4,1
Residential Agriculture,Residential Agriculture 1 Acre,1,1,43560,None,600,662141.108398,4698.66755458,C-RA-B4,1
Residential Agriculture,Residential Agriculture 1 Acre,1,1,43560,None,600,173244.375,2867.69138546,C-RA-B4,1
Residential Agriculture,Residential Agriculture 2 Acres,0.5,2,87120,None,300,601297.498047,4050.46837707,C-RA-B5,1
Residential Agriculture,Residential Agriculture 3 Acres,0.333,3,130680,None,300,464844.387695,3142.98445298,C-RA-B6,1
Residential Single Family Planned,Residential Single Family Planned 4-4.9 Acres,0.25,4,174240,Residential,600,414146.136719,3185.45671433,C-RSP-0.25,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,2,0.5,21780,Residential,600,43473.7646484,1144.72013897,C-RSP-2,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,2,0.5,21780,Residential,600,26490.0380859,765.416659107,C-RSP-2,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,2,0.5,21780,Residential,600,21622.7597656,661.924230845,C-RSP-2,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,2,0.5,21780,Residential,600,21303.6152344,655.525427483,C-RSP-2,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,2,0.5,21780,Residential,600,20897.5898438,652.145922016,C-RSP-2,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,2,0.5,21780,Residential,600,20873.7714844,657.958824206,C-RSP-2,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,2,0.5,21780,Residential,600,16829.1054688,563.718180593,C-RSP-2,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.346,2.89,125896,Residential,600,904439.279297,14391.042806,C-RSPS-0.346,1
Residential Single Family Planned,Residential Single Family Planned 0.25-0.49 Acres,2.9,0.344,15021,Residential,300,3149686.19336,16033.6608245,C-RSPS-2.9,1
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,50302.5400391,908.84327531,C-VCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,35221.0234375,940.342229554,C-VCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,33471.328125,1295.91640372,C-VCR,0
Agriculture Residential Planned,Agriculture Residential Planned 5 Acres,0.2,5,217800,Residential,600,68904.9208984,1429.92811164,C-ARP-5,0
Agriculture Residential Planned,Agriculture Residential Planned 10 Acres,0.1,10,435600,Residential,600,903211.831055,4579.43423015,C-ARP-10,0
Agriculture Production Zone,Agriculture Production Zone 60 Acres,0.016,60,2613600,Residential,600,9561081.49121,13189.1119999,C-APZ-60,0
Agriculture Production Zone,Agriculture Production Zone 60 Acres,0.016,60,2613600,Residential,600,94493.0712891,1753.08568716,C-APZ-60,0
Agriculture Residential Planned,Agriculture Residential Planned 10 Acres,0.1,10,435600,Residential,600,12739579.3799,18689.8151843,C-ARP-10,0
Agriculture Residential Planned,Agriculture Residential Planned 20 Acres,0.05,20,871200,Residential,600,8344505.31348,16243.0753794,C-ARP-20,0
Agriculture Residential Planned,Agriculture Residential Planned 60 Acres,0.016,60,2613600,Residential,600,286712.071289,2468.71560196,C-ARP-60,0
Agriculture Residential Planned,Agriculture Residential Planned 60 Acres,0.016,60,2613600,Residential,600,62505.2412109,1000.04191961,C-ARP-60,0
Agriculture Residential Planned,Agriculture Residential Planned 60 Acres,0.016,60,2613600,Residential,600,56195.9619141,996.615721714,C-ARP-60,0
Open Area,Open Area,0,0,0,None,0,54582586.3281,49435.2747861,OA,0
Open Area,Open Area,0,0,0,None,0,2137465.81641,10078.2101341,OA,0
Open Area,Open Area,0,0,0,None,0,135580.438477,1769.9800733,OA,0
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,78550.7744141,2340.76491421,RSP-0.47,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,89864.8105469,1387.4489305499999,R1-B3,1
Open Area,Open Area,0,0,0,None,0,86406.8720703,1536.37091838,OA,0
Agriculture Residential Planned,Agriculture Residential Planned 20 Acres,0.05,20,871200,Residential,600,4243914.45801,13567.0978958,ARP-20,0
Agriculture Residential Planned,Agriculture Residential Planned 30 Acres,0.033,30,1306800,Residential,600,729604.145508,3944.6943389,ARP-30,0
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,300428.911133,2578.6800633,C-RCR,0
Agriculture Residential Planned,Agriculture Residential Planned 1-1.9 Acres,0.833,1.2,52272,Residential,600,296363.618164,2488.60269962,C-ARP-1.2,0
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,4239378.50879,22433.8037708,C-RSP-0.33,1
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 0.07-0.9 Acres,2.16,0.462,20167,Mixed Use,0,86333.0019531,2344.97247189,BFC-RMPC-2.16,0
Public Facilities,Public Facilities,0,0,0,None,0,97691.7392578,1602.77650399,PF,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,89826988.3477,44920.57505,A60,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,911952.485352,5378.29619644,A60,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,231772.047852,2088.09089456,A60,0
Agriculture Production Zone,Agriculture Production Zone 60 Acres,0.016,60,2613600,None,0,530567.678711,4437.18678316,APZ-60,0
Agriculture Residential Planned,Agriculture Residential Planned 2 Acres,0.5,2,87120,Residential,600,914020.009766,4242.79751602,ARP-2,0
Agriculture Residential Planned,Agriculture Residential Planned 2 Acres,0.5,2,87120,Residential,600,151119.577148,1734.2906955,ARP-2,0
Agriculture Residential Planned,Agriculture Residential Planned 20 Acres,0.05,20,871200,Residential,600,1177503.35449,6522.10189028,ARP-20,0
Agriculture Residential Planned,Agriculture Residential Planned 20 Acres,0.05,20,871200,Residential,600,834099.352539,5646.97719574,ARP-20,0
Agriculture Residential Planned,Agriculture Residential Planned 5 Acres,0.2,5,217800,Residential,600,3068453.4375,7066.9934414,C-ARP-5,0
Open Area,Open Area,0,0,0,None,300,73143723.623,72393.1787928,C-OA,0
Open Area,Open Area,0,0,0,None,300,63953838.8789,70606.2769663,C-OA,0
Open Area,Open Area,0,0,0,None,300,3499235.33984,10109.2846372,C-OA,0
Open Area,Open Area,0,0,0,None,300,1851480.1748,6707.6219539,C-OA,0
Open Area,Open Area,0,0,0,None,300,148074.046875,3095.43746518,C-OA,0
Open Area,Open Area,0,0,0,None,300,416.3046875,190.128079654,C-OA,0
Residential Single Family Planned,Residential Single Family Planned 4-4.9 Acres,0.25,4,174240,Residential,600,6290624.00586,19473.5307523,C-RSP-0.25,1
Residential Single Family Planned,Residential Single Family Planned 4-4.9 Acres,0.25,4,174240,Residential,600,43944.4257813,976.407842723,C-RSP-0.25,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,160269.604492,3169.16164485,R1,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,533230.607422,5710.25269969,R1-B3,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,326478.820313,4047.68636509,R1-B3,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,220438.607422,2447.08058625,R1-B3,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,117460.979492,1448.17321608,R1-B3,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,55112.2421875,902.63511469,R1-B3,1
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,42944.2080078,937.08090348,R1-B3,1
Residential Single Family,Residential Single Family 1 Acre,1,1,43560,None,600,205361.064453,8341.63992365,R1-B4,1
Residential Single Family,Residential Single Family 1 Acre,1,1,43560,None,600,68264.9609375,3107.22178544,R1-B4,1
Residential Single Family,Residential Single Family 1 Acre,1,1,43560,None,600,40661.8125,843.118943374,R1-B4,1
Residential Single Family,Residential Single Family 1 Acre,1,1,43560,None,600,39345.5537109,1241.95326791,R1-B4,1
Residential Single Family,Residential Single Family 1 Acre,1,1,43560,None,600,12046.6962891,588.513319637,R1-B4,1
Residential Agriculture,Residential Agriculture 1 Acre,1,1,43560,None,600,291615.62207,3387.71001529,RA-B4,1
Residential Agriculture,Residential Agriculture 1 Acre,1,1,43560,None,600,280480.818359,2897.77918336,RA-B4,1
Residential Agriculture,Residential Agriculture 1 Acre,1,1,43560,None,600,10111.8623047,402.405047447,RA-B4,1
Residential Multiple Planned,Residential Multiple Planned 10 Acres,0.1,10,435600,Residential,600,314590.601563,2750.25913522,RMP-0.1,2
Residential Multiple Planned,Residential Multiple Planned 10 Acres,0.1,10,435600,Residential,600,50472.2138672,951.09935681,RMP-0.1,2
Residential Multiple Planned,Residential Multiple Planned 10 Acres,0.1,10,435600,Residential,600,11770.4746094,531.304847693,RMP-0.1,2
Residential Multiple Planned,Residential Multiple Planned 3-5 Acres,0.25,4,174240,Residential,600,1512327.41113,6512.65211105,RMP-0.25,2
Residential Multiple Planned,Residential Multiple Planned 2-2.9 Acres,0.4,2.5,108900,Residential,600,812265.863281,3717.35922502,RMP-0.4,2
Residential Multiple Planned,Residential Multiple Planned 2-2.9 Acres,0.5,2,87120,Residential,600,848018.194336,4322.66515142,RMP-0.5,2
Residential Multiple Planned,Residential Multiple Planned 1-1.9 Acres,1,1,43560,Residential,600,474979.705078,5990.42943963,RMP-1,2
Residential Multiple Planned,Residential Multiple Planned 1-1.9 Acres,1,1,43560,Residential,600,291543.931641,2746.19781868,RMP-1,2
Residential Single Family Planned,Residential Single Family Planned 20 Acres or More,0.019,52.631,2292631,Residential,300,6887231.03125,12589.1544673,RSP-0.019,1
Residential Single Family Planned,Residential Single Family Planned 5-7 Acres,0.2,5,217800,Residential,600,1117579.8916,6314.26130071,RSP-0.2,1
Residential Single Family Planned,Residential Single Family Planned 5-7 Acres,0.2,5,217800,Residential,600,272464.50293,2333.24360881,RSP-0.2,1
Residential Single Family Planned,Residential Single Family Planned 5-7 Acres,0.2,5,217800,Residential,600,235745.209961,2278.96441014,RSP-0.2,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,957583,6647.64273497,RSP-0.5,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,91473.6943359,1252.4204804,RSP-0.5,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,531444.974609,4516.2887866,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,390921.726563,4606.60312152,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,229433.693359,2495.85076118,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,215234.358398,2723.86916095,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,159207.31543,1859.62280659,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,67892.6894531,1306.37196312,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,65821.7548828,1086.30121086,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,52189.9736328,899.188023219,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,23041.2451172,663.863819953,RSP-1,1
Open Area,Open Area,0,0,0,None,0,1336065.35742,6883.33834129,OA,0
Open Area,Open Area,0,0,0,None,0,835633.323242,5981.47797634,OA,0
Open Area,Open Area,0,0,0,None,0,279121.041992,2211.20966141,OA,0
Open Area,Open Area,0,0,0,None,0,30651.5830078,1008.82332064,OA,0
Open Area,Open Area,0,0,0,None,300,14535926.4619,18975.8912157,C-OA,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,88256678.4023,52073.1613622,A60,0
Open Area,Open Area,0,0,0,None,300,162636804.04,204115.229122,C-OA,0
Agriculture Residential Planned,Agriculture Residential Planned 20 Acres,0.05,20,871200,Residential,600,4896822.29102,14729.8897625,ARP-20,0
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,4,0.25,10890,Residential,300,116052.660156,1527.99147234,RMP-4,2
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,69212.8115234,1777.07768468,A60,0
Agriculture Residential Planned,Agriculture Residential Planned 40 Acres,0.025,40,1742400,Residential,600,45771083.7002,47367.5589364,ARP-40,0
Open Area,Open Area,0,0,0,None,0,64468787.3164,89480.1971037,OA,0
Agriculture Residential Planned,Agriculture Residential Planned 60 Acres,0.016,60,2613600,Residential,600,12780498.4238,17755.7161853,ARP-60,0
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,10,0.1,4356,Residential,300,1265007.85938,12603.3679287,RMP-10,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,6,0.166,7260,Residential,300,80498.6113281,1361.89161129,RMP-6,2
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,180192.710938,2129.91369025,R1,1
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,38847.2988281,823.39374266,R1-B1,1
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,30,0.033,1452,Residential,300,44214.4775391,975.014864864,RMP-30,2
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,1070021.46094,12443.098581,R1-B-LV,1
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,2.47,0.404,17636,Residential,300,3473665.53906,14468.1961725,RMP-2.47,2
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,1.04,0.961,41885,Residential,300,279862.661133,2684.48902637,RSP-1.04,1
Open Area,Open Area,0,0,0,None,300,71059184.793,61382.9698626,C-OA,0
Residential Single Family,Residential Single Family 20000 Sqft,2.178,0.459,20000,None,600,383145.870117,3882.23519129,R1-B3,1
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,149465.574219,1656.0393707,A2-B2,0
Residential Two Family,Residential Two Family 7500 Sqft,5.808,0.172,7500,None,300,28035.4326172,741.551436838,R2,2
Residential Agriculture,Residential Agriculture 6000 Sqft,7.26,0.137,6000,None,300,761554.382813,4089.41778274,RA-B1,1
Residential Multiple Planned,Residential Multiple Planned 2-2.9 Acres,0.5,2,87120,Residential,600,661885.728516,4942.38668354,RMP-0.5,2
Agriculture Production Zone,Agriculture Production Zone 60 Acres,0.016,60,2613600,Residential,600,93366.1337891,1835.22650744,C-APZ-60,0
Agriculture Residential Planned,Agriculture Residential Planned 2 Acres,0.5,2,87120,Residential,600,4266883.82324,16034.5160303,ARP-2,0
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,8,0.125,5445,Residential,300,24111.6728516,713.417599651,RMP-8,2
Admin and Professional,Admin and Professional 7500 Sqft,5.808,0.172,7500,None,0,38450.3935547,1171.83634948,AP,0
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,359715.490234,4403.85328527,RA-B2,1
Agriculture Residential Planned,Agriculture Residential Planned 2 Acres,0.5,2,87120,Residential,600,246025.25293,3585.62062043,C-ARP-2,0
Agriculture Residential Planned,Agriculture Residential Planned 2 Acres,0.5,2,87120,Residential,600,140417.801758,2012.08416144,C-ARP-2,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned,0,0,0,Mixed Use,300,2466254.06836,6577.99348113,C-RMPC,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,123588.421875,1930.62438632,A60,0
Agriculture Production Zone,Agriculture Production Zone 60 Acres,0.016,60,2613600,Residential,600,549563890.362,165353.03565,C-APZ-60,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,276330138.889,110420.120653,A60,0
Agriculture and Conservation,Agriculture and Conservation 40 Acres,40,40,1742400,None,600,80422614.585,45917.211532,A40,0
Agriculture Residential Planned,Agriculture Residential Planned 60 Acres,0.016,60,2613600,Residential,600,43542337.4531,28999.3647284,ARP-60,0
Planned Commercial,Planned Commercial,0,0,0,Commercial,300,195403.724609,2220.23632624,C-CP,0
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,40791.5761719,822.973788702,C-RSP-0.33,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,462503.121094,4032.91986832,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 0.50-0.99 Acres,2,0.5,21780,Residential,600,669761.130859,6928.23896672,RSP-2,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,911549.557617,12340.0496261,R1,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,82745.0068359,1331.59409704,R1,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,15039.2597656,523.101533876,R1,1
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,264538.146484,2807.96485613,RA-B2,1
Residential Single Family,Residential Single Family 7500 Sqft,5.808,0.172,7500,None,300,25582.6738281,684.839995006,R1,1
Open Area,Open Area,0,0,0,None,0,32494.1572266,1149.62530779,OA,0
Agriculture Limited,Agriculture Limited 10000 Sqft,4.356,0.229,10000,None,300,5798.14160156,381.723027436,A2-B2,0
Residential Single Family,Residential Single Family 6000 Sqft,7.26,0.137,6000,None,300,50740.8759766,1251.06250832,R1-B1,1
Residential Agriculture,Residential Agriculture 6000 Sqft,7.26,0.137,6000,None,300,15070.1640625,704.02846825,RA-B1,1
Open Area,Open Area,0,0,0,None,0,206579.677734,2050.92399098,OA,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 0.07-0.9 Acres,2.16,0.462,20167,Mixed Use,0,121465.546875,2018.78967965,RMPC-2.16,0
Planned Commercial,Planned Commercial,0,0,0,Commercial,300,27117.9101563,680.795002079,CP,0
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,7515205.38965,11418.38463,A60,0
Agriculture Production Zone,Agriculture Production Zone 60 Acres,0.016,60,2613600,Residential,600,15853946.0918,16479.8853825,C-APZ-60,0
Agriculture Production Zone,Agriculture Production Zone 60 Acres,0.016,60,2613600,Residential,600,15003898.1426,19793.2961616,C-APZ-60,0
Agriculture Production Zone,Agriculture Production Zone 60 Acres,0.016,60,2613600,Residential,600,5328940.8252,15764.4378762,C-APZ-60,0
Agriculture Production Zone,Agriculture Production Zone 60 Acres,0.016,60,2613600,Residential,600,205709.762695,4758.87773763,C-APZ-60,0
Agriculture Residential Planned,Agriculture Residential Planned 2 Acres,0.5,2,87120,Residential,600,3327430.93457,12537.3299564,C-ARP-2,0
Agriculture Residential Planned,Agriculture Residential Planned 2 Acres,0.5,2,87120,Residential,600,2346804.82715,6473.53732469,C-ARP-2,0
Agriculture Residential Planned,Agriculture Residential Planned 2 Acres,0.5,2,87120,Residential,600,411780.583008,5492.06791256,C-ARP-2,0
Planned Commercial,Planned Commercial,0,0,0,Commercial,300,708533.895508,3559.50162968,C-CP,0
Planned Commercial,Planned Commercial,0,0,0,Commercial,300,62513.9912109,1173.26904649,C-CP,0
Residential Single Family,Residential Single Family 1 Acre,1,1,43560,None,300,582256.087891,5238.71191362,C-R1-B4,1
Residential Single Family,Residential Single Family 1 Acre,1,1,43560,None,300,75258.984375,1483.96793127,C-R1-B4,1
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,6622452.08398,19076.475381,C-RCR,0
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,1454519.47754,8451.56455366,C-RCR,0
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,166438.808594,1627.19473737,C-RCR,0
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,141483.700195,1592.58660768,C-RCR,0
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,87793.9921875,1276.95613235,C-RCR,0
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,5314.47753906,1611.16833809,C-RCR,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned,0,0,0,Mixed Use,300,11770200.8398,14656.7590863,C-RMPC,0
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,5894290.55469,16025.3425483,C-RSP-0.33,1
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,1522216.66504,8835.1605299,C-RSP-0.33,1
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,813228.311523,9490.41290121,C-RSP-0.33,1
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,523723.374023,3411.49213696,C-RSP-0.33,1
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,269497.987305,3328.55814248,C-RSP-0.33,1
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,175384.080078,2461.5502086,C-RSP-0.33,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,333900.753906,6016.55798307,C-RSP-0.5,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,23130.3193359,649.340880889,C-RSP-0.5,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,2984750.68066,9025.26116841,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,758963.112305,5212.65736239,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,282824.5625,3166.00945255,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,137750.910156,1536.34286568,C-RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,123541.413086,1370.04508029,C-RSP-1,1
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,495471.916992,4657.60253759,C-VCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,413752.139648,3003.25820112,C-VCR,0
Agriculture Production Zone,Agriculture Production Zone 60 Acres,0.016,60,2613600,Residential,600,284133804.973,177950.888963,C-APZ-60,0
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,634372.061523,7494.2460357,C-RSP-0.33,1
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,268388.710938,3529.42482102,C-RCR,0
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,26106.0185547,773.948642872,C-RSP-0.5,1
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,Commercial,300,44788.5449219,934.595393424,C-RCR,0
Agriculture Residential Planned,Agriculture Residential Planned 2 Acres,0.5,2,87120,Residential,600,20248.0019531,855.463834715,C-ARP-2,0
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,1955058.13672,13958.2057334,C-RSP-0.5,1
Open Area,Open Area,0,0,0,None,300,642900129.542,336090.471286,C-OA,0
Planned Commercial,Planned Commercial,0,0,0,Commercial,300,243253.702148,1952.05533748,C-CP,0
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,200577.484375,1889.32923489,C-RSP-0.5,1
Agriculture and Conservation,Agriculture and Conservation 60 Acres,60,60,2613600,None,600,1020470212.85,257524.527186,A60,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned,0,0,0,Mixed Use,300,174008.541992,2055.5958181,C-RMPC,0
Agriculture Production Zone,Agriculture Production Zone 60 Acres,0.016,60,2613600,Residential,600,251350227.809,94714.4913185,C-APZ-60,0
Agriculture Residential Planned,Agriculture Residential Planned 40 Acres,0.025,40,1742400,Residential,600,17232384.7275,24592.2756183,ARP-40,0
Agriculture Residential Planned,Agriculture Residential Planned 20 Acres,0.05,20,871200,Residential,600,10561337.5283,15798.7480434,ARP-20,0
Agriculture Residential Planned,Agriculture Residential Planned 60 Acres,0.016,60,2613600,Residential,600,32129900.0283,39425.04655,ARP-60,0
Agriculture Residential Planned,Agriculture Residential Planned 2 Acres,0.5,2,87120,Residential,600,1426313.71973,7315.34100539,ARP-2,0
Agriculture Residential Planned,Agriculture Residential Planned 2 Acres,0.5,2,87120,Residential,600,560680.148438,3610.1462368,ARP-2,0
Agriculture Residential Planned,Agriculture Residential Planned 2 Acres,0.5,2,87120,Residential,600,159893.958008,1828.58398388,ARP-2,0
Agriculture Residential Planned,Agriculture Residential Planned 60 Acres,0.016,60,2613600,Residential,600,86762073.0342,74597.3601421,ARP-60,0
Agriculture Residential Planned,Agriculture Residential Planned 60 Acres,0.016,60,2613600,Residential,600,5325191.44238,9487.53240896,ARP-60,0
Open Area,Open Area,0,0,0,None,0,679295.461914,3593.18920455,OA,0
Resort and Commercial Recreation,Resort and Commercial Recreation,0,0,0,None,300,3500598.00781,12981.3572024,RCR,0
Village Commercial Residential,Village Commercial Residential 7500 Sqft,5.808,0.172,7500,None,300,74016.2275391,1147.21117856,VCR,0
Agriculture Residential Planned,Agriculture Residential Planned 30 Acres,0.033,30,1306800,Residential,600,32971600.8633,40284.2001191,ARP-30,0
Agriculture Residential Planned,Agriculture Residential Planned 50 Acres,0.02,50,2178000,Residential,600,8675535.09863,15267.6105741,ARP-50,0
Residential Agriculture,Residential Agriculture 1 Acre,1,1,43560,None,600,2546988.43262,7139.92006408,RA-B4,1
Residential Agriculture,Residential Agriculture 1 Acre,1,1,43560,None,600,355831.954102,2714.57939979,RA-B4,1
Residential Agriculture,Residential Agriculture 1 Acre,1,1,43560,None,600,3336644.2666,11368.3701638,RA-B4,1
Agriculture Residential Planned,Agriculture Residential Planned 20 Acres,0.05,20,871200,Residential,600,44329371.6172,47764.4760292,ARP-20,0
Agriculture Residential Planned,Agriculture Residential Planned 2 Acres,0.5,2,87120,Residential,600,3523939.70508,8716.93857781,ARP-2,0
Residential Agriculture,Residential Agriculture 10000 Sqft,4.356,0.229,10000,None,300,119758.800781,1597.76762644,C-RA-B2,1
