ZoningDesc,GroupLabel,UnitsPerAc,MinimumLot,MinimumL_1,PlannedDis,NoticingBu,SHAPE_STAr,SHAPE_STLe,BaseZone,Zoning
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,12,0.083,3630,Residential,300,32737.2626953,845.277806494,RMP-12,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,12,0.083,3630,Residential,300,18614.5371094,673.208481793,RMP-12,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,12,0.083,3630,Residential,300,7614.81054688,381.520512061,RMP-12,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,12,0.083,3630,Residential,300,29954.6035156,939.787631451,RMP-12.0,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,12,0.083,3630,Residential,300,9617.36523438,596.441973553,RMP-12.0,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,12.1,0.082,3600,Residential,300,1042763.97656,7314.01945116,RMP-12.1,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,12.45,0.151,6600,Residential,300,44401.4199219,1182.90554732,RMP-12.45,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,12.45,0.151,6600,Residential,300,36596.5888672,773.561269884,RMP-12.45,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,12.45,0.151,6600,Residential,300,27228.7001953,869.624045424,RMP-12.45,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,12.45,0.151,6600,Residential,300,22375.3486328,831.967992294,RMP-12.45,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,12.45,0.151,6600,Residential,300,20834.1894531,791.231216408,RMP-12.45,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,12.45,0.151,6600,Residential,300,14940.9667969,496.228283901,RMP-12.45,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,13,0.076,3351,Residential,300,1272982.25488,7211.68461385,RMP-13,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,13,0.076,3351,Residential,300,134528.142578,1490.91223034,RMP-13,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,13.7,0.073,3180,Residential,300,129184.90625,2969.79887906,RMP-13.7,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,14.4,0.069,3025,Residential,300,244076.496094,2438.07259213,RMP-14.4,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,14.4,0.069,3025,Residential,300,89159.6503906,2452.03473545,RMP-14.4,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,14.4,0.069,3025,Residential,300,395.798828125,97.7160384075,RMP-14.4,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,14.8,0.067,2943,Residential,300,209669.611328,1839.30543486,RMP-14.8,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,14.8,0.067,2943,Residential,300,21031.6611328,1116.0766915,RMP-14.8,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,15.6,0.064,2792,Residential,300,17651.4189453,538.91271194,RMP-15.6,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,15.7,0.063,2775,Residential,0,134775.81543,1883.40814448,RMP-15.7,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,16.7,0.059,2608,Residential,300,199192.738281,1968.91444822,RMP-16.7,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,16.7,0.059,2608,Residential,300,179866.741211,2744.84103827,RMP-16.7,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,16.7,0.059,2608,Residential,300,133724.74707,2364.31951597,RMP-16.7,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,16.7,0.059,2608,Residential,300,42636.2324219,1030.6230383,RMP-16.7,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,16.7,0.059,2608,Residential,300,34298.328125,1025.70939424,RMP-16.7,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,16.7,0.059,2608,Residential,300,27250.7802734,824.704788181,RMP-16.7,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,16.7,0.059,2608,Residential,300,23935.015625,700.323031814,RMP-16.7,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,16.7,0.059,2608,Residential,300,22644.8154297,784.912660919,RMP-16.7,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,16.7,0.059,2608,Residential,300,20419.4736328,671.582225981,RMP-16.7,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,16.7,0.059,2608,Residential,300,12638.5986328,465.656082502,RMP-16.7,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,17,0.058,2562,Residential,300,47860.7734375,944.89141443,RMP-17,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,17,0.058,2562,Residential,300,37979.2900391,867.971135969,RMP-17,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,17,0.058,2562,Residential,300,16114.9990234,553.315166937,RMP-17,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,17.7,0.056,2461,Residential,300,487854.448242,3917.27618064,RMP-17.7,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,18,0.055,2420,Residential,300,118247.350586,1605.23594277,RMP-18,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,18,0.055,2420,Residential,300,76538.4228516,1255.53210075,RMP-18,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,19,0.052,2293,Residential,300,127607.486328,1716.57385498,RMP-19,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,2,0.5,21780,Residential,600,421274.40332,4928.65387297,RMP-2,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,2,0.5,21780,Residential,600,221698.12207,3936.07575446,RMP-2,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,2,0.5,21780,Residential,600,104024.591797,2011.06498581,RMP-2,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,2.47,0.404,17636,Residential,300,1185920.35254,8272.09518025,RMP-2.47,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,2.5,0.4,17424,Residential,300,640207.960938,5446.07858868,RMP-2.5,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,2.5,0.4,17424,Residential,300,498600.347656,6875.41320241,RMP-2.5,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,2.5,0.4,17424,Residential,300,380425.039063,4126.80819298,RMP-2.5,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,2.5,0.4,17424,Residential,300,198350.026367,3311.2053537,RMP-2.5,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,2.5,0.4,17424,Residential,300,5762.07324219,314.835942997,RMP-2.5,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,2.8,0.357,15557,Residential,300,202105.366211,2322.81004195,RMP-2.8,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,20,0.05,2178,Residential,300,16430.3564453,614.198339885,RMP-20,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,20,0.05,2178,Residential,300,15697.7695313,531.407986293,RMP-20,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,21.78,0.151,6600,Residential,300,16232.1103516,518.258954176,RMP-21.78,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,21.78,0.151,6600,Residential,300,10482.6582031,425.336105102,RMP-21.78,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,22,0.045,1980,Residential,300,46290.9365234,861.024294515,RMP-22,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,22,0.045,1980,Residential,300,23535.7607422,746.612469207,RMP-22,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,22,0.045,1980,Residential,300,17321.7900391,519.841546766,RMP-22,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,26.6,0.037,1638,Residential,300,41534.2734375,821.941265605,RMP-26.6,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,27.4,0.036,1590,Residential,300,112519.191406,1893.52942159,RMP-27.4,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,27.4,0.036,1590,Residential,300,47652.0830078,992.098376035,RMP-27.4,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,29.04,0.034,1500,Residential,300,84309.8886719,1205.4988436,RMP-29.04,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,29.04,0.034,1500,Residential,300,20782.0898438,673.254467481,RMP-29.04,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,29.04,0.034,1500,Residential,300,19945.2626953,583.536211747,RMP-29.04,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,29.04,0.034,1500,Residential,300,12852.3867188,450.422391173,RMP-29.04,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,30,0.033,1452,Residential,300,306954.348633,3342.69077846,RMP-30,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,30,0.033,1452,Residential,300,90354.4169922,1328.20620786,RMP-30,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,30,0.033,1452,Residential,300,56382.5791016,984.08012026,RMP-30,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,30,0.033,1452,Residential,300,51856.4951172,1234.14724227,RMP-30,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,30,0.033,1452,Residential,300,47001.4121094,1056.44356689,RMP-30,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,30,0.033,1452,Residential,300,36804.859375,825.512812443,RMP-30,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,30,0.033,1452,Residential,300,31672.6904297,738.630186431,RMP-30,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,30,0.033,1452,Residential,300,22566.3056641,643.257521615,RMP-30,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,30,0.033,1452,Residential,300,15768.3720703,524.794938879,RMP-30,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,34,0.029,1281,Residential,300,75950.6552734,1096.13333095,RMP-34,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,4,0.25,10890,Residential,300,197670.358398,1890.32788731,RMP-4,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,4,0.25,10890,Residential,300,60306.8144531,1007.76499745,RMP-4,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,4,0.25,10890,Residential,300,4900.1640625,280.004680739,RMP-4,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,4.2,0.238,10371,Residential,300,73188.3291016,1261.91976397,RMP-4.2,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,40,0.151,6600,Residential,300,104122.147461,1879.81329139,RMP-40,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,40,0.151,6600,Residential,300,77950.1113281,1309.49799891,RMP-40,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,40,0.151,6600,Residential,300,36176.6972656,852.737278278,RMP-40,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,40,0.151,6600,Residential,300,33973.5361328,764.176858196,RMP-40,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,40,0.151,6600,Residential,300,23747.8115234,671.756333033,RMP-40,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,40,0.151,6600,Residential,300,20794.1572266,684.962272954,RMP-40,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,40,0.151,6600,Residential,300,17312.8251953,525.306497525,RMP-40,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,40,0.151,6600,Residential,300,10387.6201172,425.295607417,RMP-40,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,40,0.151,6600,Residential,300,8458.38183594,355.231388836,RMP-40,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,5.62,0.177,7751,Residential,300,16131.2177734,867.988652018,RMP-5.62,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,5.8,0.172,7510,Residential,300,171402.071289,2707.06152922,RMP-5.8,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,6,0.166,7260,Residential,300,294217.925781,3444.94330218,RMP-6,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,6,0.166,7260,Residential,300,234396.023438,3725.00011232,RMP-6,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,6,0.166,7260,Residential,300,94710.5556641,1274.66007788,RMP-6,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,6,0.166,7260,Residential,300,51718.4248047,1677.52209836,RMP-6,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,6,0.166,7260,Residential,300,39795.4638672,1149.85589651,RMP-6,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,6,0.166,7260,Residential,300,28733.3710938,708.253862513,RMP-6,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,6,0.166,7260,Residential,300,28461.2861328,992.649537483,RMP-6,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,6,0.166,7260,Residential,300,22465.4365234,699.291353074,RMP-6,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,6,0.166,7260,Residential,300,12553.9365234,619.318203265,RMP-6,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,6,0.166,7260,Residential,300,920.278320313,222.217073382,RMP-6,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,6.6,0.151,6600,Residential,300,65658.6767578,1814.52696474,RMP-6.6,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,7,0.142,6223,Residential,300,50505.953125,1068.55114753,RMP-7,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,8,0.125,5445,Residential,300,268626.524414,4717.86979445,RMP-8,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,8,0.125,5445,Residential,300,97036.109375,1320.40171585,RMP-8,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,8,0.125,5445,Residential,300,57356.7851563,1124.28048667,RMP-8,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,8,0.125,5445,Residential,300,47167.5292969,906.351532634,RMP-8,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,8.5,0.117,5125,Residential,300,37181.6035156,774.804342781,RMP-8.5,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,8.6,0.116,5065,Residential,300,31972.3300781,800.127680414,RMP-8.6,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,9,0.111,4840,Residential,300,94210.7539063,1589.21854983,RMP-9,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,9,0.111,4840,Residential,300,54216.1572266,944.715156613,RMP-9,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,9,0.111,4840,Residential,300,10243.3027344,473.051854066,RMP-9,2
Residential Multiple Planned,Residential Multiple Planned 0.01-0.9 Acres,9.7,0.103,4491,Residential,300,22688.0097656,639.401448111,RMP-9.7,2
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned,0,0,0,Mixed Use,300,12255546.8994,15029.6366374,RMPC,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned,0,0,0,Mixed Use,300,298746.663086,3303.48132696,RMPC,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned,0,0,0,Mixed Use,300,33791.4384766,778.032832688,RMPC,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned,0,0,0,Mixed Use,300,24087.5449219,626.549963188,RMPC,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 10 Acres,0.1,10,435600,Mixed Use,300,609730.658203,4045.48740663,RMPC-0.1,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 1 Acre,1,1,43560,Mixed Use,300,261539.364258,2284.41146301,RMPC-1,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 1 Acre,1,1,43560,Mixed Use,300,250172.067383,2006.60024981,RMPC-1,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 1 Acre,1,1,43560,Mixed Use,300,73583.4003906,1556.85240951,RMPC-1,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 1 Acre,1,1,43560,Mixed Use,300,61564.5751953,1344.81001366,RMPC-1,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 1 Acre,1,1,43560,Mixed Use,300,16692.9599609,517.032932387,RMPC-1,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 0.07-0.9 Acres,6,0.166,7260,Mixed Use,300,396043.636719,3081.33364981,RMPC-6,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 0.07-0.9 Acres,7,0.142,6223,Mixed Use,300,35008.9658203,954.625623003,RMPC-7,0
Residential Commercial Multiple Planned,Residential Commercial Multiple Planned 0.07-0.9 Acres,7,0.142,6223,Mixed Use,300,16784.7158203,545.647466151,RMPC-7,0
Residential Restricted,Residential Restricted 10000 Sqft,4.356,0.229,10000,None,300,328541.980469,3001.27186663,RR-B2,1
Residential Restricted,Residential Restricted 10000 Sqft,4.356,0.229,10000,None,300,263995.074219,2924.89461454,RR-B2,1
Residential Restricted,Residential Restricted 10000 Sqft,4.356,0.229,10000,None,300,88062.0292969,1488.3265368,RR-B2,1
Residential Restricted,Residential Restricted 20000 Sqft,2.178,0.459,20000,None,300,616401.091797,5336.83898741,RR-B3,1
Residential Restricted,Residential Restricted 20000 Sqft,2.178,0.459,20000,None,300,552397.064453,4808.11098792,RR-B3,1
Residential Restricted,Residential Restricted 20000 Sqft,2.178,0.459,20000,None,300,285820.361328,2484.90516728,RR-B3,1
Residential Restricted,Residential Restricted 20000 Sqft,2.178,0.459,20000,None,300,169106.143555,1931.57878446,RR-B3,1
Residential Restricted,Residential Restricted 20000 Sqft,2.178,0.459,20000,None,300,49458.1328125,1083.5007437,RR-B3,1
Residential Restricted,Residential Restricted 20000 Sqft,2.178,0.459,20000,None,300,30143.8496094,829.499309895,RR-B3,1
Residential Single Family Planned,Residential Single Family Planned 20 Acres or More,0.05,20,871200,Residential,600,68563.1308594,3680.84192088,RSP-0.05,1
Residential Single Family Planned,Residential Single Family Planned 11-11.9 Acres,0.09,11.111,484000,Residential,600,569043.623047,3170.72242396,RSP-0.09,1
Residential Single Family Planned,Residential Single Family Planned 10 Acres,0.1,10,435600,Residential,600,1431920.95605,5576.16667213,RSP-0.1,1
Residential Single Family Planned,Residential Single Family Planned 5-7 Acres,0.187,5.347,232941,Residential,600,843.46484375,159.155964771,RSP-0.187,1
Residential Single Family Planned,Residential Single Family Planned 5-7 Acres,0.2,5,217800,Residential,600,1151493.98535,5512.11708683,RSP-0.2,1
Residential Single Family Planned,Residential Single Family Planned 4-4.9 Acres,0.23,4.347,189391,Residential,600,834685.539063,7543.46502556,RSP-0.23,1
Residential Single Family Planned,Residential Single Family Planned 4-4.9 Acres,0.23,4.347,189391,Residential,600,173220.629883,2011.69635573,RSP-0.23,1
Residential Single Family Planned,Residential Single Family Planned 4-4.9 Acres,0.23,4.347,189391,Residential,600,59625.6425781,993.098145025,RSP-0.23,1
Residential Single Family Planned,Residential Single Family Planned 4-4.9 Acres,0.25,4,174240,Residential,600,2277124.05957,7638.9341399,RSP-0.25,1
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,410564.669922,3641.19852745,RSP-0.33,1
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,296866.433594,2489.06977351,RSP-0.33,1
Residential Single Family Planned,Residential Single Family Planned 3-3.9 Acres,0.33,3.03,132000,Residential,600,79792.0380859,1366.90976417,RSP-0.33,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,249333.018555,2054.8397847,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,231878.651367,2402.75718529,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,109026.638672,2014.80389284,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,76144.3818359,1384.57183661,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,60527.9277344,1002.77367406,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,60478.3623047,1074.68293948,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,51975.8212891,1258.88658988,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,45502.6884766,1145.99916345,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,40344.1357422,903.187766617,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,39456.4658203,852.660608606,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,31806.5009766,877.058405973,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,23659.7509766,623.339757943,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,20012.3261719,659.692097121,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,19939.0283203,790.701318421,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,14054.8740234,483.066964352,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,10015.8417969,403.460178722,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.47,2.127,92681,Residential,600,8633.33203125,438.038163928,RSP-0.47,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,1216157.62891,6871.11455004,RSP-0.5,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,300320,2660.66414174,RSP-0.5,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,126603.97168,2694.09021837,RSP-0.5,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,108379.689453,1425.79531679,RSP-0.5,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,92904.1953125,1278.05200749,RSP-0.5,1
Residential Single Family Planned,Residential Single Family Planned 2-2.9 Acres,0.5,2,87120,Residential,600,86553.5302734,1541.26107449,RSP-0.5,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,0.625,1.6,69696,Residential,600,22991.3876953,653.340586222,RSP-0.625,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,0.65,1.538,67015,Residential,600,125366.894531,2017.11994041,RSP-0.65,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,0.75,1.333,58080,Residential,600,151791.013672,2351.52059563,RSP-0.75,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,0.85,1.176,51247,Residential,600,212730.943359,2495.5449637,RSP-0.85,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,0.95,1.052,45853,Residential,300,224602.479492,2222.1652795,RSP-0.95,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,2650986.22266,16494.4379285,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,1877877.32227,13799.4367786,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,1733646.08008,13018.8583026,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,1525643.08203,10212.912306,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,1405011.62598,8164.43408539,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,1284714.09277,8493.36557905,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,1213135.63086,7401.89344478,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,1033871.45117,6389.73182864,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,993270.640625,8228.65428334,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,901850.774414,6840.99315389,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,802159.575195,6031.73865972,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,528997.101563,5065.04261802,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,424669.102539,3333.27802256,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,398959.56543,2728.33800964,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,388363.449219,3133.88646564,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,270099.959961,2319.68165236,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,254100.102539,3452.41636234,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,245179.931641,2533.17230796,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,213467.874023,2478.9680113,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,209377.706055,2914.82446939,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,161905.788086,2161.30875347,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,117945.765625,2054.37266884,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,108134.558594,1896.24207882,RSP-1,1
Residential Single Family Planned,Residential Single Family Planned 1-1.9 Acres,1,1,43560,Residential,600,95062.1298828,1451.01230284,RSP-1,1
