general_pl,id,Zoning
C-SA,1167,NA
R-1,1168,1
R-2,1169,2
C-1,1170,NA
C-SA,1171,NA
R-2A,1172,2
C-W,1173,NA
R-2,1174,2
R-2,1175,2
R-2A,1176,2
R-2,1177,2
MULI,1178,NA
MUR,1179,NA
R-1,1180,1
MULI,1181,NA
R-2A,1182,2
R-2,1183,2
R-2,1184,2
R-1,1185,1
MULI,1186,NA
R-3,1187,2
R-1,1188,1
R-2,1189,2
R-2,1190,2
R-2,1191,2
R-2,1192,2
R-2A,1193,2
C-W,1194,NA
R-2,1195,2
R-2,1196,2
MULI,1197,NA
MULI,1198,NA
R-1,1199,1
C-SA,1200,NA
R-1,1201,1
C-1,1202,NA
R-1,1203,1
MULI,1204,NA
C-1,1205,NA
R-2,1206,2
R-2,1207,2
C-SA,1208,NA
C-SA,1209,NA
R-2A,1210,2
R-1,1211,1
MULI,1212,NA
R-2A,1213,2
R-2,1214,2
R-1,1215,1
MULI,1216,NA
R-2A,1217,2
C-W,1218,NA
R-3,1219,2
R-2,1220,2
R-2,1221,2
C-E,1222,NA
C-E,1223,NA
R-2,1224,2
R-2,1225,2
C-N,1226,NA
C-N,1227,NA
R-3,1228,2
R-1,1229,1
R-1,1230,1
C-SA,1231,NA
C-1,1232,NA
C-SA,1233,NA
R-1,1234,1
R-2,1235,2
C-1,1236,NA
C-N(H),1237,NA
R-2,1238,2
R-1,1239,1
R-1,1240,1
C-SA,1241,NA
R-2,1242,2
C-W,1243,NA
R-2A,1244,2
C-E,1245,NA
C-E,1246,NA
MUR,1247,NA
R-2A,1248,2
R-2,1249,2
R-2,1250,2
R-1,1251,1
R-2,1252,2
R-3,1253,2
MUR,1254,NA
C-W,1255,NA
R-2A,1256,2
R-2,1257,2
R-2,1258,2
R-2,1259,2
R-1,1260,1
R-1H,1261,1
R-2,1262,2
MUR,1263,NA
C-N,1264,NA
R-3,1265,2
C-SA,1266,NA
R-1,1267,1
C-N(H),1268,NA
R-1,1269,1
R-1,1270,1
R-2A,1271,2
C-1,1272,NA
R-1H,1273,1
C-SA,1274,NA
R-1H,1275,1
R-1,1276,1
R-2,1277,2
R-1,1278,1
MUR,1279,NA
C-1,1280,NA
R-1,1281,1
R-2A,1282,2
R-1,1283,1
R-2,1284,2
R-2,1285,2
MUR,1286,NA
C-SA,1287,NA
R-1H,1288,1
R-1,1289,1
R-3,1290,2
R-1,1291,1
R-2,1292,2
R-1,1293,1
R-2A,1294,2
R-2,1295,2
R-2A,1296,2
MUR,1297,NA
C-W,1298,NA
R-2A,1299,2
R-2,1300,2
R-2A,1301,2
R-2A,1302,2
R-2A,1303,2
R-1H,1304,1
R-2,1305,2
C-1,1306,NA
R-2A,1307,2
R-2,1308,2
R-2,1309,2
R-2,1310,2
R-1,1311,1
R-2,1312,2
R-1H,1313,1
R-4,1314,2
C-E,1315,NA
C-E,1316,NA
C-SA,1317,NA
C-SA,1318,NA
R-2A,1319,2
C-SA,1320,NA
MUR,1321,NA
C-SA,1322,NA
R-2,1323,2
R-4,1324,2
R-2A,1325,2
R-4,1326,2
R-2A,1327,2
R-2A,1328,2
R-2A,1329,2
R-2A,1330,2
C-W,1331,NA
R-3,1332,2
C-SA,1333,NA
R-2A,1334,2
R-4,1335,2
MUR,1336,NA
R-2A,1337,2
R-1,1338,1
R-4,1339,2
MUR,1340,NA
C-SA,1341,NA
R-1,1342,1
R-2A,1343,2
R-1,1344,1
R-4,1345,2
R-2,1346,2
C-1,1347,NA
R-1,1348,1
R-2A,1349,2
R-1,1350,1
R-2A,1351,2
MUR,1352,NA
C-1,1353,NA
R-1,1354,1
R-2A,1355,2
R-2A,1356,2
R-1,1357,1
R-2A,1358,2
MUR,1359,NA
R-2A,1360,2
R-1H,1361,1
R-2,1362,2
R-1H,1363,1
R-2A,1364,2
R-2A,1365,2
C-SA,1366,NA
C-SA,1367,NA
C-SA,1368,NA
R-1,1369,1
R-2A,1370,2
R-2A,1371,2
C-SA,1372,NA
C-1,1373,NA
R-1,1374,1
R-1,1375,1
C-SA,1376,NA
R-2A,1377,2
R-2A,1378,2
R-2A,1379,2
C-SA,1380,NA
R-2A,1381,2
R-1,1382,1
R-2A,1383,2
R-2A,1384,2
R-1H,1385,1
R-2A,1386,2
R-2,1387,2
R-2,1388,2
R-3,1389,2
R-1,1390,1
R-3,1391,2
R-3,1392,2
R-2A,1393,2
C-W,1394,NA
X,1395,NA
R-3,1396,2
R-1H,1397,1
R-1,1398,1
R-1H,1399,1
C-SA,1400,NA
R-2A,1401,2
C-SA,1402,NA
C-1,1403,NA
R-1,1404,1
R-2,1405,2
R-2A,1406,2
R-2,1407,2
R-2A,1408,2
R-1H,1409,1
R-2,1410,2
R-2A,1411,2
R-2A,1412,2
C-1,1413,NA
R-1,1414,1
R-3,1415,2
R-2A,1416,2
R-2,1417,2
R-1,1418,1
C-SA,1419,NA
C-SA,1420,NA
C-SA,1421,NA
R-3,1422,2
R-3,1423,2
R-2,1424,2
R-1,1425,1
