gnrl_p_,LABEL,id,edt_g__,zonng_d,zoning
Med Residential,PD,3578,PD__MF,1719,2
Med Residential,PD,3579,PD__MF,1719,2
Med Residential,R-3-18,3580,R-3-18,136,2
Med Residential,R-1-6,3581,R-1-6,33,1
Med Residential,CN,3582,CN,196,0
Med Residential,R-1-6,3583,R-1-6,33,1
Med Residential,R-3-HD,3584,R-3-HD,825,2
Med Residential,PD,3585,PD__MF,1719,2
Med Residential,PD,3586,PD__MF,1719,2
Med Residential,CN,3587,CN,196,0
Med Residential,RR-40,3588,RR-40,8,1
Med Residential,PD,3589,PD__MF,1719,2
Med Residential,R-3-18-G,3590,R-3-18-G,1975,2
Med Residential,R-1-6,3591,R-1-6,33,1
Med Residential,CN,3592,CN,196,0
Med Residential,PD,3593,PD__MF,1719,2
Med Residential,PD,3594,PD__MF,1719,2
Med Residential,PD,3595,PD__MF,1719,2
Med Residential,PD,3596,PD__MF,1719,2
Med Residential,PD,3597,PD__MF,1719,2
Med Residential,PD,3598,PD__MF,1719,2
Med Residential,PD,3599,PD__MF,1719,2
Med Residential,PD,3600,PD__MF,1719,2
Med Residential,PD,3601,PD__MF,1719,2
Med Residential,PD,3602,PD__MF,1719,2
Med Residential,R-3-15,3603,R-3-15,170,2
Med Residential,R-3-18,3604,R-3-18,136,2
Med Residential,PD,3605,PD__MF,1719,2
Med Residential,CG,3606,CG,138,0
Med Residential,PD,3607,PD__MF,1719,2
Med Residential,CG,3608,CG,138,0
Med Residential,PD,3609,PD__MF,1719,2
Med Residential,PD,3610,PD__MF,1719,2
Med Residential,R-3-18-RC,3611,R-3-18-RC,836,2
Med Residential,PD-RC,3612,PD-RC__MF,1897,2
Med Residential,R-1-6,3613,R-1-6,33,1
Med Residential,PD,3614,PD__MF,1719,2
Med Residential,R-3-30-H,3615,R-3-30-H,1985,2
Med Residential,R-3-30,3616,R-3-30,173,2
Med Residential,CN,3617,CN,196,0
Med Residential,R-1-6,3618,R-1-6,33,1
Med Residential,R-3-18,3619,R-3-18,136,2
Med Residential,R-3-18,3620,R-3-18,136,2
Med Residential,CN,3621,CN,196,0
Med Residential,RR-20,3622,RR-20,15,1
Med Residential,RR-40,3623,RR-40,8,1
Med Residential,RR-40,3624,RR-40,8,1
Med Residential,RR-20,3625,RR-20,15,1
Med Residential,R-2,3626,R-2,191,2
Med Residential,R-1-6,3627,R-1-6,33,1
Med Residential,R-1-6,3628,R-1-6,33,1
Med Residential,R-3-18,3629,R-3-18,136,2
Med Residential,CN,3630,CN,196,0
Med Residential,R-2,3631,R-2,191,2
Med Residential,R-3-18,3632,R-3-18,136,2
Med Residential,CN,3633,CN,196,0
Med Residential,R-3-30-SA,3634,R-3-30-SA,85,2
Med Residential,PD,3635,PD__MF,1719,2
Med Residential,PD,3636,PD__MF,1719,2
Med Residential,PD,3637,PD__MF,1719,2
Med Residential,PD,3638,PD__MF,1719,2
Med Residential,PD,3639,PD__MF,1719,2
Med Residential,PD,3640,PD__MF,1719,2
Med Residential,R-3-18,3641,R-3-18,136,2
Med Residential,PD,3642,PD__MF,1719,2
Med Residential,PD,3643,PD__MF,1719,2
Med Residential,CG,3644,CG,138,0
Med Residential,R-2,3645,R-2,191,2
Med Residential,PD,3646,PD__MF,1719,2
Med Residential,OSC,3647,OSC,88,0
Med Residential,PD,3648,PD__MF,1719,2
Med Residential,PD,3649,PD__MF,1719,2
Med Residential,CN,3650,CN,196,0
Med Residential,R-3-18-SA,3651,R-3-18-SA,152,2
Med Residential,R-3-30-SA,3652,R-3-30-SA,85,2
Med Residential,PD,3653,PD__MF,1719,2
Med Residential,PD,3654,PD__MF,1719,2
Med Residential,PD,3655,PD__MF,1719,2
Med Residential,CG-SA,3656,CG-SA,152,0
Med Residential,TV-R-SA,3657,TV-R-SA,147,2
Med Residential,PD,3658,PD__MF,1719,2
Med Residential,PD,3659,PD__MF,1719,2
Med Residential,PD,3660,PD__MF,1719,2
Med Residential,CG-SA,3661,CG-SA,152,0
Med Residential,PD,3662,PD__MF,1719,2
Med Residential,PD,3663,PD__MF,1719,2
Med Residential,R-2,3664,R-2,191,2
Med Residential,R-3-18,3665,R-3-18,136,2
Med Residential,PI,3666,PI,83,0
Med Residential,PD,3667,PD__MF,1719,2
Med Residential,PD,3668,PD__MF,1719,2
Med Residential,R-3-18-SA,3669,R-3-18-SA,152,2
Med Residential,R-3-30-SA,3670,R-3-30-SA,85,2
Med Residential,R-3-15,3671,R-3-15,170,2
Med Residential,PD,3672,PD__MF,1719,2
Med Residential,PD,3673,PD__MF,1719,2
Med Residential,PD,3674,PD__MF,1719,2
Med Residential,PD,3675,PD__MF,1719,2
Med Residential,PD,3676,PD__MF,1719,2
Med Residential,PD,3677,PD__MF,1719,2
Med Residential,R-3-18-SA,3678,R-3-18-SA,152,2
Med Residential,PD,3679,PD__MF,1719,2
Med Residential,PD,3680,PD__MF,1719,2
Med Residential,R-3-18-SA,3681,R-3-18-SA,152,2
Med Residential,R-3-30-SA,3682,R-3-30-SA,85,2
Med Residential,PI-SA,3683,PI-SA,156,0
Med Residential,TV-R-SA,3684,TV-R-SA,147,2
Med Residential,Pre-Zone R-3-18,3685,Pre-Zone R-3-18,1197,3
Med Residential,Pre-Zone R-3-18-SA,3686,Pre-Zone R-3-18-SA,1197,3
Med Residential,Pre-Zone R-3-30-SA,3687,Pre-Zone R-3-30-SA,2021,3
Med Residential,R-1-6,3688,R-1-6,33,1
Med Residential,RR-20-SR,3689,RR-20-SR,1262,1
Med Residential,RR-20,3690,RR-20,15,1
Med Residential,PD,3691,PD__MF,1719,2
Med Residential,PD,3692,PD__MF,1719,2
Med Residential,CG,3693,CG,138,0
Med Residential,R-3-15,3694,R-3-15,170,2
Med Residential,PD,3695,PD__MF,1719,2
Med Residential,PD,3696,PD__MF,1719,2
Med Residential,CG,3697,CG,138,0
Med Residential,CG,3698,CG,138,0
Med Residential,CN,3699,CN,196,0
Med Residential,OSR,3700,OSR,80,0
Med Residential,R-3-30-SA,3701,R-3-30-SA,85,2
Med Residential,RR-40,3702,RR-40,8,1
Med Residential,RR-40-SR,3703,RR-40-SR,1218,1
Med Residential,PD-SR,3704,PD-SR__MF,2027,2
Med Residential,RR-20,3705,RR-20,15,1
Med Residential,R-2-SA,3706,R-2-SA,1201,2
Med Residential,R-3-18,3707,R-3-18,136,2
Med Residential,PD,3708,PD__MF,1719,2
Med Residential,MH,3709,MH,29,2
Med Residential,PD,3710,PD__MF,1719,2
Med Residential,PD,3711,PD__MF,1719,2
Med Residential,PD,3712,PD__MF,1719,2
Med Residential,CG,3713,CG,138,0
Med Residential,PD,3714,PD__MF,1719,2
Med Residential,PD,3715,PD__MF,1719,2
Med Residential,R-2-SA,3716,R-2-SA,1201,2
Med Residential,R-3-15-SA,3717,R-3-15-SA,187,2
Med Residential,R-3-30-SA,3718,R-3-30-SA,85,2
Med Residential,R-3-18-SA,3719,R-3-18-SA,152,2
Med Residential,R-3-30-SA,3720,R-3-30-SA,85,2
Med Residential,R-3-15-SA,3721,R-3-15-SA,187,2
Med Residential,R-3-18-SA,3722,R-3-18-SA,152,2
Med Residential,PD,3723,PD__MF,1719,2
Med Residential,PD,3724,PD__MF,1719,2
Med Residential,PD,3725,PD__MF,1719,2
Med Residential,CG-SA,3726,CG-SA,152,0
Med Residential,CO-SA,3727,CO-SA,2033,0
Med Residential,R-3-30-SA,3728,R-3-30-SA,85,2
Med Residential,PD,3729,PD__MF,1719,2
Med Residential,PD,3730,PD__MF,1719,2
Med Residential,RR-20-SR,3731,RR-20-SR,1262,1
Med Residential,RR-20-SR,3732,RR-20-SR,1262,1
Med Residential,RR-20-SR,3733,RR-20-SR,1262,1
Med Residential,RR-40,3734,RR-40,8,1
Med Residential,RR-20,3735,RR-20,15,1
Med Residential,RR-40,3736,RR-40,8,1
Med Residential,R-3-15,3737,R-3-15,170,2
Med Residential,R-3-15,3738,R-3-15,170,2
Med Residential,R-3-15,3739,R-3-15,170,2
Med Residential,R-3-18,3740,R-3-18,136,2
Med Residential,PD,3741,PD__MF,1719,2
Med Residential,PD,3742,PD__MF,1719,2
Med Residential,CN,3743,CN,196,0
Med Residential,PD,3744,PD__MF,1719,2
Med Residential,PD,3745,PD__MF,1719,2
Med Residential,PD,3746,PD__MF,1719,2
Med Residential,PD,3747,PD__MF,1719,2
Med Residential,R-3-18,3748,R-3-18,136,2
Med Residential,R-3-15,3749,R-3-15,170,2
Med Residential,PD,3750,PD__MF,1719,2
Med Residential,PD,3751,PD__MF,1719,2
Med Residential,PD,3752,PD__MF,1719,2
Med Residential,PD,3753,PD__MF,1719,2
Med Residential,PD,3754,PD__MF,1719,2
Med Residential,PD,3755,PD__MF,1719,2
Med Residential,CN,3756,CN,196,0
Med Residential,MH,3757,MH,29,2
Med Residential,PD,3758,PD__MF,1719,2
Med Residential,R-3-15-SA,3759,R-3-15-SA,187,2
Med Residential,R-3-30-SA,3760,R-3-30-SA,85,2
Med Residential,R-3-15-SA,3761,R-3-15-SA,187,2
Med Residential,R-3-18-SA,3762,R-3-18-SA,152,2
Med Residential,PI-SA,3763,PI-SA,156,0
Med Residential,IL-SA,3764,IL-SA,86,0
Med Residential,R-1-6,3765,R-1-6,33,1
Med Residential,R-3-18,3766,R-3-18,136,2
Med Residential,R-3-15,3767,R-3-15,170,2
Med Residential,R-3-18,3768,R-3-18,136,2
Med Residential,CG,3769,CG,138,0
Med Residential,CG,3770,CG,138,0
Med Residential,PD,3771,PD__MF,1719,2
Med Residential,PD,3772,PD__MF,1719,2
Med Residential,R-3-15,3773,R-3-15,170,2
Med Residential,R-3-15,3774,R-3-15,170,2
Med Residential,RR-20,3775,RR-20,15,1
Med Residential,PD,3776,PD__MF,1719,2
Med Residential,PD,3777,PD__MF,1719,2
Med Residential,PD,3778,PD__MF,1719,2
Med Residential,PD,3779,PD__MF,1719,2
Med Residential,PD,3780,PD__MF,1719,2
Med Residential,PD,3781,PD__MF,1719,2
Med Residential,RR-20,3782,RR-20,15,1
Med Residential,RR-20,3783,RR-20,15,1
Med Residential,R-3-18,3784,R-3-18,136,2
Med Residential,R-3-15,3785,R-3-15,170,2
Med Residential,R-3-15-SA,3786,R-3-15-SA,187,2
Med Residential,PD,3787,PD__MF,1719,2
Med Residential,PD,3788,PD__MF,1719,2
Med Residential,CN-SA,3789,CN-SA,1832,0
Med Residential,CO,3790,CO,725,0
Med Residential,CO-SA,3791,CO-SA,2033,0
Med Residential,CO-SA,3792,CO-SA,2033,0
Med Residential,CO-SA,3793,CO-SA,2033,0
Med Residential,R-1-6,3794,R-1-6,33,1
Med Residential,PD,3795,PD__MF,1719,2
Med Residential,R-2,3796,R-2,191,2
Med Residential,R-3-18,3797,R-3-18,136,2
Med Residential,R-3-18,3798,R-3-18,136,2
Med Residential,R-3-15-SA,3799,R-3-15-SA,187,2
Med Residential,R-1-6,3800,R-1-6,33,1
Med Residential,PD,3801,PD__MF,1719,2
Med Residential,PD,3802,PD__MF,1719,2
Med Residential,IG,3803,IG,80,0
Med Residential,IL-SA,3804,IL-SA,86,0
Med Residential,R-1-6,3805,R-1-6,33,1
Med Residential,R-3-18,3806,R-3-18,136,2
Med Residential,PD,3807,PD__MF,1719,2
Med Residential,PD,3808,PD__MF,1719,2
Med Residential,RR-40,3809,RR-40,8,1
Med Residential,R-2,3810,R-2,191,2
Med Residential,R-1-6,3811,R-1-6,33,1
Med Residential,RR-20,3812,RR-20,15,1
Med Residential,R-3-18,3813,R-3-18,136,2
Med Residential,CO,3814,CO,725,0
Med Residential,R-1-6,3815,R-1-6,33,1
Med Residential,PD,3816,PD__MF,1719,2
Med Residential,PD,3817,PD__MF,1719,2
Med Residential,CG,3818,CG,138,0
Med Residential,R-3-18,3819,R-3-18,136,2
Med Residential,CO,3820,CO,725,0
Med Residential,R-3-18-SA,3821,R-3-18-SA,152,2
Med Residential,R-3-15,3822,R-3-15,170,2
Med Residential,R-3-15-SA,3823,R-3-15-SA,187,2
Med Residential,PD,3824,PD__MF,1719,2
Med Residential,CG-SA,3825,CG-SA,152,0
Med Residential,CG-SA,3826,CG-SA,152,0
Med Residential,CO-SA,3827,CO-SA,2033,0
Med Residential,PD,3828,PD__MF,1719,2
Med Residential,PD,3829,PD__MF,1719,2
Med Residential,R-1-6,3830,R-1-6,33,1
Med Residential,R-3-15,3831,R-3-15,170,2
Med Residential,R-3-18,3832,R-3-18,136,2
Med Residential,CG,3833,CG,138,0
Med Residential,R-3-15,3834,R-3-15,170,2
Med Residential,PD,3835,PD__MF,1719,2
Med Residential,PD,3836,PD__MF,1719,2
Med Residential,PD,3837,PD__MF,1719,2
Med Residential,PD,3838,PD__MF,1719,2
Med Residential,PD,3839,PD__MF,1719,2
Med Residential,RR-20,3840,RR-20,15,1
Med Residential,R-1-6,3841,R-1-6,33,1
Med Residential,PD,3842,PD__MF,1719,2
Med Residential,R-3-18-SA,3843,R-3-18-SA,152,2
Med Residential,R-3-15-SA,3844,R-3-15-SA,187,2
Med Residential,PD,3845,PD__MF,1719,2
Med Residential,PD,3846,PD__MF,1719,2
Med Residential,R-1-6,3847,R-1-6,33,1
Med Residential,CG-SA,3848,CG-SA,152,0
Med Residential,RR-20,3849,RR-20,15,1
Med Residential,RR-20,3850,RR-20,15,1
Med Residential,PD,3851,PD__MF,1719,2
Med Residential,R-1-6,3852,R-1-6,33,1
Med Residential,R-3-18-SR,3853,R-3-18-SR,1300,2
Med Residential,PD,3854,PD__MF,1719,2
Med Residential,CG-SR,3855,CG-SR,2064,0
Med Residential,R-1-6-SR,3856,R-1-6-SR,322,1
Med Residential,County R-3-18,3857,County R-3-18,1334,3
Med Residential,R-1-6,3858,R-1-6,33,1
Med Residential,PD,3859,PD__MF,1719,2
Med Residential,PD,3860,PD__MF,1719,2
Med Residential,PD,3861,PD__MF,1719,2
Med Residential,IL,3862,IL,137,0
Med Residential,RR-40,3863,RR-40,8,1
Med Residential,PD,3864,PD__MF,1719,2
Med Residential,RR-40,3865,RR-40,8,1
Med Residential,R-3-18,3866,R-3-18,136,2
Med Residential,PI,3867,PI,83,0
Med Residential,R-3-15,3868,R-3-15,170,2
Med Residential,PD,3869,PD__MF,1719,2
Med Residential,CO,3870,CO,725,0
Med Residential,PD,3871,PD__MF,1719,2
Med Residential,PD,3872,PD__MF,1719,2
Med Residential,R-1-6,3873,R-1-6,33,1
Med Residential,PD,3874,PD__MF,1719,2
Med Residential,PD,3875,PD__MF,1719,2
Med Residential,PD,3876,PD__MF,1719,2
Med Residential,R-3-18,3877,R-3-18,136,2
Med Residential,CG,3878,CG,138,0
Med Residential,R-2,3879,R-2,191,2
Med Residential,PD,3880,PD__MF,1719,2
Med Residential,PD,3881,PD__MF,1719,2
Med Residential,R-1-6,3882,R-1-6,33,1
Med Residential,PD,3883,PD__MF,1719,2
Med Residential,IL,3884,IL,137,0
Med-Low Residential,R-1-6,3885,R-1-6,33,1
Med-Low Residential,MH-RC,3886,MH-RC,159,2
Med Residential,R-2,3887,R-2,191,2
Med Residential,R-3-18,3888,R-3-18,136,2
Med Residential,PD,3889,PD__MF,1719,2
Med Residential,R-1-6,3890,R-1-6,33,1
Med Residential,PD,3891,PD__MF,1719,2
Med Residential,PD,3892,PD__MF,1719,2
Med Residential,CSC,3893,CSC,1476,0
Med Residential,RR-20,3894,RR-20,15,1
Med Residential,R-3-18-RC,3895,R-3-18-RC,836,2
Med Residential,R-1-6,3896,R-1-6,33,1
Med Residential,PD,3897,PD__MF,1719,2
Med Residential,CG,3898,CG,138,0
Med Residential,RR-40,3899,RR-40,8,1
Med Residential,RR-40-RC,3900,RR-40-RC,197,1
Med Residential,R-1-6,3901,R-1-6,33,1
Med Residential,R-2,3902,R-2,191,2
Med Residential,R-3-18,3903,R-3-18,136,2
Med Residential,R-3-18,3904,R-3-18,136,2
Med Residential,CG,3905,CG,138,0
Med Residential,R-3-15,3906,R-3-15,170,2
Med Residential,R-3-18,3907,R-3-18,136,2
Med Residential,R-1-6,3908,R-1-6,33,1
Med Residential,RR-20,3909,RR-20,15,1
Med Residential,County RR-40,3910,County RR-40,1144,3
Med Residential,R-3-18,3911,R-3-18,136,2
Med Residential,PD,3912,PD__MF,1719,2
Med Residential,PD,3913,PD__MF,1719,2
Med Residential,R-1-6,3914,R-1-6,33,1
Med Residential,R-2,3915,R-2,191,2
Med Residential,PD,3916,PD__MF,1719,2
Med Residential,R-1-6,3917,R-1-6,33,1
Med Residential,R-2,3918,R-2,191,2
Med Residential,R-3-15,3919,R-3-15,170,2
Med Residential,PD,3920,PD__MF,1719,2
Med Residential,R-3-18-RC,3921,R-3-18-RC,836,2
Med Residential,PD-RC,3922,PD-RC__MF,1897,2
Med Residential,R-3-15-RC,3923,R-3-15-RC,1616,2
Med Residential,CG-RC,3924,CG-RC,194,0
Med Residential,CG-RC,3925,CG-RC,194,0
Med Residential,CO-G-RC,3926,CO-G-RC,39,0
Med-High Residential,R-3-15,3927,R-3-15,170,2
Med-High Residential,PD,3928,PD__MF,1719,2
Med-High Residential,CG,3929,CG,138,0
Med-High Residential,PD,3930,PD__MF,1719,2
Med-High Residential,PD,3931,PD__MF,1719,2
Med-High Residential,CG,3932,CG,138,0
Med-High Residential,IG,3933,IG,80,0
Med-High Residential,MH,3934,MH,29,2
Med-High Residential,RR-40,3935,RR-40,8,1
Med-High Residential,PD,3936,PD__MF,1719,2
Med-High Residential,PD,3937,PD__MF,1719,2
Med-High Residential,R-1-6,3938,R-1-6,33,1
Med-High Residential,PD,3939,PD__MF,1719,2
Med-High Residential,R-3-30,3940,R-3-30,173,2
Med-High Residential,R-1-6,3941,R-1-6,33,1
Med-High Residential,R-1-6,3942,R-1-6,33,1
Med-High Residential,R-2,3943,R-2,191,2
Med-High Residential,R-3-30,3944,R-3-30,173,2
Med-High Residential,PD,3945,PD__MF,1719,2
Med-High Residential,PD,3946,PD__MF,1719,2
Med-High Residential,PD,3947,PD__MF,1719,2
Med-High Residential,PD,3948,PD__MF,1719,2
Med-High Residential,PD,3949,PD__MF,1719,2
Med-High Residential,PD,3950,PD__MF,1719,2
Med-High Residential,PD,3951,PD__MF,1719,2
Med-High Residential,CG,3952,CG,138,0
Med-High Residential,R-3-30,3953,R-3-30,173,2
Med-High Residential,PD,3954,PD__MF,1719,2
Med-High Residential,R-3-15,3955,R-3-15,170,2
Med-High Residential,R-3-30,3956,R-3-30,173,2
Med-High Residential,R-1-6,3957,R-1-6,33,1
Med-High Residential,PD,3958,PD__MF,1719,2
Med-High Residential,PD,3959,PD__MF,1719,2
Med-High Residential,R-3-HD,3960,R-3-HD,825,2
Med-High Residential,R-3-30,3961,R-3-30,173,2
Med-High Residential,R-3-18,3962,R-3-18,136,2
Med-High Residential,R-3-30,3963,R-3-30,173,2
Med-High Residential,PD,3964,PD__MF,1719,2
Med-High Residential,R-3-30,3965,R-3-30,173,2
Med-High Residential,PI,3966,PI,83,0
Med-High Residential,R-3-30-SA,3967,R-3-30-SA,85,2
Med-High Residential,BP-SA,3968,BP-SA,84,0
Med-High Residential,R-1-6,3969,R-1-6,33,1
Med-High Residential,R-2,3970,R-2,191,2
Med-High Residential,R-3-30-SA,3971,R-3-30-SA,85,2
Med-High Residential,R-3-30-SA,3972,R-3-30-SA,85,2
Med-High Residential,IL-SA,3973,IL-SA,86,0
Med-High Residential,R-3-30-SA,3974,R-3-30-SA,85,2
Med-High Residential,CG-SA,3975,CG-SA,152,0
Med-High Residential,IL-SA,3976,IL-SA,86,0
Med-High Residential,R-3-30-SA,3977,R-3-30-SA,85,2
Med-High Residential,Pre-Zone R-3-18,3978,Pre-Zone R-3-18,1197,3
Med-High Residential,Pre-Zone R-3-30-SA,3979,Pre-Zone R-3-30-SA,2021,3
Med-High Residential,Pre-Zone R-3-18-SA,3980,Pre-Zone R-3-18-SA,1197,3
Med-High Residential,Pre-Zone R-3-30-SA,3981,Pre-Zone R-3-30-SA,2021,3
Med-High Residential,CN-SA,3982,CN-SA,1832,0
Med-High Residential,R-3-15-SA,3983,R-3-15-SA,187,2
Med-High Residential,R-3-30-SA,3984,R-3-30-SA,85,2
Med-High Residential,IL-SA,3985,IL-SA,86,0
Med-High Residential,RR-40,3986,RR-40,8,1
Med-High Residential,R-3-30,3987,R-3-30,173,2
Med-High Residential,R-1-6,3988,R-1-6,33,1
Med-Low Residential,PD,3989,PD__MF,1719,2
Med-Low Residential,PD,3990,PD__MF,1719,2
Med-Low Residential,PD,3991,PD__MF,1719,2
Med-Low Residential,PD,3992,PD__MF,1719,2
Med-Low Residential,PD,3993,PD__MF,1719,2
Med-Low Residential,R-1-6,3994,R-1-6,33,1
Med-Low Residential,PD,3995,PD__MF,1719,2
Med-Low Residential,PI,3996,PI,83,0
Med-Low Residential,R-1-6,3997,R-1-6,33,1
Med-Low Residential,PD,3998,PD__MF,1719,2
Med-Low Residential,PD,3999,PD__MF,1719,2
Med-Low Residential,PD,4000,PD__MF,1719,2
Med-Low Residential,R-1-6,4001,R-1-6,33,1
Med-Low Residential,R-1-6,4002,R-1-6,33,1
Med-Low Residential,R-1-6,4003,R-1-6,33,1
Med-Low Residential,R-1-6,4004,R-1-6,33,1
Med-Low Residential,R-1-6,4005,R-1-6,33,1
Med-Low Residential,R-1-6,4006,R-1-6,33,1
Med-Low Residential,PD,4007,PD__MF,1719,2
Med-Low Residential,R-1-6,4008,R-1-6,33,1
Med-Low Residential,R-1-6,4009,R-1-6,33,1
Med-Low Residential,R-1-6,4010,R-1-6,33,1
Med-Low Residential,R-1-6,4011,R-1-6,33,1
Med-Low Residential,RR-20-RH,4012,RR-20-RH,260,1
Med-Low Residential,R-1-6,4013,R-1-6,33,1
Med-Low Residential,R-1-6,4014,R-1-6,33,1
Med-Low Residential,R-1-6,4015,R-1-6,33,1
Med-Low Residential,R-1-6,4016,R-1-6,33,1
Med-Low Residential,PD,4017,PD__MF,1719,2
Med-Low Residential,PD,4018,PD__MF,1719,2
Med-Low Residential,PD,4019,PD__MF,1719,2
Med-Low Residential,PD,4020,PD__MF,1719,2
Med-Low Residential,R-3-30,4021,R-3-30,173,2
Med-Low Residential,PI,4022,PI,83,0
Med-Low Residential,R-1-6,4023,R-1-6,33,1
Med-Low Residential,R-1-6,4024,R-1-6,33,1
Med-Low Residential,R-3-30,4025,R-3-30,173,2
Med-Low Residential,R-1-6,4026,R-1-6,33,1
Med-Low Residential,PD,4027,PD__MF,1719,2
Med-Low Residential,PD,4028,PD__MF,1719,2
Med-Low Residential,R-1-6,4029,R-1-6,33,1
Med-Low Residential,R-1-6,4030,R-1-6,33,1
Med-Low Residential,PD,4031,PD__MF,1719,2
Med-Low Residential,PD,4032,PD__MF,1719,2
Med-Low Residential,PD,4033,PD__MF,1719,2
Med-Low Residential,PD,4034,PD__MF,1719,2
Med-Low Residential,PD,4035,PD__MF,1719,2
Med-Low Residential,PD,4036,PD__MF,1719,2
Med-Low Residential,R-1-6,4037,R-1-6,33,1
Med-Low Residential,R-1-6,4038,R-1-6,33,1
Med-Low Residential,R-1-6,4039,R-1-6,33,1
Med-Low Residential,IG,4040,IG,80,0
Med-Low Residential,R-1-15,4041,R-1-15,197,1
Med-Low Residential,R-1-6,4042,R-1-6,33,1
Med-Low Residential,PD,4043,PD__MF,1719,2
Med-Low Residential,PD,4044,PD__MF,1719,2
Med-Low Residential,R-1-6,4045,R-1-6,33,1
Med-Low Residential,R-1-6,4046,R-1-6,33,1
Med-Low Residential,PD,4047,PD__MF,1719,2
Med-Low Residential,PD,4048,PD__MF,1719,2
Med-Low Residential,R-1-6,4049,R-1-6,33,1
Med-Low Residential,R-1-6-SR,4050,R-1-6-SR,322,1
Med-Low Residential,R-1-6,4051,R-1-6,33,1
Med-Low Residential,R-1-6,4052,R-1-6,33,1
Med-Low Residential,PD,4053,PD__MF,1719,2
Med-Low Residential,PD,4054,PD__MF,1719,2
Med-Low Residential,R-1-6,4055,R-1-6,33,1
Med-Low Residential,PD,4056,PD__MF,1719,2
Med-Low Residential,PD,4057,PD__MF,1719,2
Med-Low Residential,PD,4058,PD__MF,1719,2
Med-Low Residential,PD,4059,PD__MF,1719,2
Med-Low Residential,PD,4060,PD__MF,1719,2
Med-Low Residential,PD,4061,PD__MF,1719,2
Med-Low Residential,R-1-6,4062,R-1-6,33,1
Med-Low Residential,R-1-6,4063,R-1-6,33,1
Med-Low Residential,R-1-6,4064,R-1-6,33,1
Med-Low Residential,PD,4065,PD__MF,1719,2
Med-Low Residential,PD,4066,PD__MF,1719,2
Med-Low Residential,PD,4067,PD__MF,1719,2
Med-Low Residential,PD,4068,PD__MF,1719,2
Med-Low Residential,PD,4069,PD__MF,1719,2
Med-Low Residential,PD,4070,PD__MF,1719,2
Med-Low Residential,PD,4071,PD__MF,1719,2
Med-Low Residential,PD,4072,PD__MF,1719,2
Med-Low Residential,PD,4073,PD__MF,1719,2
Med-Low Residential,PD,4074,PD__MF,1719,2
Med-Low Residential,PD,4075,PD__MF,1719,2
Med-Low Residential,OSC,4076,OSC,88,0
Med-Low Residential,R-1-6,4077,R-1-6,33,1
Med-Low Residential,PD,4078,PD__MF,1719,2
Med-Low Residential,PD,4079,PD__MF,1719,2
Med-Low Residential,PD,4080,PD__MF,1719,2
Med-Low Residential,R-1-6,4081,R-1-6,33,1
Med-Low Residential,R-3-18,4082,R-3-18,136,2
Med-Low Residential,R-1-6,4083,R-1-6,33,1
Med-Low Residential,R-3-18,4084,R-3-18,136,2
Med-Low Residential,R-1-6,4085,R-1-6,33,1
Med-Low Residential,R-3-18,4086,R-3-18,136,2
Med-Low Residential,PD,4087,PD__MF,1719,2
Med-Low Residential,PD,4088,PD__MF,1719,2
Med-Low Residential,RR-40,4089,RR-40,8,1
Med-Low Residential,PD,4090,PD__MF,1719,2
Med-Low Residential,PD,4091,PD__MF,1719,2
Med-Low Residential,R-1-6,4092,R-1-6,33,1
Med-Low Residential,R-1-6,4093,R-1-6,33,1
Med-Low Residential,R-1-6-SR,4094,R-1-6-SR,322,1
Med-Low Residential,R-3-18-SR,4095,R-3-18-SR,1300,2
Med-Low Residential,PI,4096,PI,83,0
Med-Low Residential,PD,4097,PD__MF,1719,2
Med-Low Residential,R-1-6,4098,R-1-6,33,1
Med-Low Residential,R-1-6,4099,R-1-6,33,1
Med-Low Residential,R-1-9,4100,R-1-9,291,1
Med-Low Residential,RR-20,4101,RR-20,15,1
Med-Low Residential,RR-20,4102,RR-20,15,1
Med-Low Residential,RR-40,4103,RR-40,8,1
Med-Low Residential,RR-20,4104,RR-20,15,1
Med-Low Residential,RR-40,4105,RR-40,8,1
Med-Low Residential,R-1-6-H,4106,R-1-6-H,490,1
Med-Low Residential,PD,4107,PD__MF,1719,2
Med-Low Residential,PD,4108,PD__MF,1719,2
Med-Low Residential,PD,4109,PD__MF,1719,2
Med-Low Residential,PD,4110,PD__MF,1719,2
Med-Low Residential,PD,4111,PD__MF,1719,2
Med-Low Residential,PD,4112,PD__MF,1719,2
Med-Low Residential,PD,4113,PD__MF,1719,2
Med-Low Residential,PD,4114,PD__MF,1719,2
Med-Low Residential,R-3-18,4115,R-3-18,136,2
Med-Low Residential,PD,4116,PD__MF,1719,2
Med-Low Residential,PD,4117,PD__MF,1719,2
Med-Low Residential,CN,4118,CN,196,0
Med-Low Residential,CN,4119,CN,196,0
Med-Low Residential,R-2,4120,R-2,191,2
Med-Low Residential,R-2-SA,4121,R-2-SA,1201,2
Med-Low Residential,R-1-6,4122,R-1-6,33,1
Med-Low Residential,TV-R,4123,TV-R,2202,2
Med-Low Residential,R-1-6,4124,R-1-6,33,1
Med-Low Residential,R-1-6-SA,4125,R-1-6-SA,611,1
Med-Low Residential,R-1-6-SA/R-3-18-SA,4126,R-1-6-SA/R-3-18-SA,795,2
