gnrl_p_,LABEL,id,edt_g__,zonng_d,zoning
Very Low Residential,PD-RC,5689,PD-RC__SF,120,1
Very Low Residential,RR-40-SR-RC,5690,RR-40-SR-RC,1143,1
Very Low Residential,RR-20,5691,RR-20,15,1
Very Low Residential,RR-40,5692,RR-40,8,1
Very Low Residential,PI,5693,PI,83,0
Very Low Residential,PD,5694,PD__SF,212,1
Very Low Residential,PD,5695,PD__SF,212,1
Very Low Residential,PD,5696,PD__SF,212,1
Very Low Residential,RR-40,5697,RR-40,8,1
Very Low Residential,R-3-30-SA,5698,R-3-30-SA,85,2
Very Low Residential,Pre-Zone R-3-30-SA,5699,Pre-Zone R-3-30-SA,2021,3
Very Low Residential,RR-40,5700,RR-40,8,1
Very Low Residential,R-1-6,5701,R-1-6,33,1
Very Low Residential,RR-20,5702,RR-20,15,1
Very Low Residential,RR-20,5703,RR-20,15,1
Very Low Residential,R-1-6,5704,R-1-6,33,1
Very Low Residential,R-3-18,5705,R-3-18,136,2
Very Low Residential,PI,5706,PI,83,0
Very Low Residential,RR-40,5707,RR-40,8,1
Very Low Residential,County RR-40,5708,County RR-40,1144,3
Very Low Residential,RR-20,5709,RR-20,15,1
Very Low Residential,RR-40,5710,RR-40,8,1
Very Low Residential,RR-20,5711,RR-20,15,1
Very Low Residential,RR-40-RC,5712,RR-40-RC,197,1
Very Low Residential,RR-40-SR-RC,5713,RR-40-SR-RC,1143,1
Very Low Residential,RR-40,5714,RR-40,8,1
Very Low Residential,RR-20,5715,RR-20,15,1
Very Low Residential,R-1-9,5716,R-1-9,291,1
Very Low Residential,RR-20,5717,RR-20,15,1
Very Low Residential,RR-40,5718,RR-40,8,1
Very Low Residential,RR-20,5719,RR-20,15,1
Very Low Residential,RR-20,5720,RR-20,15,1
Very Low Residential,PD,5721,PD__SF,212,1
Very Low Residential,R-3-18-RC,5722,R-3-18-RC,836,2
Very Low Residential,RR-40-RC,5723,RR-40-RC,197,1
Very Low Residential,PD-RC,5724,PD-RC__SF,120,1
Very Low Residential,PD-RC,5725,PD-RC__SF,120,1
Very Low Residential,RR-40-SR-RC,5726,RR-40-SR-RC,1143,1
Very Low Residential,R-1-9,5727,R-1-9,291,1
Very Low Residential,OSR,5728,OSR,80,0
Very Low Residential,RR-40,5729,RR-40,8,1
Very Low Residential,RR-20,5730,RR-20,15,1
Very Low Residential,RR-40,5731,RR-40,8,1
Very Low Residential,RR-20,5732,RR-20,15,1
Very Low Residential,RR-20-SR,5733,RR-20-SR,1262,1
Very Low Residential,RR-20,5734,RR-20,15,1
Very Low Residential,RR-40,5735,RR-40,8,1
Very Low Residential,RR-40-SR,5736,RR-40-SR,1218,1
Very Low Residential,RR-40-SR,5737,RR-40-SR,1218,1
Very Low Residential,RR-20,5738,RR-20,15,1
Very Low Residential,RR-20,5739,RR-20,15,1
Very Low Residential,R-1-9,5740,R-1-9,291,1
Very Low Residential,RR-20,5741,RR-20,15,1
Very Low Residential,PD,5742,PD__SF,212,1
Very Low Residential,PD,5743,PD__SF,212,1
Very Low Residential,PD,5744,PD__SF,212,1
Very Low Residential,PD,5745,PD__SF,212,1
Very Low Residential,CG,5746,CG,138,0
Very Low Residential,RR-20,5747,RR-20,15,1
Very Low Residential,RR-20,5748,RR-20,15,1
Very Low Residential,PD,5749,PD__SF,212,1
Very Low Residential,RR-20,5750,RR-20,15,1
Very Low Residential,PI,5751,PI,83,0
Very Low Residential,RR-40,5752,RR-40,8,1
Very Low Residential,PD,5753,PD__SF,212,1
Very Low Residential,PD,5754,PD__SF,212,1
Very Low Residential,PD,5755,PD__SF,212,1
Very Low Residential,R-1-9,5756,R-1-9,291,1
Very Low Residential,RR-20,5757,RR-20,15,1
Very Low Residential,PD,5758,PD__SF,212,1
Very Low Residential,R-1-6,5759,R-1-6,33,1
Very Low Residential,PD,5760,PD__SF,212,1
Very Low Residential,RR-20,5761,RR-20,15,1
Very Low Residential,PD,5762,PD__SF,212,1
Very Low Residential,PD,5763,PD__SF,212,1
Very Low Residential,RR-20,5764,RR-20,15,1
Very Low Residential,PD,5765,PD__SF,212,1
Very Low Residential,R-1-6,5766,R-1-6,33,1
Very Low Residential,RR-40,5767,RR-40,8,1
Very Low Residential,PD,5768,PD__SF,212,1
Very Low Residential,PD,5769,PD__SF,212,1
Very Low Residential,RR-20-G,5770,RR-20-G,3073,1
Very Low Residential,RR-20,5771,RR-20,15,1
Very Low Residential,PD,5772,PD__SF,212,1
Very Low Residential,R-1-6-SR,5773,R-1-6-SR,322,1
Very Low Residential,R-1-6,5774,R-1-6,33,1
Very Low Residential,PD,5775,PD__SF,212,1
Very Low Residential,PD,5776,PD__SF,212,1
Very Low Residential,RR-20,5777,RR-20,15,1
Very Low Residential,RR-20,5778,RR-20,15,1
Very Low Residential,RR-20,5779,RR-20,15,1
Very Low Residential,RR-20,5780,RR-20,15,1
Very Low Residential,RR-20-SR,5781,RR-20-SR,1262,1
Very Low Residential,RR-20-SR,5782,RR-20-SR,1262,1
Very Low Residential,RR-20-SR,5783,RR-20-SR,1262,1
Very Low Residential,RR-40,5784,RR-40,8,1
Very Low Residential,RR-20,5785,RR-20,15,1
Very Low Residential,RR-40,5786,RR-40,8,1
Very Low Residential,County RR-20,5787,County RR-20,293,3
Very Low Residential,R-1-6,5788,R-1-6,33,1
Very Low Residential,R-1-6,5789,R-1-6,33,1
Very Low Residential,R-1-9-SR,5790,R-1-9-SR,3079,1
Very Low Residential,R-1-15-SR,5791,R-1-15-SR,1300,1
Very Low Residential,PD-SR,5792,PD-SR__SF,1268,1
Very Low Residential,RR-20-SR,5793,RR-20-SR,1262,1
Very Low Residential,RR-20-SR,5794,RR-20-SR,1262,1
Very Low Residential,RR-20-SR,5795,RR-20-SR,1262,1
Very Low Residential,RR-40,5796,RR-40,8,1
Very Low Residential,RR-40-SR,5797,RR-40-SR,1218,1
Very Low Residential,RR-20-SR,5798,RR-20-SR,1262,1
Very Low Residential,PD,5799,PD__SF,212,1
Very Low Residential,PI,5800,PI,83,0
Very Low Residential,R-1-15,5801,R-1-15,197,1
Very Low Residential,RR-40,5802,RR-40,8,1
Very Low Residential,County RR-40,5803,County RR-40,1144,3
Very Low Residential,R-1-6,5804,R-1-6,33,1
Very Low Residential,RR-40,5805,RR-40,8,1
Very Low Residential,PD,5806,PD__SF,212,1
Very Low Residential,PD,5807,PD__SF,212,1
Very Low Residential,RR-40,5808,RR-40,8,1
Very Low Residential,RR-20,5809,RR-20,15,1
Very Low Residential,RR-20,5810,RR-20,15,1
Very Low Residential,PD,5811,PD__SF,212,1
Very Low Residential,CN-SR,5812,CN-SR,2452,0
Very Low Residential,County RR-20-SR,5813,County RR-20-SR,3087,3
Very Low Residential,County RR-40-SR,5814,County RR-40-SR,3087,3
Very Low Residential,RR-20-SR,5815,RR-20-SR,1262,1
Very Low Residential,PD-SR,5816,PD-SR__SF,1268,1
Very Low Residential,RR-20-SR,5817,RR-20-SR,1262,1
Very Low Residential,R-1-15-SR,5818,R-1-15-SR,1300,1
Very Low Residential,PD,5819,PD__SF,212,1
Very Low Residential,PD,5820,PD__SF,212,1
Very Low Residential,R-1-9,5821,R-1-9,291,1
Very Low Residential,PD,5822,PD__SF,212,1
Very Low Residential,PD,5823,PD__SF,212,1
Very Low Residential,R-1-9,5824,R-1-9,291,1
Very Low Residential,RR-20,5825,RR-20,15,1
Very Low Residential,PD,5826,PD__SF,212,1
Very Low Residential,PD,5827,PD__SF,212,1
Very Low Residential,RR-20-SR,5828,RR-20-SR,1262,1
Very Low Residential,RR-20,5829,RR-20,15,1
Very Low Residential,R-1-6,5830,R-1-6,33,1
Very Low Residential,PD,5831,PD__SF,212,1
Very Low Residential,PD,5832,PD__SF,212,1
Very Low Residential,PD-SR,5833,PD-SR__SF,1268,1
Very Low Residential,PD-SR,5834,PD-SR__SF,1268,1
Very Low Residential,PD,5835,PD__SF,212,1
Very Low Residential,PD-SR,5836,PD-SR__SF,1268,1
Very Low Residential,PD,5837,PD__SF,212,1
Very Low Residential,PD,5838,PD__SF,212,1
Very Low Residential,RR-40,5839,RR-40,8,1
Very Low Residential,RR-40-SR,5840,RR-40-SR,1218,1
Very Low Residential,RR-20,5841,RR-20,15,1
Very Low Residential,RR-40-SR,5842,RR-40-SR,1218,1
Very Low Residential,PD,5843,PD__SF,212,1
Very Low Residential,PD,5844,PD__SF,212,1
Very Low Residential,PD,5845,PD__SF,212,1
Very Low Residential,PD-SR,5846,PD-SR__SF,1268,1
Very Low Residential,PD,5847,PD__SF,212,1
Very Low Residential,PD-SR,5848,PD-SR__SF,1268,1
Very Low Residential,PD-SR,5849,PD-SR__SF,1268,1
Very Low Residential,PD,5850,PD__SF,212,1
Very Low Residential,PD,5851,PD__SF,212,1
Very Low Residential,PD-SR,5852,PD-SR__SF,1268,1
Very Low Residential,PD-SR,5853,PD-SR__SF,1268,1
Very Low Residential,RR-40-SR,5854,RR-40-SR,1218,1
Very Low Residential,RR-20-SR,5855,RR-20-SR,1262,1
Very Low Residential,RR-20-SR,5856,RR-20-SR,1262,1
Very Low Residential,County RR-20,5857,County RR-20,293,3
Very Low Residential,R-1-6,5858,R-1-6,33,1
Very Low Residential,R-1-6-SR,5859,R-1-6-SR,322,1
Very Low Residential,R-1-15-SR,5860,R-1-15-SR,1300,1
Very Low Residential,R-1-15,5861,R-1-15,197,1
Very Low Residential,RR-20,5862,RR-20,15,1
Very Low Residential,PD,5863,PD__SF,212,1
Very Low Residential,R-1-6,5864,R-1-6,33,1
Very Low Residential,R-1-6-SR,5865,R-1-6-SR,322,1
Very Low Residential,PD,5866,PD__SF,212,1
Very Low Residential,PD-SR,5867,PD-SR__SF,1268,1
Very Low Residential,PD,5868,PD__SF,212,1
Very Low Residential,RR-40-SR,5869,RR-40-SR,1218,1
Very Low Residential,RR-20,5870,RR-20,15,1
Very Low Residential,PD,5871,PD__SF,212,1
Very Low Residential,PD,5872,PD__SF,212,1
Very Low Residential,R-1-6,5873,R-1-6,33,1
Very Low Residential,R-1-6,5874,R-1-6,33,1
Very Low Residential,R-1-6,5875,R-1-6,33,1
Very Low Residential,County RR-20,5876,County RR-20,293,3
Very Low Residential,RR-20,5877,RR-20,15,1
Very Low Residential,RR-20,5878,RR-20,15,1
Very Low Residential,RR-40,5879,RR-40,8,1
Very Low Residential,RR-20,5880,RR-20,15,1
Very Low Residential,RR-20,5881,RR-20,15,1
Open Space,R-1-7.5,5882,R-1-7.5,370,1
Open Space,R-1-6,5883,R-1-6,33,1
Open Space,PI,5884,PI,83,0
Open Space,RR-40,5885,RR-40,8,1
Open Space,PD,5886,PD__NonRes,14,0
Very Low Residential,R-1-15,5887,R-1-15,197,1
Very Low Residential,R-1-6,5888,R-1-6,33,1
Very Low Residential,RR-40,5889,RR-40,8,1
Very Low Residential,RR-20,5890,RR-20,15,1
Very Low Residential,County RR-40-SR,5891,County RR-40-SR,3087,3
Very Low Residential,RR-40-SR,5892,RR-40-SR,1218,1
Very Low Residential,RR-40-SR,5893,RR-40-SR,1218,1
Very Low Residential,RR-20-SR,5894,RR-20-SR,1262,1
Very Low Residential,RR-40-SR,5895,RR-40-SR,1218,1
Very Low Residential,PD,5896,PD__SF,212,1
Very Low Residential,PD-SR,5897,PD-SR__SF,1268,1
Very Low Residential,RR-40,5898,RR-40,8,1
Very Low Residential,PD,5899,PD__SF,212,1
Very Low Residential,R-1-6,5900,R-1-6,33,1
Very Low Residential,R-1-6-SR,5901,R-1-6-SR,322,1
Very Low Residential,R-1-6-SR,5902,R-1-6-SR,322,1
Very Low Residential,RR-40-SR,5903,RR-40-SR,1218,1
Very Low Residential,RR-20-SR,5904,RR-20-SR,1262,1
Very Low Residential,RR-20,5905,RR-20,15,1
Very Low Residential,RR-40-SR,5906,RR-40-SR,1218,1
Very Low Residential,RR-40,5907,RR-40,8,1
Very Low Residential,RR-40,5908,RR-40,8,1
Very Low Residential,RR-40,5909,RR-40,8,1
Very Low Residential,RR-20,5910,RR-20,15,1
Very Low Residential,R-1-6,5911,R-1-6,33,1
Very Low Residential,RR-20,5912,RR-20,15,1
Very Low Residential,CG,5913,CG,138,0
Very Low Residential,RR-20,5914,RR-20,15,1
Very Low Residential,R-1-6,5915,R-1-6,33,1
Very Low Residential,RR-20,5916,RR-20,15,1
Very Low Residential,RR-20,5917,RR-20,15,1
Very Low Residential,RR-20,5918,RR-20,15,1
Very Low Residential,County RR-20,5919,County RR-20,293,3
Very Low Residential,R-1-6,5920,R-1-6,33,1
Very Low Residential,PD,5921,PD__SF,212,1
Very Low Residential,PD,5922,PD__SF,212,1
Very Low Residential,RR-40,5923,RR-40,8,1
Very Low Residential,RR-20,5924,RR-20,15,1
Very Low Residential,R-1-6,5925,R-1-6,33,1
Very Low Residential,RR-40,5926,RR-40,8,1
Very Low Residential,RR-20,5927,RR-20,15,1
Very Low Residential,RR-20,5928,RR-20,15,1
Very Low Residential,R-1-6-SR,5929,R-1-6-SR,322,1
Very Low Residential,R-1-6,5930,R-1-6,33,1
Very Low Residential,RR-20,5931,RR-20,15,1
Very Low Residential,RR-20,5932,RR-20,15,1
Very Low Residential,RR-40,5933,RR-40,8,1
Very Low Residential,RR-20-SR,5934,RR-20-SR,1262,1
Very Low Residential,PD-SR,5935,PD-SR__SF,1268,1
Very Low Residential,PD-SR,5936,PD-SR__SF,1268,1
Very Low Residential,PD,5937,PD__SF,212,1
Very Low Residential,PD-SR,5938,PD-SR__SF,1268,1
Very Low Residential,PD,5939,PD__SF,212,1
Very Low Residential,PD-SR,5940,PD-SR__SF,1268,1
Very Low Residential,RR-40-SR,5941,RR-40-SR,1218,1
Very Low Residential,RR-20,5942,RR-20,15,1
Very Low Residential,RR-20-SR,5943,RR-20-SR,1262,1
Very Low Residential,RR-20,5944,RR-20,15,1
Very Low Residential,RR-20-SR,5945,RR-20-SR,1262,1
Very Low Residential,RR-40,5946,RR-40,8,1
Very Low Residential,RR-40-SR,5947,RR-40-SR,1218,1
Very Low Residential,RR-40-SR,5948,RR-40-SR,1218,1
Very Low Residential,RR-20,5949,RR-20,15,1
Very Low Residential,RR-20-SR,5950,RR-20-SR,1262,1
Very Low Residential,RR-20-SR,5951,RR-20-SR,1262,1
Very Low Residential,RR-20-SR,5952,RR-20-SR,1262,1
Very Low Residential,RR-20-SR,5953,RR-20-SR,1262,1
Very Low Residential,R-1-15,5954,R-1-15,197,1
Very Low Residential,R-1-15-SR,5955,R-1-15-SR,1300,1
Very Low Residential,RR-40-SR,5956,RR-40-SR,1218,1
Very Low Residential,RR-40,5957,RR-40,8,1
Very Low Residential,RR-20,5958,RR-20,15,1
Very Low Residential,RR-20-SR,5959,RR-20-SR,1262,1
Very Low Residential,RR-20-SR,5960,RR-20-SR,1262,1
Very Low Residential,R-1-6,5961,R-1-6,33,1
Very Low Residential,RR-40-SR,5962,RR-40-SR,1218,1
Very Low Residential,RR-20,5963,RR-20,15,1
Very Low Residential,RR-20,5964,RR-20,15,1
Very Low Residential,RR-40-SR,5965,RR-40-SR,1218,1
Very Low Residential,RR-20-SR,5966,RR-20-SR,1262,1
Very Low Residential,PD,5967,PD__SF,212,1
Very Low Residential,PD,5968,PD__SF,212,1
Very Low Residential,PD,5969,PD__SF,212,1
Very Low Residential,RR-40,5970,RR-40,8,1
Very Low Residential,R-1-6,5971,R-1-6,33,1
Very Low Residential,RR-40,5972,RR-40,8,1
Very Low Residential,RR-20,5973,RR-20,15,1
Very Low Residential,R-1-6,5974,R-1-6,33,1
Very Low Residential,R-1-6,5975,R-1-6,33,1
Very Low Residential,RR-40,5976,RR-40,8,1
Very Low Residential,RR-40,5977,RR-40,8,1
Very Low Residential,R-1-6-SR,5978,R-1-6-SR,322,1
Very Low Residential,R-1-6-SR,5979,R-1-6-SR,322,1
Very Low Residential,RR-40-SR,5980,RR-40-SR,1218,1
Very Low Residential,RR-20,5981,RR-20,15,1
Very Low Residential,RR-40,5982,RR-40,8,1
Very Low Residential,RR-40,5983,RR-40,8,1
Very Low Residential,RR-20-SR,5984,RR-20-SR,1262,1
Very Low Residential,RR-20,5985,RR-20,15,1
Very Low Residential,PD,5986,PD__SF,212,1
Very Low Residential,RR-40-SR,5987,RR-40-SR,1218,1
Very Low Residential,County RR-40-SR,5988,County RR-40-SR,3087,3
Very Low Residential,County RR-40,5989,County RR-40,1144,3
Very Low Residential,PI,5990,PI,83,0
Very Low Residential,R-1-15,5991,R-1-15,197,1
Very Low Residential,RR-20,5992,RR-20,15,1
Very Low Residential,PD,5993,PD__SF,212,1
Very Low Residential,R-1-6-SR,5994,R-1-6-SR,322,1
Very Low Residential,R-1-6,5995,R-1-6,33,1
Very Low Residential,R-1-6,5996,R-1-6,33,1
Very Low Residential,R-1-6,5997,R-1-6,33,1
Very Low Residential,R-1-15,5998,R-1-15,197,1
Very Low Residential,R-1-15,5999,R-1-15,197,1
Very Low Residential,R-1-15-SR,6000,R-1-15-SR,1300,1
Very Low Residential,R-1-9-SR,6001,R-1-9-SR,3079,1
Very Low Residential,R-1-15-SR,6002,R-1-15-SR,1300,1
Very Low Residential,R-1-6-SR,6003,R-1-6-SR,322,1
Very Low Residential,R-1-6-SR,6004,R-1-6-SR,322,1
Very Low Residential,R-1-7.5-SR,6005,R-1-7.5-SR,1423,1
Very Low Residential,R-1-6-SR,6006,R-1-6-SR,322,1
Very Low Residential,RR-20-SR,6007,RR-20-SR,1262,1
Very Low Residential,RR-40-SR,6008,RR-40-SR,1218,1
Very Low Residential,RR-40-SR,6009,RR-40-SR,1218,1
Very Low Residential,RR-20,6010,RR-20,15,1
Very Low Residential,RR-40,6011,RR-40,8,1
Very Low Residential,RR-40,6012,RR-40,8,1
Very Low Residential,RR-20-SR,6013,RR-20-SR,1262,1
Very Low Residential,RR-20-SR,6014,RR-20-SR,1262,1
Very Low Residential,RR-20,6015,RR-20,15,1
Very Low Residential,RR-20-SR,6016,RR-20-SR,1262,1
Very Low Residential,PD,6017,PD__SF,212,1
Very Low Residential,PD,6018,PD__SF,212,1
Very Low Residential,PD,6019,PD__SF,212,1
Very Low Residential,PD-SR,6020,PD-SR__SF,1268,1
Very Low Residential,RR-20-SR,6021,RR-20-SR,1262,1
Very Low Residential,RR-20,6022,RR-20,15,1
Very Low Residential,RR-20,6023,RR-20,15,1
Very Low Residential,RR-40,6024,RR-40,8,1
Very Low Residential,RR-40,6025,RR-40,8,1
Very Low Residential,RR-20,6026,RR-20,15,1
Very Low Residential,RR-20-SR,6027,RR-20-SR,1262,1
Very Low Residential,RR-20,6028,RR-20,15,1
Very Low Residential,RR-20-SR,6029,RR-20-SR,1262,1
Very Low Residential,RR-20-SR,6030,RR-20-SR,1262,1
Very Low Residential,RR-20-SR,6031,RR-20-SR,1262,1
Very Low Residential,RR-20,6032,RR-20,15,1
Very Low Residential,R-1-6,6033,R-1-6,33,1
Very Low Residential,R-1-7.5,6034,R-1-7.5,370,1
Very Low Residential,R-1-6,6035,R-1-6,33,1
Very Low Residential,PD,6036,PD__SF,212,1
Very Low Residential,RR-20,6037,RR-20,15,1
Very Low Residential,RR-20,6038,RR-20,15,1
Very Low Residential,R-1-6,6039,R-1-6,33,1
Very Low Residential,R-1-6,6040,R-1-6,33,1
Very Low Residential,PD,6041,PD__SF,212,1
Very Low Residential,RR-40,6042,RR-40,8,1
Very Low Residential,RR-40-RC,6043,RR-40-RC,197,1
Very Low Residential,PD-RC,6044,PD-RC__SF,120,1
Very Low Residential,PD-RC,6045,PD-RC__SF,120,1
Very Low Residential,PD-RC,6046,PD-RC__SF,120,1
Very Low Residential,R-1-6-RC,6047,R-1-6-RC,39,1
Very Low Residential,R-1-15-RC,6048,R-1-15-RC,2356,1
Very Low Residential,CG-RC,6049,CG-RC,194,0
Very Low Residential,RR-20-RC,6050,RR-20-RC,39,1
Very Low Residential,RR-40-RC,6051,RR-40-RC,197,1
Very Low Residential,RR-20,6052,RR-20,15,1
Very Low Residential,RR-40,6053,RR-40,8,1
Very Low Residential,RR-20,6054,RR-20,15,1
Very Low Residential,RR-20,6055,RR-20,15,1
Very Low Residential,RR-20,6056,RR-20,15,1
Very Low Residential,RR-40,6057,RR-40,8,1
Very Low Residential,RR-40,6058,RR-40,8,1
Very Low Residential,County RR-40,6059,County RR-40,1144,3
Very Low Residential,R-3-15,6060,R-3-15,170,2
Very Low Residential,R-1-6,6061,R-1-6,33,1
Very Low Residential,RR-40,6062,RR-40,8,1
Very Low Residential,County RR-40,6063,County RR-40,1144,3
Very Low Residential,PD,6064,PD__SF,212,1
Very Low Residential,RR-20,6065,RR-20,15,1
Very Low Residential,RR-20,6066,RR-20,15,1
Very Low Residential,RR-20,6067,RR-20,15,1
Very Low Residential,RR-40,6068,RR-40,8,1
Very Low Residential,RR-20,6069,RR-20,15,1
Very Low Residential,County RR-40,6070,County RR-40,1144,3
Very Low Residential,RR-20,6071,RR-20,15,1
Very Low Residential,RR-20,6072,RR-20,15,1
Very Low Residential,PD-RC,6073,PD-RC__SF,120,1
Very Low Residential,R-1-6,6074,R-1-6,33,1
Very Low Residential,R-1-6,6075,R-1-6,33,1
Very Low Residential,R-2,6076,R-2,191,2
Very Low Residential,R-3-18,6077,R-3-18,136,2
Very Low Residential,R-1-6-SR,6078,R-1-6-SR,322,1
Very Low Residential,PD,6079,PD__SF,212,1
Very Low Residential,PD,6080,PD__SF,212,1
Very Low Residential,PD-SR,6081,PD-SR__SF,1268,1
Very Low Residential,RR-20-SR,6082,RR-20-SR,1262,1
Very Low Residential,R-1-6,6083,R-1-6,33,1
Very Low Residential,R-1-15,6084,R-1-15,197,1
Very Low Residential,RR-40,6085,RR-40,8,1
Very Low Residential,RR-20,6086,RR-20,15,1
Very Low Residential,RR-20,6087,RR-20,15,1
Very Low Residential,RR-40,6088,RR-40,8,1
Very Low Residential,RR-20,6089,RR-20,15,1
Very Low Residential,County RR-40,6090,County RR-40,1144,3
Very Low Residential,RR-20,6091,RR-20,15,1
Very Low Residential,R-1-6,6092,R-1-6,33,1
Very Low Residential,R-1-15,6093,R-1-15,197,1
Very Low Residential,PD,6094,PD__SF,212,1
Very Low Residential,PD-RC,6095,PD-RC__SF,120,1
Very Low Residential,RR-40-RC,6096,RR-40-RC,197,1
Very Low Residential,PD-RC,6097,PD-RC__SF,120,1
Very Low Residential,R-1-6,6098,R-1-6,33,1
Very Low Residential,PI,6099,PI,83,0
Very Low Residential,R-1-15,6100,R-1-15,197,1
Very Low Residential,PD-RC,6101,PD-RC__SF,120,1
Very Low Residential,RR-20-RC,6102,RR-20-RC,39,1
Very Low Residential,RR-40-RC,6103,RR-40-RC,197,1
Very Low Residential,RR-20,6104,RR-20,15,1
Very Low Residential,PD-RC,6105,PD-RC__SF,120,1
Very Low Residential,RR-40-RC,6106,RR-40-RC,197,1
Very Low Residential,PD-RC,6107,PD-RC__SF,120,1
Very Low Residential,PD-SR,6108,PD-SR__SF,1268,1
Very Low Residential,RR-40-SR,6109,RR-40-SR,1218,1
Very Low Residential,RR-40-SR,6110,RR-40-SR,1218,1
Very Low Residential,RR-20,6111,RR-20,15,1
Very Low Residential,R-1-6,6112,R-1-6,33,1
Very Low Residential,R-1-9,6113,R-1-9,291,1
Very Low Residential,RR-40,6114,RR-40,8,1
Very Low Residential,PD,6115,PD__SF,212,1
Very Low Residential,PD-SR,6116,PD-SR__SF,1268,1
Very Low Residential,PD,6117,PD__SF,212,1
Very Low Residential,PD,6118,PD__SF,212,1
Very Low Residential,RR-40-SR,6119,RR-40-SR,1218,1
Very Low Residential,RR-40,6120,RR-40,8,1
Very Low Residential,PD-RC,6121,PD-RC__SF,120,1
Very Low Residential,RR-40-SR-RC,6122,RR-40-SR-RC,1143,1
Very Low Residential,RR-20-SR-RC,6123,RR-20-SR-RC,3145,1
Very Low Residential,RR-40,6124,RR-40,8,1
Very Low Residential,RR-20-SR-RC,6125,RR-20-SR-RC,3145,1
Very Low Residential,RR-20-RC,6126,RR-20-RC,39,1
Very Low Residential,R-1-15-RC,6127,R-1-15-RC,2356,1
Very Low Residential,RR-20-RC,6128,RR-20-RC,39,1
Very Low Residential,PD-RC,6129,PD-RC__SF,120,1
Very Low Residential,PD-RC,6130,PD-RC__SF,120,1
Very Low Residential,PD-RC,6131,PD-RC__SF,120,1
Very Low Residential,PD-RC,6132,PD-RC__SF,120,1
Very Low Residential,PD-SR-RC,6133,PD-SR-RC__SF,3149,1
Very Low Residential,RR-20-RC,6134,RR-20-RC,39,1
Very Low Residential,RR-20-RC,6135,RR-20-RC,39,1
Very Low Residential,PD-RC,6136,PD-RC__SF,120,1
Very Low Residential,PD-RC,6137,PD-RC__SF,120,1
Very Low Residential,PD-RC,6138,PD-RC__SF,120,1
Very Low Residential,RR-20-RC,6139,RR-20-RC,39,1
Very Low Residential,PD-RC,6140,PD-RC__SF,120,1
Very Low Residential,PD-RC,6141,PD-RC__SF,120,1
Parks/Recreation,PD-RC,6142,PD-RC__NonRes,22,0
