FID_1,DATE_CREAT,DATE_UPDAT,EDITOR,SPECIFICPL,PRIMARY_ZO,COMBINING_,COMBININ_1,COMBININ_2,COMBININ_3,YARD_REQUI,AREAPLAN,PD_ZU_NUMB,MBSA_ACRE,MBSA_SQFT,MEDIAN_LOT,FRONT_YARD,SIDE_YARD,LABEL,Notes,GlobalID,SHAPE_Leng,SHAPE_Area,Zoning
3319,2011-05-26,2011-05-26,C1,NA,A,CA,NA,NA,NA,NA,SLAP,NA,NA,NA,NA,NA,NA,A-CA,NA,{89FF9172-F2A3-4582-B6A0-DF379084B53D},0.029402589741294,4.992431556e-5,NA
3320,2003-01-01,2008-02-21,C1,NA,A,BE,NA,NA,NA,160 ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{8752CF06-B852-471F-A6CD-4DA9291FE144},0.005999391853148,2.1517384e-6,NA
3321,2011-09-28,2011-09-28,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{8891D979-6E89-4AD0-8518-2179DE1CD41D},0.0078025963922,3.228394262e-6,1
3322,2011-01-31,2011-01-31,C1,FASP,R1,BE,NA,NA,NA,"6000 sq.ft.MBSA, 60' MLW 20' FY, 7' SY",NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{29570C93-2579-43C7-A439-C47D56B55E95},0.012339605209007,2.177545125e-6,1
3323,2011-01-31,2011-01-31,C1,FASP,R1,BE,NA,NA,NA,"6000 sq.ft MBSA, 60' MLW, 20' FY 7' SY",NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{B8ECEDCF-3B71-4717-BFD9-83EAE17B0C4A},0.001025235943222,6.5781694e-8,1
3324,2003-01-01,2008-03-18,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{1B27588F-6FC0-48A7-821C-CF943E40B65A},0.007058620631216,1.43776549e-6,1
3325,2003-01-01,2008-03-18,C1,NA,C1,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1-S,NA,{54262EE7-2C8D-4053-95FA-30C8D2BFA0FC},0.001728697183516,1.56974828e-7,NA
3326,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1459,NA,NA,NA,NA,NA,PD-1459,NA,{0713E297-AE37-4B99-8323-734052B20946},0.001365524544022,6.9499364e-8,NA
3327,2003-01-01,NA,C1,NA,C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1,NA,{11EB5955-4528-43E9-8C85-61D344B3CCF7},0.002520824069478,3.80833618e-7,NA
3328,2011-10-08,2016-02-05,RT,ACBD,AC-DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACBD-AC-DC,NA,{31A45D6D-DBDD-4B38-8D46-C45BBD6A71F0},0.001353699993716,7.7769834e-8,NA
3329,2011-10-08,2016-02-05,RT,ACBD,AC-R2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACBD-AC-R2,NA,{3059AD2A-0678-4FD7-9E9A-132E0936F8EF},0.001768200193877,1.3764273e-7,NA
3330,2010-01-03,2010-01-03,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{998FDE98-6D19-4A6E-B6F2-62E76E2098FD},0.027595993746042,3.5829153935e-5,NA
3331,2010-04-02,2010-04-02,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{66A00E6A-2FF7-4E53-B429-C022292FFEA3},0.013651377654136,3.717350997e-6,1
3332,2011-02-08,2011-02-08,C1,FASP,R1,BE,NA,NA,NA,6000 sf.MBSA 50' MLW,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{EB237804-2F51-40A2-9D2F-F472A086DC87},0.002279978521356,2.97255792e-7,1
3333,2011-01-19,2011-01-19,C1,NA,RS,D15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D15,NA,{DB5AB677-9EB1-4E85-8D85-6A1891FC3BE6},0.007805728225548,1.927683037e-6,2
3334,2011-01-20,2011-01-20,C1,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,{24874F2A-7414-4C50-967D-601EEB6A40B1},0.002706308453702,1.68743366e-7,NA
3335,2011-01-21,2011-01-21,C1,FASP,R1,BE,NA,NA,NA,6000 sq.ft. M.B.S.A. 60' M.L.W. 20' F.Y. 7' S.Y.,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{3B439DC9-63AD-4511-A369-833FE80B3B48},0.006937240600048,2.200731797e-6,1
3336,2011-01-26,2011-01-26,C1,FASP,R1,BE,NA,NA,NA,6000 sq.ft. M.B.S.A. 60' M.L.W. 20' F.Y. 7' S.Y.,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{CE718F32-22D7-49AA-8A08-E0B55C2FB2AE},0.009929419948899,3.333170254e-6,1
3337,2011-02-02,2011-02-02,C1,FASP,R1,BE,NA,NA,NA,6000 sq.ft. M.B.S.A. 60' M.L.W 20' F.Y 7' S.Y,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{A590C2F7-4E62-4BDE-BA8B-1C857AD68751},0.021145635029702,1.05780817e-5,1
3338,2011-02-02,2013-02-22,ppa,FASP,R1,BE,NA,NA,NA,10000 s.f. MBSA 85' MLW 30' FY 15' SY,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{B66250DE-09A9-4DEE-BFB1-1A70B39A4DB1},0.00623228442879,1.767471224e-6,1
3339,2003-01-01,2012-05-21,ppa,NA,PD,NA,NA,NA,NA,NA,NA,2241,NA,NA,NA,NA,NA,PD-2241,NA,{7351CE38-54D5-4B89-8434-1B50DD13BF10},0.002461102825179,3.43473501e-7,NA
3340,2003-01-01,NA,C1,NA,RS,D25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D25,NA,{06401C2E-B315-49FF-9F52-F6CF64BA6C59},0.002442081369991,3.39075204e-7,2
3341,2003-01-01,NA,C1,NA,RS,D25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D25,NA,{E233E843-F403-46D0-B403-BA7B09A029AB},0.001707943835256,1.16704257e-7,2
3342,2011-02-24,2011-02-24,C1,NA,RS,D3,NA,NA,NA,3000 sf. MBSA/DU,NA,NA,NA,NA,NA,NA,NA,RS-D3,NA,{681DCB90-F3E4-49EC-81D2-3BC719C31AD7},0.001282127920993,8.5794429e-8,2
3343,2011-02-24,2011-02-24,C1,NA,RS,D35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D35,NA,{23F72244-36C8-42DB-BBB6-B1520248DEA9},0.008994588948206,1.686835069e-6,2
3344,2011-03-24,2011-03-24,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{28C25F9C-900C-41C1-A349-67C4943D2ADF},0.003628769864775,5.07463955e-7,1
3345,2011-02-24,2011-02-24,C1,NA,PD,NA,NA,NA,NA,NA,NA,2030,NA,NA,NA,NA,NA,PD-2030,NA,{272ADE7D-1BB9-4183-BAAD-70EE9165E9FF},0.002254956863461,2.3042753e-7,NA
3346,2011-03-18,2011-03-18,C1,CVCBD,S10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVCBD-S10,NA,{D2BB6712-689F-4CEC-8F6F-4EEA6EC2E1F1},0.0030326722683480002,4.28331112e-7,NA
3347,2011-03-15,2011-03-15,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{49ABFBBC-F4CD-4014-A4A8-FA684BD6B83C},0.005285267778691,1.302782234e-6,1
3348,2011-03-15,2011-03-15,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{5CD4F274-B1D3-4159-B086-753EE4A63B89},0.001595445284793,1.38869122e-7,1
3349,2011-03-08,2011-03-08,C1,NA,RS,D25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D25,NA,{FE4A417C-7355-48C9-8C3C-29FF0C81C3DC},0.005062918227953,1.200520262e-6,2
3350,2011-03-08,2011-03-08,C1,NA,R2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R2,NA,{16C25F82-BDC9-4FB5-9C45-CBE5BFAE9C75},0.004551344687432,1.260840936e-6,2
3351,2011-03-18,2011-03-18,C1,NA,PD,NA,NA,NA,NA,NA,NA,2036,NA,NA,NA,NA,NA,PD-2036,NA,{23D50741-D8F2-4E1C-A77E-91F3E074E3BC},0.001312211105133,1.07316311e-7,NA
3352,2011-03-18,2011-03-18,C1,NA,RS,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-CSU-RV,NA,{29519323-CC87-49C8-B51C-37BB50853666},0.001179520843284,7.9228702e-8,2
3353,2011-03-28,2011-03-28,C1,NA,R1,BE,CSU,RV,NA,10000 sf.M.B.S.A. 80' M.L.W.,NA,NA,NA,NA,NA,NA,NA,R1-BE-CSU-RV,NA,{E4898871-2599-46E4-9862-6B2E44E58169},0.005010680090876,9.13755982e-7,1
3354,2011-03-15,2011-03-15,C1,NA,PD,NA,NA,NA,NA,NA,NA,1557,NA,NA,NA,NA,NA,PD-1557,NA,{21A28EFF-D3C5-47C0-8A41-5C7FE0723EBB},0.001635645956961,1.42312345e-7,NA
3355,2011-03-08,2011-03-08,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{BBD2E5E5-ED65-4419-B615-6DF2CA45CE0B},0.003301923887167,6.79258066e-7,1
3356,2003-01-01,NA,C1,NA,CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO,NA,{D1F2B06F-B228-4852-9C16-DBB5752D1F6F},0.004701678810116,4.29855835e-7,NA
3357,2003-01-01,2012-10-20,ppa,NA,A,BE,NA,NA,NA,320 Ac.,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{9C64DB97-E99A-40D1-9109-414572B4322B},0.017718861591768,2.225861331e-6,NA
3358,2011-01-27,2013-03-15,ppa,FASP,PD,NA,NA,NA,NA,NA,NA,1739,NA,NA,NA,NA,NA,FASP-PD-1739,NA,{35358244-E17D-43FE-8BD9-A1B83A38B8B0},0.012077884945802,3.170505985e-6,NA
3359,2011-01-27,2011-01-27,C1,FASP,R1,BE,NA,NA,NA,10000 sq.ft. M.B.S.A. 85' M.L.W. 30' F.Y. 10' S.Y.,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{E0B23876-A394-43FB-A483-7D456D9EEBFA},0.009985569986284,4.771358794e-6,1
3360,2011-01-28,2013-03-15,ppa,FASP,R1,BE6,NA,NA,NA,60' M.L.W. 20' F.Y. 7' S.Y.,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE6,NA,{606B3A7E-303A-429C-9662-B1B844657B3C},0.00878511164765,2.906334796e-6,1
3361,2003-01-01,NA,C1,NA,C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1,NA,{C7677251-FF0D-4D43-8123-FBBC22E336BC},0.001553610315852,1.14839752e-7,NA
3362,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{362F50BF-BAD4-45B6-BDBB-CE6115FA5315},0.021021137549542,9.224562414e-6,1
3363,2011-01-04,2012-12-07,ppa,NA,R1,L,BE,NA,NA,5 Acre MBSA 300' MLW 30' FY,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{54FCA514-0342-42E3-85F9-9ECF185CABD7},0.002859205934132,4.12396217e-7,1
3364,2010-12-17,2010-12-17,C1,FASP,R1,L,BE,NA,NA,5 Ac. M.B.S.A. 300' M.L.W. 30' F.Y. 20' S.Y.,NA,NA,NA,NA,NA,NA,NA,FASP-R1-L-BE,NA,{1085400D-060C-4891-9873-6C54F76C2E6E},0.011293387262371,4.866439375e-6,1
3365,2010-11-01,2013-03-28,ppa,FASP,R1,BE10,NA,NA,NA,"15' SY, 30' FY",NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE10,NA,{01E0662D-1BF7-4820-98B0-60D306B01F1F},0.01304910800212,5.043372826e-6,1
3366,2010-11-01,2013-03-28,ppa,NA,R1,BE10,NA,NA,NA,"15' SY, 30' FY",NA,NA,NA,NA,NA,NA,NA,R1-BE10,NA,{839D2C4D-4B87-4242-8C58-7D493438455F},0.003729987709599,5.46072519e-7,1
3367,2011-01-03,2011-01-03,C1,FASP,R1,BE,NA,NA,NA,10000 s.f. M.B.S.A.,NA,NA,NA,NA,NA,NA,NA,FASP-R1-BE,NA,{4063A7F7-4AA3-4781-A4F9-8D0C948E185C},0.012224753774969,4.072282923e-6,1
3368,2011-03-14,2011-03-14,C1,NA,R2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R2,NA,{3990B014-7569-425F-899F-0D9892F37EEC},0.002560466039634,3.6998398e-7,2
3369,2011-03-14,2011-03-14,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{0213A8F7-14B6-408A-ABFF-4FF47CB48047},0.005912619379726,1.625062067e-6,1
3370,2011-03-14,2011-03-14,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{531C60C2-AFB5-4B14-9359-C7E83B94E15B},0.008671894381067,1.282157736e-6,1
3371,2011-03-14,2011-03-14,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{437658D1-300D-45A1-8C80-868F9EA92B85},0.013516751100951,2.910905005e-6,1
3372,2003-01-01,2016-02-05,RT,ACBD,AC-BC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACBD-AC-BC,NA,{BD572E7A-2744-4D98-891E-413EE3798FC7},0.001846085059133,1.9085929e-7,NA
3373,2003-01-01,NA,C1,NA,R3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R3,NA,{39926687-CCD3-441F-90B6-0BA145117660},0.001272603050801,9.1829323e-8,2
3374,2003-01-01,NA,C1,NA,R2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R2,NA,{F1C6B037-1D90-4BFB-84D1-C35052AC5CBB},0.001162108544721,5.4172807e-8,2
3375,2003-01-01,NA,C1,NA,RS,D25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D25,NA,{D72B2616-D773-4A2F-8ED4-31D1DB9D3149},0.002595037590871,4.40460737e-7,2
3376,2003-01-01,NA,C1,NA,RS,D20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D20,NA,{B9D80249-9683-4A2A-9D4C-1A809C5D4525},0.004079643430829,8.98390335e-7,2
3377,2003-01-01,NA,C1,NA,R1,SU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-SU,NA,{08677212-D498-4817-AC83-F3E019FCBE6C},0.003440341994107,5.11589501e-7,1
3378,2009-11-13,2009-11-13,C1,NA,RS,D3,NA,NA,NA,3000 per Dwelling Unit,NA,NA,NA,NA,NA,NA,NA,RS-D3,NA,{8BF14567-831E-40FA-823B-9746C60CE280},0.002513019952892,2.77850741e-7,2
3379,2009-08-06,2009-08-06,C1,NA,RS,DV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-DV,NA,{33C93038-C82A-45BA-93D2-5F10C92FE798},0.011184456284039,4.412776809e-6,2
3380,2009-11-13,2009-11-13,C1,NA,RS,D3,NA,NA,NA,3000 per Dwelling Unit,NA,NA,NA,NA,NA,NA,NA,RS-D3,NA,{2B36FE18-B89C-46B7-BF11-138D6D93BA49},0.00304575079635,3.35592365e-7,2
3381,2011-08-31,2011-08-31,C1,NA,RS,DV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-DV,NA,{1A656AD8-1F90-454A-9C92-B1874550D06D},0.002649705893623,3.21486175e-7,2
3382,2003-01-01,NA,C1,NA,R1,L,BE,NA,NA,5 Ac. M.B.S.A. 300' M.L.W. 30' F.Y.,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{BE97637D-6409-46EB-B73A-7885C395A106},0.005418489282148,8.86995433e-7,1
3383,2003-01-01,NA,C1,NA,R1,B10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-B10,NA,{DF70C445-58F2-4365-8154-D66CE3CF7F17},0.001399305986787,1.14444388e-7,1
3384,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{4F2F9093-BBC4-4720-AB51-6A39D95B8E93},0.019156924224868,6.622030671e-6,NA
3385,2003-01-01,NA,C1,NA,R1,L,BE,NA,NA,5 Ac. M.B.S.A. 300' M.L.W. 30' F.Y.,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{20477531-FBCB-40CD-83DF-9B04F1A39317},0.002618871043434,2.38744121e-7,1
3386,2010-01-03,2010-01-03,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{1BD107F2-8252-4AA6-A67E-4BCFC2C97ED2},0.004294273871885,1.163290849e-6,NA
3387,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{79FF7A45-FAFC-4E0D-A3AF-9DA52BDF884B},0.015093121654488,3.16119644e-6,NA
3388,2011-10-08,2016-02-05,RT,ACBD,AC-CN-C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACBD-AC-CN-C,NA,{C5C9F92C-2584-41DA-8BDD-A02ED548AF7E},0.007671944831216,1.041353549e-6,NA
3389,2011-10-08,2016-02-05,RT,ACBD,AC-CMU-R,AO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACBD-AO-AC-CMU-R,NA,{C60D8F8E-6B20-4266-9AED-42ED6E74E46E},0.004384007874879,8.71377611e-7,NA
3390,2011-10-08,2016-02-05,RT,ACBD,AC-DMU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACBD-AC-DMU,NA,{5D5F45C7-6635-4EF3-BD1C-45097D31540A},0.002199320004986,2.38253776e-7,NA
3391,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{B9E9F948-DCDE-4FE6-9DCC-98843CC28298},0.007236824722271,9.10306317e-7,1
3392,2003-01-01,2016-02-05,RT,ACBD,AC-CMU-C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACBD-AC-CMU-C,NA,{CA2CFDE0-131F-48BF-8A69-199D8B408B5C},0.002824646366025,4.76966133e-7,NA
3393,2003-01-01,2016-02-05,RT,ACBD,AC-CMU-C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACBD-AC-CMU-C,NA,{057003F6-F746-4CC0-8E7B-D6660C3A635D},0.004614057504869,3.98623233e-7,NA
3394,2003-01-01,2016-02-05,RT,ACBD,AC-CMU-C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACBD-AC-CMU-C,NA,{086D0B51-A8FD-4A28-9F36-C5B9EFD7BED3},0.001423074766514,1.00348635e-7,NA
3395,2008-02-04,2012-07-16,ppa,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,{7E293D42-97B9-4551-A3BC-37436F774773},0.014575713829166,1.354965142e-6,NA
3396,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1566,NA,NA,NA,NA,NA,PD-1566,NA,{B453EB23-DFBB-46BC-B34D-0082AB9649BA},0.018279270799511,7.608558939e-6,NA
3397,2003-01-01,2008-03-31,C1,NA,R1,L,BE,NA,NA,5 Ac. MBSA 300' MLW 30' FY,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{D27E7927-A5A6-4610-9AB8-7EF522136D91},0.032103100876033,4.5163019544e-5,1
3398,2011-03-14,2011-03-14,C1,CVCBD,RS,D25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVCBD-RS-D25,NA,{7B97D92F-59DA-4192-B80D-45303A04E32E},0.002234395506937,1.38770129e-7,2
3399,2011-03-18,2011-03-18,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{9938AFEE-CFD5-414F-8E53-0CA744B02F80},0.001793077377939,1.68307427e-7,1
3400,2011-03-18,2011-03-18,C1,CVCBD,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVCBD-R1-CSU-RV,NA,{C1D0CF8F-BAD1-4B54-A75F-B37565047157},0.002114430056074,5.9042976e-8,1
3401,2003-01-01,NA,C1,CVCBD,S08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVCBD-S08,NA,{DEA11E8A-D7EB-4E2E-A12D-E0801FBECB0A},0.006165507000004,1.412223847e-6,NA
3402,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{4BB4383B-ADD6-4BD1-B42A-0EB2CBD634AD},0.043926148821758,5.040348899e-5,NA
3403,2003-01-01,NA,C1,NA,S04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S04,NA,{28E153DA-818C-4C7D-BB19-0E59A2BD8005},1.2702363631e-5,5.6e-13,NA
3404,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{4EC2C8FA-CA70-4F64-9CBC-77233B862921},0.060711539421871,1.38433372111e-4,NA
3405,2010-12-27,2010-12-27,C1,NA,PD,NA,NA,NA,NA,NA,NA,1727,NA,NA,NA,NA,NA,PD-1727,NA,{05651EE8-47C2-4B8C-AB79-0FC574CF4A28},0.016062304851452,3.143501678e-6,NA
3406,2003-01-01,NA,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{1B010141-4705-4984-A7DF-99437419368E},0.005092192354037,1.308611455e-6,1
3407,2003-01-01,NA,C1,NA,R1,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-RV,NA,{C8203A67-56B7-46F1-AA93-DCDD57394F0B},0.006475676163483,1.633897507e-6,1
3408,2011-05-06,2011-05-06,C1,NA,R1,CA,BE,SU,NA,5 Ac. M.B.S.A. 300' M.L.W. 30' F.Y.,NA,NA,NA,NA,NA,NA,NA,R1-CA-BE-SU,NA,{C46EBE19-2354-4890-B763-0674774AE997},0.003897645203585,5.57085594e-7,1
3409,2011-03-15,2011-03-15,C1,NA,PD,NA,NA,NA,NA,NA,NA,1451,NA,NA,NA,NA,NA,PD-1451,NA,{00DD0659-1701-4BA6-A3DF-FA09C9812DBD},0.012872480937362,3.067668961e-6,NA
3410,2003-01-01,NA,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{42BDF843-82BE-462B-9FF6-47C55E7785CA},0.012931034043985,3.375191594e-6,1
3411,2011-03-14,2011-03-14,C1,NA,RS,D20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-D20,NA,{DAB8F0D5-0C46-41F0-B697-100201E659D7},0.00232235388881,1.92467181e-7,2
3412,2011-02-15,2011-02-15,C1,NA,R2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R2,NA,{B989F828-C11B-4D00-B80F-4ABB4B7271E8},0.002229574508429,2.69812638e-7,2
3413,2011-02-16,2016-03-25,RT,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{CF912BED-804C-4FF8-8600-4DC1D3BD395A},6.22500661834e-4,1.813615e-8,1
3414,2011-03-14,2011-03-14,C1,NA,R1,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-RV,NA,{98E3F347-D928-4493-9B7B-901A90E00A6C},0.003515223371889,4.69459378e-7,1
3415,2003-01-01,NA,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{07A6E21D-D0A7-4E49-84E5-968AF39C0045},0.0085097193409530009,2.141449248e-6,1
3416,2011-01-20,2011-01-20,C1,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,{00A6293A-2F56-4559-A5E5-36E16B0C7F49},0.015501094998165,6.786472149e-6,NA
3417,2003-01-01,NA,C1,NA,R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1,NA,{9C70C01E-3998-411B-8FDA-36489D3D00F5},0.020234447075375,3.148359289e-6,1
3418,2009-08-03,2013-05-07,ppa,NA,RS,DV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS-DV,NA,{03E7A5D3-84E1-49E0-8E26-74D6F0AD557D},0.00345989847929,5.83559184e-7,2
3419,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,2059,NA,NA,NA,NA,NA,PD-2059,NA,{38B4B841-E49B-46F9-9D28-7E2014E8966A},0.001553881175614,1.41875576e-7,NA
3420,2011-08-25,2011-08-25,C1,NA,PD,NA,NA,NA,NA,NA,NA,2195,NA,NA,NA,NA,NA,PD-2195,NA,{CE5406BD-76C4-4E4B-B08D-D657D7B08070},0.001384450304175,1.04668211e-7,NA
3421,2003-01-01,2008-02-11,NA,NA,A,BE,NA,NA,NA,100 Ac. MBSA,NA,NA,NA,NA,NA,NA,NA,A-BE,NA,{3344F4FE-4DE1-409F-945E-015CB2E77772},0.015448641682692,4.37470059e-6,NA
3422,2010-12-17,2010-12-17,C1,NA,R1,L,BE,NA,NA,5 Ac. M.B.S.A. 300' M.L.W. 30' F.Y. 20' S.Y.,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{8B0C4CB4-03A2-45C9-ADDB-70AF9D6E0277},0.0020322075131,1.01932399e-7,1
3423,2011-03-14,2011-03-14,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{0EF61000-A9AF-4049-9649-9982625CEDD6},0.004525712808656,1.232306945e-6,1
3424,2003-01-01,NA,C1,NA,PD,NA,NA,NA,NA,NA,NA,1916,NA,NA,NA,NA,NA,PD-1916,NA,{867BB839-33FE-4C1F-AAD9-5989E5588BB3},0.002076994844839,2.24462065e-7,NA
3425,2003-01-01,NA,C1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,{8FB61DD9-CDA2-4792-B962-D119F4E24AF4},0.029824847226751,1.8547755992e-5,NA
3426,2003-01-01,NA,C1,NA,R1,L,BE,NA,NA,5 Ac.M.B.S.A. 300' M.L.W. 30' F.Y,NA,NA,NA,NA,NA,NA,NA,R1-L-BE,NA,{D37E6FA0-86B6-4BD9-AAF3-8CA3BF3B905F},0.002803216892436,4.62654381e-7,1
3427,2003-01-01,NA,C1,NA,R1,CSU,RV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R1-CSU-RV,NA,{5FCE24B9-2AE1-4C72-AB74-07D8FFF8C91B},0.015502212698152,4.784558148e-6,1
