gnrl_p_,id,cty_nm_x,edt_g__,cty_nm_y,zoning
MU-4-x-55,0,emeryville,MU-4-x-55,emeryville,0
ROW,1,emeryville,ROW,emeryville,0
MUR-1.6-60-55,2,emeryville,MUR-1.6-60-55,emeryville,0
MUR-3-100-75,3,emeryville,MUR-3-100-75,emeryville,0
ROW,4,emeryville,ROW,emeryville,0
ROW,5,emeryville,ROW,emeryville,0
MU-4-x-100,6,emeryville,MU-4-x-100,emeryville,0
ROW,7,emeryville,ROW,emeryville,0
Park,8,emeryville,Park,emeryville,0
ROW,9,emeryville,ROW,emeryville,0
MDR-0.5-35-30,10,emeryville,MDR-0.5-35-30,emeryville,1
MUR-1.6-60-55,11,emeryville,MUR-1.6-60-55,emeryville,0
MDR-0.5-35-30,12,emeryville,MDR-0.5-35-30,emeryville,1
ROW,13,emeryville,ROW,emeryville,0
MUR-3-100-75,14,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
CO-3-x-100,15,emeryville,CO-3-x-100,emeryville,0
MUR-3-100-75,16,emeryville,MUR-3-100-75,emeryville,0
MUR-3-100-75,17,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
MUR-3-100-75,18,emeryville,MUR-3-100-75,emeryville,0
CO-3-x-55,19,emeryville,CO-3-x-55,emeryville,0
MUR-6-170-55,20,emeryville,MUR-6-170-55,emeryville,0
Water,21,emeryville,Water,emeryville,3
MDR-0.5-35-30,22,emeryville,MDR-0.5-35-30,emeryville,1
MUR-3-100-75,23,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
MU-4-x-100,24,emeryville,MU-4-x-100,emeryville,0
MUR-3-100-75,25,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
MU-4-x-100,26,emeryville,MU-4-x-100,emeryville,0
MU-4-x-100,27,emeryville,MU-4-x-100,emeryville,0
ROW,28,emeryville,ROW,emeryville,0
MUR-1.6-60-55,29,emeryville,MUR-1.6-60-55,emeryville,0
MU-4-x-100,30,emeryville,MU-4-x-100,emeryville,0
ROW,31,emeryville,ROW,emeryville,0
Ind-0.5-x-55,32,emeryville,Ind-0.5-x-55,emeryville,0
ROW,33,emeryville,ROW,emeryville,0
MDR-0.5-35-30,34,emeryville,MDR-0.5-35-30,emeryville,1
Park,35,emeryville,Park,emeryville,0
MDR-0.5-35-30,36,emeryville,MDR-0.5-35-30,emeryville,1
MUR-3-100-75,37,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
ROW,38,emeryville,ROW,emeryville,0
MUR-3-100-75,39,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
MDR-1.6-60-55,40,emeryville,MDR-1.6-60-55,emeryville,1
MUR-3-100-75,41,emeryville,MUR-3-100-75,emeryville,0
Water,42,emeryville,Water,emeryville,3
ROW,43,emeryville,ROW,emeryville,0
ROW,44,emeryville,ROW,emeryville,0
MU-4-x-100,45,emeryville,MU-4-x-100,emeryville,0
MU-4-x-100,46,emeryville,MU-4-x-100,emeryville,0
MUR-3-100-75,47,emeryville,MUR-3-100-75,emeryville,0
MDR-0.5-35-30,48,emeryville,MDR-0.5-35-30,emeryville,1
MUR-3-100-75,49,emeryville,MUR-3-100-75,emeryville,0
MDR-0.5-35-30,50,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,51,emeryville,MDR-0.5-35-30,emeryville,1
OS,52,emeryville,OS,emeryville,0
MUR-3-100-75,53,emeryville,MUR-3-100-75,emeryville,0
MU-4-x-100,54,emeryville,MU-4-x-100,emeryville,0
ROW,55,emeryville,ROW,emeryville,0
ROW,56,emeryville,ROW,emeryville,0
MDR-0.5-35-30,57,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,58,emeryville,MDR-0.5-35-30,emeryville,1
ROW,59,emeryville,ROW,emeryville,0
MU-0.5-x-30,60,emeryville,MU-0.5-x-30,emeryville,0
MDR-1.6-60-55,61,emeryville,MDR-1.6-60-55,emeryville,1
ROW,62,emeryville,ROW,emeryville,0
MUR-1.6-60-55,63,emeryville,MUR-1.6-60-55,emeryville,0
MDR-0.5-35-30,64,emeryville,MDR-0.5-35-30,emeryville,1
MUR-4-135-100,65,emeryville,MUR-4-135-100,emeryville,0
MUR-6-170-55,66,emeryville,MUR-6-170-55,emeryville,0
MDR-0.5-35-30,67,emeryville,MDR-0.5-35-30,emeryville,1
CO-3-x-100,68,emeryville,CO-3-x-100,emeryville,0
ROW,69,emeryville,ROW,emeryville,0
MDR-0.5-35-30,70,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,71,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,72,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,73,emeryville,MDR-0.5-35-30,emeryville,1
MUR-3-100-75,74,emeryville,MUR-3-100-75,emeryville,0
MDR-0.5-35-30,75,emeryville,MDR-0.5-35-30,emeryville,1
MUR-6-170-55,76,emeryville,MUR-6-170-55,emeryville,0
ROW,77,emeryville,ROW,emeryville,0
MUR-3-100-75,78,emeryville,MUR-3-100-75,emeryville,0
MUR-3-100-75,79,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
CO-3-x-100,80,emeryville,CO-3-x-100,emeryville,0
Water,81,emeryville,Water,emeryville,3
Mar-0.5-x-55,82,emeryville,Mar-0.5-x-55,emeryville,0
Mar-0.5-x-55,83,emeryville,Mar-0.5-x-55,emeryville,0
Water,84,emeryville,Water,emeryville,3
Water,85,emeryville,Water,emeryville,3
Water,86,emeryville,Water,emeryville,3
MUR-6-170-x,87,emeryville,MUR-6-170-x_MultiFamily,emeryville,2
MUR-6-170-x,88,emeryville,MUR-6-170-x,emeryville,0
Water,89,emeryville,Water,emeryville,3
Water,90,emeryville,Water,emeryville,3
MUR-6-170-x,91,emeryville,MUR-6-170-x,emeryville,0
Water,92,emeryville,Water,emeryville,3
MUR-3-100-75,93,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
MUR-3-100-75,94,emeryville,MUR-3-100-75,emeryville,0
MUR-3-100-75,95,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
MUR-3-100-75,96,emeryville,MUR-3-100-75,emeryville,0
ROW,97,emeryville,ROW,emeryville,0
Pub-0.5-x-30,98,emeryville,Pub-0.5-x-30,emeryville,0
MHR-1.6-60-55,99,emeryville,MHR-1.6-60-55,emeryville,2
MDR-0.5-35-30,100,emeryville,MDR-0.5-35-30,emeryville,1
MHR-1.6-60-55,101,emeryville,MHR-1.6-60-55,emeryville,2
Ind-3-x-55,102,emeryville,Ind-3-x-55,emeryville,0
Ind-1.6-x-55,103,emeryville,Ind-1.6-x-55,emeryville,0
Ind-1.6-x-55,104,emeryville,Ind-1.6-x-55,emeryville,0
MHR-1.6-60-55,105,emeryville,MHR-1.6-60-55,emeryville,2
Ind-3-x-55,106,emeryville,Ind-3-x-55,emeryville,0
Ind-3-x-55,107,emeryville,Ind-3-x-55,emeryville,0
Ind-1.6-x-55,108,emeryville,Ind-1.6-x-55,emeryville,0
Ind-1.6-x-55,109,emeryville,Ind-1.6-x-55,emeryville,0
Ind-1.6-x-55,110,emeryville,Ind-1.6-x-55,emeryville,0
MDR-0.5-35-30,111,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,112,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,113,emeryville,MDR-0.5-35-30,emeryville,1
Ind-1.6-x-55,114,emeryville,Ind-1.6-x-55,emeryville,0
Ind-1.6-x-55,115,emeryville,Ind-1.6-x-55,emeryville,0
MDR-0.5-35-30,116,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,117,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,118,emeryville,MDR-0.5-35-30,emeryville,1
Ind-1.6-x-55,119,emeryville,Ind-1.6-x-55,emeryville,0
MHR-1.6-60-55,120,emeryville,MHR-1.6-60-55,emeryville,2
MHR-1.6-60-55,121,emeryville,MHR-1.6-60-55,emeryville,2
OS,122,emeryville,OS,emeryville,0
OS,123,emeryville,OS,emeryville,0
MUR-1.6-60-55,124,emeryville,MUR-1.6-60-55,emeryville,0
MUR-3-100-75,125,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
MUR-3-100-75,126,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
MUR-4-135-100,127,emeryville,MUR-4-135-100,emeryville,0
MUR-4-135-x,128,emeryville,MUR-4-135-x,emeryville,0
MUR-4-135-x,129,emeryville,MUR-4-135-x,emeryville,0
MUR-4-135-100,130,emeryville,MUR-4-135-100,emeryville,0
MUR-4-135-100,131,emeryville,MUR-4-135-100_MultiFamily,emeryville,2
MUR-4-135-100,132,emeryville,MUR-4-135-100_MultiFamily,emeryville,2
MDR-0.5-35-30,133,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,134,emeryville,MDR-0.5-35-30,emeryville,1
ROW,135,emeryville,ROW,emeryville,0
ROW,136,emeryville,ROW,emeryville,0
MUR-6-170-x,137,emeryville,MUR-6-170-x,emeryville,0
MUR-4-135-100,138,emeryville,MUR-4-135-100,emeryville,0
MUR-6-170-x,139,emeryville,MUR-6-170-x,emeryville,0
CO-1.6-x-55,140,emeryville,CO-1.6-x-55,emeryville,0
CO-4-x-55,141,emeryville,CO-4-x-55,emeryville,0
ODH-1-x-55,142,emeryville,ODH-1-x-55,emeryville,0
MUR-1.6-60-55,143,emeryville,MUR-1.6-60-55,emeryville,0
OS,144,emeryville,OS,emeryville,0
ODH-1-x-55,145,emeryville,ODH-1-x-55,emeryville,0
ODH-1-x-55,146,emeryville,ODH-1-x-55,emeryville,0
MHR-1.6-60-55,147,emeryville,MHR-1.6-60-55,emeryville,2
MHR-1.6-60-55,148,emeryville,MHR-1.6-60-55,emeryville,2
ROW,149,emeryville,ROW,emeryville,0
Ind-0.5-x-55,150,emeryville,Ind-0.5-x-55,emeryville,0
Pub-1.6-x-55,151,emeryville,Pub-1.6-x-55,emeryville,0
MDR-0.5-35-55,152,emeryville,MDR-0.5-35-55,emeryville,1
MDR-0.5-35-30,153,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,154,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,155,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,156,emeryville,MDR-0.5-35-30,emeryville,1
Ind-1.6-x-55,157,emeryville,Ind-1.6-x-55,emeryville,0
OS,158,emeryville,OS,emeryville,0
CO-3-x-100,159,emeryville,CO-3-x-100,emeryville,0
CO-3-x-100,160,emeryville,CO-3-x-100,emeryville,0
OS,161,emeryville,OS,emeryville,0
ROW,162,emeryville,ROW,emeryville,0
MUR-4-135-100,163,emeryville,MUR-4-135-100,emeryville,0
OS,164,emeryville,OS,emeryville,0
MDR-0.5-35-30,165,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,166,emeryville,MDR-0.5-35-30,emeryville,1
MHR-1.6-60-55,167,emeryville,MHR-1.6-60-55,emeryville,2
MHR-1.6-60-55,168,emeryville,MHR-1.6-60-55,emeryville,2
MHR-1.6-60-55,169,emeryville,MHR-1.6-60-55,emeryville,2
MHR-1.6-60-55,170,emeryville,MHR-1.6-60-55,emeryville,2
MHR-1.6-60-55,171,emeryville,MHR-1.6-60-55,emeryville,2
MUR-4-135-100,172,emeryville,MUR-4-135-100,emeryville,0
MUR-4-135-100,173,emeryville,MUR-4-135-100,emeryville,0
MUR-4-135-100,174,emeryville,MUR-4-135-100,emeryville,0
MUR-4-135-100,175,emeryville,MUR-4-135-100_MultiFamily,emeryville,2
OS,176,emeryville,OS,emeryville,0
OS,177,emeryville,OS,emeryville,0
MUR-4-135-100,178,emeryville,MUR-4-135-100,emeryville,0
CO-3-x-100,179,emeryville,CO-3-x-100,emeryville,0
MUR-4-135-100,180,emeryville,MUR-4-135-100,emeryville,0
MUR-4-135-100,181,emeryville,MUR-4-135-100,emeryville,0
MUR-1.6-60-55,182,emeryville,MUR-1.6-60-55,emeryville,0
MDR-0.5-35-30,183,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,184,emeryville,MDR-0.5-35-30,emeryville,1
MUR-3-100-75,185,emeryville,MUR-3-100-75,emeryville,0
Pub-1.6-x-55,186,emeryville,Pub-1.6-x-55,emeryville,0
MUR-1.6-60-55,187,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,188,emeryville,MUR-1.6-60-55,emeryville,0
MUR-3-100-75,189,emeryville,MUR-3-100-75,emeryville,0
MUR-3-100-75,190,emeryville,MUR-3-100-75,emeryville,0
MUR-3-100-75,191,emeryville,MUR-3-100-75,emeryville,0
ROW,192,emeryville,ROW,emeryville,0
MUR-3-100-55,193,emeryville,MUR-3-100-55,emeryville,0
MUR-3-100-55,194,emeryville,MUR-3-100-55,emeryville,0
MUR-3-100-55,195,emeryville,MUR-3-100-55,emeryville,0
MUR-3-100-55,196,emeryville,MUR-3-100-55,emeryville,0
OS,197,emeryville,OS,emeryville,0
Ind-0.5-x-55,198,emeryville,Ind-0.5-x-55,emeryville,0
ROW,199,emeryville,ROW,emeryville,0
MUR-4-135-100,200,emeryville,MUR-4-135-100,emeryville,0
MUR-4-135-100,201,emeryville,MUR-4-135-100,emeryville,0
MUR-0.5-35-30,202,emeryville,MUR-0.5-35-30,emeryville,0
OS,203,emeryville,OS,emeryville,0
MDR-0.5-35-30,204,emeryville,MDR-0.5-35-30,emeryville,1
MUR-1.6-60-55,205,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,206,emeryville,MUR-1.6-60-55,emeryville,0
MDR-1.6-60-30,207,emeryville,MDR-1.6-60-30,emeryville,1
MUR-1.6-60-55,208,emeryville,MUR-1.6-60-55,emeryville,0
MDR-0.5-35-30,209,emeryville,MDR-0.5-35-30,emeryville,1
MUR-1.6-60-55,210,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,211,emeryville,MUR-1.6-60-55,emeryville,0
ROW,212,emeryville,ROW,emeryville,0
MDR-0.5-35-30,213,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,214,emeryville,MDR-0.5-35-30,emeryville,1
MUR-1.6-60-55,215,emeryville,MUR-1.6-60-55,emeryville,0
MDR-0.5-35-30,216,emeryville,MDR-0.5-35-30,emeryville,1
MDR-1.6-60-55,217,emeryville,MDR-1.6-60-55,emeryville,1
MDR-0.5-35-30,218,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,219,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,220,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,221,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,222,emeryville,MDR-0.5-35-30,emeryville,1
CO-3-x-55,223,emeryville,CO-3-x-55,emeryville,0
MUR-3-100-55,224,emeryville,MUR-3-100-55,emeryville,0
MHR-1.6-60-55,225,emeryville,MHR-1.6-60-55,emeryville,2
MHR-1.6-60-55,226,emeryville,MHR-1.6-60-55,emeryville,2
MHR-1.6-60-55,227,emeryville,MHR-1.6-60-55,emeryville,2
MHR-1.6-60-55,228,emeryville,MHR-1.6-60-55,emeryville,2
MDR-0.5-35-30,229,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,230,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,231,emeryville,MDR-0.5-35-30,emeryville,1
Park,232,emeryville,Park,emeryville,0
MDR-0.5-35-30,233,emeryville,MDR-0.5-35-30,emeryville,1
Park,234,emeryville,Park,emeryville,0
MU-1.6-x-55,235,emeryville,MU-1.6-x-55,emeryville,0
MDR-0.5-35-30,236,emeryville,MDR-0.5-35-30,emeryville,1
MUR-3-100-75,237,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
CO-3-x-100,238,emeryville,CO-3-x-100,emeryville,0
CO-0.5-x-55,239,emeryville,CO-0.5-x-55,emeryville,0
MDR-0.5-35-30,240,emeryville,MDR-0.5-35-30,emeryville,1
MUR-6-170-55,241,emeryville,MUR-6-170-55,emeryville,0
MUR-6-170-55,242,emeryville,MUR-6-170-55,emeryville,0
ROW,243,emeryville,ROW,emeryville,0
MDR-0.5-35-30,244,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,245,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,246,emeryville,MDR-0.5-35-30,emeryville,1
MUR-6-170-55,247,emeryville,MUR-6-170-55,emeryville,0
MDR-0.5-35-30,248,emeryville,MDR-0.5-35-30,emeryville,1
MUR-1.6-60-55,249,emeryville,MUR-1.6-60-55_MultiFamily,emeryville,2
MUR-4-135-100,250,emeryville,MUR-4-135-100_MultiFamily,emeryville,2
MDR-0.5-35-30,251,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,252,emeryville,MDR-0.5-35-30,emeryville,1
MUR-4-135-100,253,emeryville,MUR-4-135-100,emeryville,0
OS,254,emeryville,OS,emeryville,0
MHR-1.6-60-55,255,emeryville,MHR-1.6-60-55,emeryville,2
MHR-1.6-60-55,256,emeryville,MHR-1.6-60-55,emeryville,2
OS,257,emeryville,OS,emeryville,0
MHR-1.6-60-55,258,emeryville,MHR-1.6-60-55,emeryville,2
MUR-3-100-75,259,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
MUR-3-100-75,260,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
Ind-1.6-x-55,261,emeryville,Ind-1.6-x-55,emeryville,0
MUR-0.5-35-30,262,emeryville,MUR-0.5-35-30,emeryville,0
MUR-6-170-55,263,emeryville,MUR-6-170-55,emeryville,0
MUR-1.6-60-55,264,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,265,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,266,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,267,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,268,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,269,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,270,emeryville,MUR-1.6-60-55_MultiFamily,emeryville,2
MUR-1.6-60-55,271,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,272,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,273,emeryville,MUR-1.6-60-55_MultiFamily,emeryville,2
MUR-1.6-60-55,274,emeryville,MUR-1.6-60-55_MultiFamily,emeryville,2
MUR-1.6-60-55,275,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,276,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,277,emeryville,MUR-1.6-60-55,emeryville,0
MDR-0.5-35-30,278,emeryville,MDR-0.5-35-30,emeryville,1
Pub-1.6-x-55,279,emeryville,Pub-1.6-x-55,emeryville,0
Pub-1.6-x-55,280,emeryville,Pub-1.6-x-55,emeryville,0
MUR-6-170-x,281,emeryville,MUR-6-170-x,emeryville,0
MUR-4-135-100,282,emeryville,MUR-4-135-100,emeryville,0
MUR-1.6-60-55,283,emeryville,MUR-1.6-60-55,emeryville,0
MDR-0.5-35-30,284,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,285,emeryville,MDR-0.5-35-30,emeryville,1
MUR-6-170-x,286,emeryville,MUR-6-170-x,emeryville,0
MUR-1.6-60-55,287,emeryville,MUR-1.6-60-55_MultiFamily,emeryville,2
MUR-1.6-60-55,288,emeryville,MUR-1.6-60-55,emeryville,0
MDR-0.5-35-30,289,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,290,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,291,emeryville,MDR-0.5-35-30,emeryville,1
ROW,292,emeryville,ROW,emeryville,0
MDR-0.5-35-30,293,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,294,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,295,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,296,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,297,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,298,emeryville,MDR-0.5-35-30,emeryville,1
MUR-1.6-60-55,299,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,300,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,301,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,302,emeryville,MUR-1.6-60-55,emeryville,0
MUR-3-100-75,303,emeryville,MUR-3-100-75,emeryville,0
MUR-1.6-60-55,304,emeryville,MUR-1.6-60-55_MultiFamily,emeryville,2
MUR-1.6-60-55,305,emeryville,MUR-1.6-60-55,emeryville,0
MUR-3-100-75,306,emeryville,MUR-3-100-75,emeryville,0
MUR-3-100-75,307,emeryville,MUR-3-100-75,emeryville,0
MUR-1.6-60-55,308,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,309,emeryville,MUR-1.6-60-55_MultiFamily,emeryville,2
MUR-1.6-60-55,310,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,311,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,312,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,313,emeryville,MUR-1.6-60-55,emeryville,0
MUR-3-100-75,314,emeryville,MUR-3-100-75,emeryville,0
MUR-1.6-60-55,315,emeryville,MUR-1.6-60-55_MultiFamily,emeryville,2
MUR-3-100-75,316,emeryville,MUR-3-100-75,emeryville,0
MUR-1.6-60-55,317,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,318,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,319,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,320,emeryville,MUR-1.6-60-55_MultiFamily,emeryville,2
MUR-1.6-60-30,321,emeryville,MUR-1.6-60-30,emeryville,2
MUR-1.6-60-55,322,emeryville,MUR-1.6-60-55,emeryville,0
MUR-6-170-x,323,emeryville,MUR-6-170-x,emeryville,0
MUR-6-170-x,324,emeryville,MUR-6-170-x,emeryville,0
MUR-6-170-55,325,emeryville,MUR-6-170-55,emeryville,0
MUR-6-170-x,326,emeryville,MUR-6-170-x,emeryville,0
MUR-1.6-60-55,327,emeryville,MUR-1.6-60-55,emeryville,0
ODH-1-x-55,328,emeryville,ODH-1-x-55,emeryville,0
ODH-1-x-55,329,emeryville,ODH-1-x-55,emeryville,0
MHR-1.6-60-55,330,emeryville,MHR-1.6-60-55,emeryville,2
CO-1.6-x-55,331,emeryville,CO-1.6-x-55,emeryville,0
MHR-1.6-60-55,332,emeryville,MHR-1.6-60-55,emeryville,2
MHR-1.6-60-55,333,emeryville,MHR-1.6-60-55,emeryville,2
MUR-1.6-60-55,334,emeryville,MUR-1.6-60-55_MultiFamily,emeryville,2
MUR-1.6-60-30,335,emeryville,MUR-1.6-60-30,emeryville,2
MUR-1.6-60-30,336,emeryville,MUR-1.6-60-30,emeryville,2
MHR-1.6-60-55,337,emeryville,MHR-1.6-60-55,emeryville,2
MHR-1.6-60-55,338,emeryville,MHR-1.6-60-55,emeryville,2
MHR-1.6-60-55,339,emeryville,MHR-1.6-60-55,emeryville,2
MUR-3-100-75,340,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
MDR-0.5-35-30,341,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,342,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,343,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,344,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,345,emeryville,MDR-0.5-35-30,emeryville,1
MU-1.6-x-55,346,emeryville,MU-1.6-x-55,emeryville,0
MDR-0.5-35-30,347,emeryville,MDR-0.5-35-30,emeryville,1
ROW,348,emeryville,ROW,emeryville,0
ROW,349,emeryville,ROW,emeryville,0
MDR-0.5-35-30,350,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,351,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,352,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,353,emeryville,MDR-0.5-35-30,emeryville,1
MUR-6-170-55,354,emeryville,MUR-6-170-55,emeryville,0
MDR-0.5-35-30,355,emeryville,MDR-0.5-35-30,emeryville,1
Pub-1.6-x-55,356,emeryville,Pub-1.6-x-55,emeryville,0
MDR-0.5-35-30,357,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,358,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,359,emeryville,MDR-0.5-35-30,emeryville,1
ROW,360,emeryville,ROW,emeryville,0
MDR-0.5-35-30,361,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,362,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,363,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,364,emeryville,MDR-0.5-35-30,emeryville,1
MUR-1.6-60-55,365,emeryville,MUR-1.6-60-55,emeryville,0
Pub-1.6-x-55,366,emeryville,Pub-1.6-x-55,emeryville,0
Pub-1.6-x-55,367,emeryville,Pub-1.6-x-55,emeryville,0
MUR-3-100-75,368,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
MUR-3-100-75,369,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
MUR-3-100-75,370,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
MUR-3-100-75,371,emeryville,MUR-3-100-75_MultiFamily,emeryville,2
MUR-3-100-75,372,emeryville,MUR-3-100-75,emeryville,0
MUR-3-100-75,373,emeryville,MUR-3-100-75,emeryville,0
MUR-1.6-60-55,374,emeryville,MUR-1.6-60-55,emeryville,0
MDR-0.5-35-30,375,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,376,emeryville,MDR-0.5-35-30,emeryville,1
MUR-1.6-60-55,377,emeryville,MUR-1.6-60-55,emeryville,0
ROW,378,emeryville,ROW,emeryville,0
MUR-1.6-60-55,379,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,380,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,381,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,382,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,383,emeryville,MUR-1.6-60-55_MultiFamily,emeryville,2
MUR-1.6-60-55,384,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,385,emeryville,MUR-1.6-60-55,emeryville,0
MUR-1.6-60-55,386,emeryville,MUR-1.6-60-55,emeryville,0
CO-3-x-55,387,emeryville,CO-3-x-55,emeryville,0
MDR-0.5-35-30,388,emeryville,MDR-0.5-35-30,emeryville,1
Pub-0.5-x-30,389,emeryville,Pub-0.5-x-30,emeryville,0
MDR-0.5-35-30,390,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,391,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,392,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,393,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,394,emeryville,MDR-0.5-35-30,emeryville,1
MUR-1.6-60-55,395,emeryville,MUR-1.6-60-55,emeryville,0
MDR-0.5-35-30,396,emeryville,MDR-0.5-35-30,emeryville,1
MDR-0.5-35-30,397,emeryville,MDR-0.5-35-30,emeryville,1
MUR-3-100-100,398,emeryville,MUR-3-100-100,emeryville,0
MDR-0.5-35-30,399,emeryville,MDR-0.5-35-30,emeryville,1
