OBJECTID,BASEZONING,DISTRICT,DENSITY,Shape_Leng,Shape_Area,Zoning
5731,RR B6 20,RR,20,3243.63731862,571139.420378,1
5732,RR B6 20,RR,20,1570.90762934,105068.544743,1
5733,RR B6 20,RR,20,3234.42950924,653626.751069,1
5734,RR B6 20,RR,20,7358.27099409,1397048.42626,1
5735,RR B6 20,RR,20,3899.32638906,605788.220335,1
5736,RR B6 20,RR,20,1636.72900183,129568.312299,1
5737,RR B6 20,RR,20,2192.75739575,173923.962865,1
5738,RR B6 20,RR,20,2933.64755139,248411.145293,1
5739,RR B6 20,RR,20,3084.97808782,433054.483831,1
5740,RR B6 20,RR,20,3116.67308765,477748.598808,1
5741,RR B6 20,RR,20,883.345880775,46641.7622155,1
5742,RR B6 20,RR,20,977.344600356,52205.0831828,1
5743,RR B6 20,RR,20,2726.46999277,242430.411522,1
5744,RR B6 20,RR,20,4347.98412623,374463.715048,1
5745,RR B6 20,RR,20,2633.31183911,258522.37675,1
5746,RR B6 20,RR,20,904.450621646,38978.1884023,1
5747,RR B6 20,RR,20,1693.45878138,163936.419081,1
5748,RR B6 20,RR,20,7345.1654576,1325682.7449,1
5749,RR B6 20,RR,20,14674.690952,5157810.86102,1
5750,RR B6 20,RR,20,3035.93034761,403580.974505,1
5751,RR B6 20,RR,20,4525.15489893,783955.96734,1
5752,RR B6 20,RR,20,3933.44471762,476164.617516,1
5753,RR B6 20,RR,20,6467.60046129,1282107.79278,1
5754,RR B6 20,RR,20,1101.33048752,72959.3889129,1
5755,RR B6 20,RR,20,1852.77660777,162141.402819,1
5756,RR B6 20,RR,20,4419.32325696,305935.41902,1
5757,RR B6 20,RR,20,4751.93074793,1168735.82307,1
5758,RR B6 20,RR,20,1432.79055124,91689.618012,1
5759,RR B6 20,RR,20,3414.47917673,539329.874798,1
5760,RR B6 20,RR,20,4202.59721027,438739.199974,1
5761,RR B6 20,RR,20,6324.81832306,1513509.52327,1
5762,RR B6 20,RR,20,6615.08878579,1859695.24881,1
5763,RR B6 20,RR,20,50417.30748,44089883.835,1
5764,RR B6 20,RR,20,350.551931408,3556.31442294,1
5765,RR B6 20,RR,20,21543.9913709,10903077.0421,1
5766,RR B6 20,RR,20,29464.9575988,15146312.9112,1
5767,RR B6 20,RR,20,13858.5753459,4802292.78766,1
5768,RR B6 20,RR,20,16925.1503196,12946424.2627,1
5769,RR B6 20,RR,20,926.861943665,44282.7062405,1
5770,RR B6 20,RR,20,1760.48853632,181981.842399,1
5771,RR B6 20,RR,20,1324.32933339,107455.009967,1
5772,RR B6 20,RR,20,39107.1523455,12530436.7793,1
5773,RR B6 3,RR,3,2896.321239,367172.166837,1
5774,RR B6 3,RR,3,1956.01991304,192378.412778,1
5775,RR B6 3,RR,3,5707.83857618,879429.809346,1
5776,RR B6 3,RR,3,2553.90021483,391064.009057,1
5777,RR B6 3,RR,3,8662.91817172,1911546.0014,1
5778,RR B6 3,RR,3,1440.1971975,126290.564807,1
5779,RR B6 3,RR,3,807.537286441,28043.833885,1
5780,RR B6 3,RR,3,5792.9644386,1050088.04986,1
5781,RR B6 3,RR,3,1791.06554181,172412.766505,1
5782,RR B6 3,RR,3,1133.04179756,75927.6865894,1
5783,RR B6 3,RR,3,2053.05565888,244057.477572,1
5784,RR B6 3,RR,3,4564.37578948,1069407.25136,1
5785,RR B6 3,RR,3,4044.9322921,648901.109807,1
5786,RR B6 3,RR,3,3133.36665108,280430.512284,1
5787,RR B6 3,RR,3,1452.58504377,88838.2966406,1
5788,RR B6 3,RR,3,7987.79059549,2110230.78524,1
5789,RR B6 3,RR,3,3792.2605015,662129.968618,1
5790,RR B6 3,RR,3,2877.66807257,290671.802561,1
5791,RR B6 3,RR,3,16698.5432409,4317136.61049,1
5792,RR B6 3,RR,3,2979.66715166,285129.307689,1
5793,RR B6 3,RR,3,9097.88691302,3123313.44403,1
5794,RR B6 3,RR,3,12346.0428082,2954102.80126,1
5795,RR B6 3,RR,3,7014.42336512,2447318.93273,1
5796,RR B6 3,RR,3,2865.03702111,333052.88619,1
5797,RR B6 3,RR,3,31849.1668492,14385916.5035,1
5798,RR B6 3,RR,3,810.101717875,40105.5080538,1
5799,RR B6 3,RR,3,945.479934922,46080.3562738,1
5800,RR B6 3,RR,3,13661.9449346,9392701.98594,1
5801,RR B6 3,RR,3,6370.46855881,1846560.31937,1
5802,RR B6 3,RR,3,3817.51135375,426546.150692,1
5803,RR B6 3,RR,3,3611.37086144,642884.974984,1
5804,RR B6 3,RR,3,14165.4866092,5890891.20152,1
5805,RR B6 3,RR,3,8082.68973385,2301365.90227,1
5806,RR B6 3,RR,3,4509.24727625,1189305.91152,1
5807,RR B6 3,RR,3,1952.8274689,246997.80067,1
5808,RR B6 3,RR,3,10272.6724313,4456226.69947,1
5809,RR B6 3,RR,3,10650.2694169,2074425.87101,1
5810,RR B6 3,RR,3,1468.74746854,126931.139628,1
5811,RR B6 3,RR,3,3642.2668241,327742.74959,1
5812,RR B6 3,RR,3,2169.77313234,273413.925035,1
5813,RR B6 3,RR,3,2581.69211093,356317.299837,1
5814,RR B6 3,RR,3,2255.3520846,188331.059133,1
5815,RR B6 3,RR,3,4566.66750513,824714.192384,1
5816,RR B6 3,RR,3,2250.06010072,189877.687658,1
5817,RR B6 3,RR,3,2684.97351498,257938.747004,1
5818,RR B6 3,RR,3,6411.33516555,2145765.59562,1
5819,RR B6 3,RR,3,4302.79303016,508382.027658,1
5820,RR B6 3,RR,3,4306.37176804,504689.776856,1
5821,RR B6 3,RR,3,7507.18120434,1489637.82335,1
5822,RR B6 3,RR,3,4408.37674699,909665.800066,1
5823,RR B6 3,RR,3,677.168737775,24275.1251977,1
5824,RR B6 3,RR,3,2698.25626576,234879.927657,1
5825,RR B6 3,RR,3,5316.90258709,933595.00539,1
5826,RR B6 3,RR,3,1866.62916049,162425.744862,1
5827,RR B6 3,RR,3,1666.71707448,130713.998518,1
5828,RR B6 3,RR,3,4469.25146714,735797.769857,1
5829,RR B6 3,RR,3,2398.27774237,321145.906552,1
5830,RR B6 3,RR,3,7440.21916856,1014753.29102,1
5831,RR B6 3,RR,3,2513.1409249,271119.066757,1
5832,RR B6 3,RR,3,5984.43200795,2110117.3155,1
5833,RR B6 3,RR,3,3577.3298674,631477.857358,1
5834,RR B6 3,RR,3,6290.62396326,1208486.62263,1
5835,RR B6 3,RR,3,18608.1545531,6359933.37704,1
5836,RR B6 3,RR,3,16869.4783576,3655337.47286,1
5837,RR B6 3,RR,3,8653.03267291,2492342.83689,1
5838,RR B6 3,RR,3,13372.0888081,5164470.68763,1
5839,RR B6 3,RR,3,8131.12565855,3835676.12603,1
5840,RR B6 3,RR,3,5367.27595578,1619203.69477,1
5841,RR B6 3,RR,3,7698.09311279,1276226.60468,1
5842,RR B6 3,RR,3,8430.05423671,2549967.89404,1
5843,RR B6 3,RR,3,4922.38958983,594012.867474,1
5844,RR B6 3,RR,3,6943.22892082,1011707.62408,1
5845,RR B6 3,RR,3,1201.42350646,79537.9248569,1
5846,RR B6 3 Z,RR,3,6396.22113976,822993.393953,1
5847,RR B6 3 Z,RR,3,3471.93090379,331098.04945,1
5848,RR B6 3 Z,RR,3,3688.20250916,633515.984122,1
5849,RR B6 3 Z,RR,3,1235.89693231,94002.6131581,1
5850,RR B6 3.5,RR,3.5,10680.6357281,2912059.34928,1
5851,RR B6 31 DU MAX,RR,31 DU MAX,25481.8816953,21938486.4854,1
5852,RR B6 4,RR,4,2204.34966951,286637.502984,1
5853,RR B6 4,RR,4,399.986993564,9598.93593858,1
5854,RR B6 4,RR,4,342.070297572,6025.74843662,1
5855,RR B6 4,RR,4,624.139271629,23661.0098945,1
5856,RR B6 4,RR,4,1332.68684322,58134.7649803,1
5857,RR B6 4,RR,4,3683.89542967,455926.467141,1
5858,RR B6 4,RR,4,9745.76690326,3093655.54857,1
5859,RR B6 4,RR,4,5623.02466855,798171.04186,1
5860,RR B6 4,RR,4,1620.53797801,121879.309978,1
5861,RR B6 4,RR,4,1806.2408065,190614.122159,1
5862,RR B6 4,RR,4,3038.43373928,513728.595489,1
5863,RR B6 4,RR,4,2555.65856169,323148.676995,1
5864,RR B6 4,RR,4,2853.70402013,369449.26445,1
5865,RR B6 4,RR,4,10808.4916843,3425801.7915,1
5866,RR B6 4,RR,4,5661.41879991,1735022.59106,1
5867,RR B6 4,RR,4,16685.3577207,6580877.36458,1
5868,RR B6 4 Z,RR,4,5609.64682262,756407.38022,1
5869,RR B6 4 Z,RR,4,1913.37265175,99270.8149796,1
5870,RR B6 4 Z,RR,4,3879.89667562,285981.575091,1
5871,RR B6 4 Z,RR,4,4280.33970561,784727.835107,1
5872,RR B6 40,RR,40,7826.45537985,1336082.59984,1
5873,RR B6 40,RR,40,854.204664178,37574.6555379,1
5874,RR B6 40,RR,40,7766.20243207,2690372.11795,1
5875,RR B6 5,RR,5,2261.51455629,183461.010411,1
5876,RR B6 5,RR,5,340.025889741,7206.08002828,1
5877,RR B6 5,RR,5,8282.01114863,1249424.98568,1
5878,RR B6 5,RR,5,734.320686791,21776.3001122,1
5879,RR B6 5,RR,5,1398.79268908,114259.437997,1
5880,RR B6 5,RR,5,2763.56203669,466553.745138,1
5881,RR B6 5,RR,5,648.642247675,24499.4956454,1
5882,RR B6 5,RR,5,4412.00070105,868749.543901,1
5883,RR B6 5,RR,5,3851.27404484,800262.487167,1
5884,RR B6 5,RR,5,3278.16022952,525508.090901,1
5885,RR B6 5,RR,5,2360.44944195,345453.526963,1
5886,RR B6 5,RR,5,8810.54312589,3993988.36751,1
5887,RR B6 5,RR,5,5162.01433469,1468176.67238,1
5888,RR B6 5,RR,5,4389.63675792,1107003.20888,1
5889,RR B6 5,RR,5,6339.75532793,2430645.65142,1
5890,RR B6 5,RR,5,5113.50432413,1249269.98257,1
5891,RR B6 5,RR,5,4642.05849381,1212022.1699,1
5892,RR B6 5,RR,5,1457.30458674,104839.875439,1
5893,RR B6 5,RR,5,2153.40097791,269909.570353,1
5894,RR B6 5,RR,5,1085.52158269,56720.1555326,1
5895,RR B6 5,RR,5,1076.38786265,56315.3365401,1
5896,RR B6 5,RR,5,5612.90413908,1173213.41901,1
5897,RR B6 5,RR,5,3407.90501358,579107.182563,1
5898,RR B6 5,RR,5,9266.6246281,2292642.64741,1
5899,RR B6 5,RR,5,5875.93265103,1946235.03561,1
5900,RR B6 5,RR,5,4008.87277464,505672.29623,1
5901,RR B6 5,RR,5,2340.02475769,328108.99076,1
5902,RR B6 5,RR,5,4592.7687374,575746.558076,1
5903,RR B6 5,RR,5,12655.6882229,5154144.22062,1
5904,RR B6 5,RR,5,3375.12691907,516824.56834,1
5905,RR B6 5,RR,5,8591.69342836,2320160.73308,1
5906,RR B6 5,RR,5,10169.761764,2201193.72166,1
5907,RR B6 5,RR,5,2476.3850274,292818.50735,1
5908,RR B6 5,RR,5,6464.19416643,856054.537578,1
5909,RR B6 5,RR,5,2817.142533,319674.774785,1
5910,RR B6 5,RR,5,9466.44635395,3634898.37103,1
5911,RR B6 5,RR,5,4831.1354678,888572.057198,1
5912,RR B6 5,RR,5,11393.6044062,3285380.65477,1
5913,RR B6 5,RR,5,7926.80783946,2317730.61745,1
5914,RR B6 5,RR,5,1506.66342391,62281.6506366,1
5915,RR B6 5,RR,5,316.440793662,2991.47033146,1
5916,RR B6 5,RR,5,15243.0471555,4330057.14584,1
5917,RR B6 5,RR,5,9287.45531535,3378698.64397,1
5918,RR B6 5,RR,5,7344.53082683,2304691.84999,1
5919,RR B6 5,RR,5,6482.80996268,2021124.6434,1
5920,RR B6 5,RR,5,2056.99004153,126844.49671,1
5921,RR B6 5,RR,5,3393.62293381,472495.383113,1
5922,RR B6 5,RR,5,8213.93147813,2598902.44912,1
5923,RR B6 5,RR,5,4699.13244736,798360.492527,1
5924,RR B6 5,RR,5,984.008335768,39727.4371256,1
5925,RR B6 5,RR,5,1872.72381928,173965.674483,1
5926,RR B6 5,RR,5,3795.93899317,448702.673706,1
5927,RR B6 5,RR,5,6243.21362507,1397767.40911,1
5928,RR B6 5,RR,5,5208.05345247,1655452.29947,1
5929,RR B6 5,RR,5,6698.79781975,2500075.10812,1
5930,RR B6 5,RR,5,4595.27890647,970384.581134,1
5931,RR B6 5,RR,5,23626.5969179,4236378.05531,1
5932,RR B6 5,RR,5,5976.50941802,1676690.97808,1
5933,RR B6 5,RR,5,5267.31995615,1720968.16737,1
5934,RR B6 5,RR,5,7064.39291821,2688049.11605,1
5935,RR B6 5,RR,5,7077.34082796,2693893.55787,1
5936,RR B6 5,RR,5,7052.60438158,2674024.88117,1
5937,RR B6 5,RR,5,7031.21547888,2732480.48888,1
5938,RR B6 5,RR,5,3681.70101602,614946.291489,1
5939,RR B6 5,RR,5,13792.9350334,3922924.02673,1
5940,RR B6 5,RR,5,6825.73217657,2754341.44397,1
5941,RR B6 5,RR,5,1096.9032411,17178.9340507,1
5942,RR B6 5,RR,5,4540.20122827,1010872.99485,1
5943,RR B6 5,RR,5,2793.58321054,395016.172315,1
5944,RR B6 5,RR,5,6605.81472527,1817606.58836,1
5945,RR B6 5,RR,5,4756.14285906,891931.454618,1
5946,RR B6 5,RR,5,9703.90034182,1470525.02245,1
5947,RR B6 5,RR,5,31947.5892621,15989757.5066,1
5948,RR B6 5,RR,5,8792.92023419,3127580.06819,1
5949,RR B6 5,RR,5,4107.27694498,922656.607447,1
5950,RR B6 5,RR,5,1770.12234834,142010.171196,1
5951,RR B6 5,RR,5,3665.59433557,677589.103136,1
5952,RR B6 5,RR,5,4862.96938162,753815.598807,1
5953,RR B6 5,RR,5,3358.01099274,528895.720248,1
5954,RR B6 5,RR,5,4445.02570291,1089141.09379,1
5955,RR B6 5,RR,5,5762.36736544,1526512.01957,1
5956,RR B6 5,RR,5,1682.48161059,123522.914693,1
5957,RR B6 5,RR,5,4248.79966487,577262.630133,1
5958,RR B6 5,RR,5,5269.52054127,1260329.8464,1
5959,RR B6 5,RR,5,2284.33609145,217436.957624,1
5960,RR B6 5,RR,5,10834.249701,2857548.5126,1
5961,RR B6 5,RR,5,7654.82324046,1641152.17754,1
5962,RR B6 5,RR,5,5034.58986908,1164563.69434,1
5963,RR B6 5,RR,5,3990.66219363,687515.910646,1
5964,RR B6 5,RR,5,1947.66396731,114189.000632,1
5965,RR B6 5,RR,5,3694.51553635,878280.503531,1
5966,RR B6 5,RR,5,783.782283038,12551.5466168,1
5967,RR B6 5,RR,5,2820.85487953,265866.51717,1
5968,RR B6 5,RR,5,5302.5048781,964275.717957,1
5969,RR B6 5,RR,5,7367.17135888,1838474.32942,1
5970,RR B6 5,RR,5,6206.95052541,2127061.69206,1
5971,RR B6 5,RR,5,1749.43910199,162045.655993,1
5972,RR B6 5,RR,5,4881.11475104,1039523.00704,1
5973,RR B6 5,RR,5,1968.9667721,168769.810293,1
5974,RR B6 5,RR,5,2939.00789009,148713.006217,1
5975,RR B6 5,RR,5,8902.8158027,1227065.42879,1
5976,RR B6 5,RR,5,605.260392026,22571.6654215,1
5977,RR B6 5,RR,5,1703.83382036,132109.053325,1
5978,RR B6 5,RR,5,7423.97439674,1380959.32614,1
5979,RR B6 5,RR,5,9545.49793466,5342049.56892,1
5980,RR B6 5,RR,5,3280.87290018,507763.327357,1
5981,RR B6 5,RR,5,4066.86310931,827206.528002,1
5982,RR B6 5,RR,5,850.100229066,46815.9234724,1
5983,RR B6 5,RR,5,4202.51903264,774180.58441,1
5984,RR B6 5,RR,5,1288.30524739,88603.5715279,1
5985,RR B6 5,RR,5,4162.30480967,182648.713081,1
5986,RR B6 5,RR,5,1395.09365591,109529.250309,1
5987,RR B6 5,RR,5,2984.9967532,455010.856143,1
5988,RR B6 5,RR,5,7248.9298185,1639487.01843,1
5989,RR B6 5,RR,5,4789.26839533,765154.028091,1
5990,RR B6 5,RR,5,6100.14279839,1667072.23612,1
5991,RR B6 5,RR,5,1556.4042889,135833.659827,1
5992,RR B6 5,RR,5,3218.79029144,517295.777012,1
5993,RR B6 5,RR,5,11140.0616018,2823129.69001,1
5994,RR B6 5,RR,5,4439.24165209,512953.679471,1
5995,RR B6 5,RR,5,1029.21363679,65108.6601689,1
5996,RR B6 5,RR,5,1682.30778063,140370.392756,1
5997,RR B6 5,RR,5,1048.40366299,63363.3393192,1
5998,RR B6 5,RR,5,8052.31504539,1041272.80831,1
5999,RR B6 5,RR,5,1922.93455243,177778.022024,1
6000,RR B6 5,RR,5,1021.98895543,52521.9038693,1
6001,RR B6 5,RR,5,613.090545833,21322.8485933,1
6002,RR B6 5,RR,5,3821.88432706,460675.994308,1
6003,RR B6 5,RR,5,7055.6013632,2483876.05191,1
6004,RR B6 5,RR,5,5192.50006127,1696598.48329,1
6005,RR B6 5,RR,5,4505.25460706,1247120.94683,1
6006,RR B6 5,RR,5,3885.3399264,596912.622206,1
6007,RR B6 5,RR,5,653.988090224,15753.8041283,1
6008,RR B6 5,RR,5,2337.16207853,325547.227978,1
6009,RR B6 5,RR,5,2211.29819747,313268.507376,1
6010,RR B6 5,RR,5,1764.05696848,162138.733792,1
6011,RR B6 5,RR,5,2487.15836034,193517.429624,1
6012,RR B6 5,RR,5,1804.56972806,159559.997314,1
6013,RR B6 5,RR,5,2839.45076631,416796.884112,1
6014,RR B6 5,RR,5,1127.91929445,55791.3412115,1
6015,RR B6 5,RR,5,898.662060618,42680.1722203,1
6016,RR B6 5,RR,5,3158.52765072,468661.925963,1
6017,RR B6 5,RR,5,1891.13242776,217480.767489,1
6018,RR B6 5,RR,5,2911.1699179,387024.537879,1
6019,RR B6 5,RR,5,1406.41238632,109653.046248,1
6020,RR B6 5,RR,5,2852.80816282,208143.951086,1
6021,RR B6 5,RR,5,5246.3745679,967741.176869,1
6022,RR B6 5,RR,5,542.301652119,17910.2859682,1
6023,RR B6 5,RR,5,2873.43591486,370482.960471,1
6024,RR B6 5,RR,5,502.065072573,15149.0702377,1
6025,RR B6 5,RR,5,2073.22214943,157786.638885,1
6026,RR B6 5,RR,5,813.852871247,35565.0598267,1
6027,RR B6 5,RR,5,655.936856836,26887.8386801,1
6028,RR B6 5,RR,5,767.753182243,36102.9200617,1
6029,RR B6 5,RR,5,1748.05696748,134953.947192,1
6030,RR B6 5,RR,5,1741.71123237,136404.682782,1
6031,RR B6 5,RR,5,2199.30320168,236351.194941,1
6032,RR B6 5,RR,5,1656.44731003,165355.940462,1
6033,RR B6 5,RR,5,1576.99851595,114570.028137,1
6034,RR B6 5,RR,5,4944.8139859,533875.557493,1
6035,RR B6 5,RR,5,839.616188977,42024.8459021,1
6036,RR B6 5,RR,5,7469.7721358,950529.5729,1
6037,RR B6 5,RR,5,936.514743565,46661.7452882,1
6038,RR B6 5,RR,5,24048.6160132,10266830.9711,1
6039,RR B6 5,RR,5,2803.60554539,196096.563987,1
6040,RR B6 5,RR,5,7616.09238398,1248613.34135,1
6041,RR B6 5,RR,5,2966.13438444,454593.147943,1
6042,RR B6 5,RR,5,6390.43851893,1912514.14952,1
6043,RR B6 5,RR,5,3864.10081157,501031.732863,1
6044,RR B6 5,RR,5,6853.00131034,1073293.06823,1
6045,RR B6 5,RR,5,16867.3159038,4750613.48527,1
6046,RR B6 5,RR,5,1114.57598922,74963.6612391,1
6047,RR B6 5,RR,5,3131.3872107,443212.630708,1
6048,RR B6 5,RR,5,8348.72100066,3586641.44636,1
6049,RR B6 5,RR,5,375.988719676,7713.65810093,1
6050,RR B6 5,RR,5,21990.2583623,12507363.6907,1
6051,RR B6 5,RR,5,8266.51237237,2763460.53742,1
6052,RR B6 5,RR,5,1185.47419899,81179.7951283,1
6053,RR B6 5,RR,5,8011.05038217,2508196.20451,1
6054,RR B6 5,RR,5,595.514348412,16560.8848769,1
6055,RR B6 5,RR,5,1254.00989239,87905.2184779,1
6056,RR B6 5,RR,5,8429.28315068,1472669.62012,1
6057,RR B6 5,RR,5,5523.62402924,1565458.56954,1
6058,RR B6 5,RR,5,10687.5853807,6237945.2962,1
6059,RR B6 5,RR,5,6861.33668531,2054063.69729,1
6060,RR B6 5,RR,5,390.584049958,6832.75231578,1
6061,RR B6 5,RR,5,1804.47222975,85460.6288165,1
6062,RR B6 5,RR,5,9037.94499017,4185612.06518,1
6063,RR B6 5,RR,5,535.883146963,17072.0201393,1
6064,RR B6 5,RR,5,6433.06337059,1730737.20573,1
6065,RR B6 5,RR,5,1601.65927514,149985.521857,1
6066,RR B6 5,RR,5,4964.73247427,645442.823093,1
6067,RR B6 5,RR,5,5080.76608978,1094617.7024,1
6068,RR B6 5,RR,5,1403.61410393,108586.926006,1
6069,RR B6 5,RR,5,9558.61199619,1142844.73038,1
6070,RR B6 5,RR,5,1730.85153054,176150.047399,1
6071,RR B6 5,RR,5,314.059260479,7844.51709614,1
6072,RR B6 5,RR,5,10567.7824749,2198418.46433,1
6073,RR B6 5,RR,5,6340.61564921,1669514.5154,1
6074,RR B6 5,RR,5,58075.1089925,19258191.2354,1
6075,RR B6 5,RR,5,35504.7252319,17485125.4066,1
6076,RR B6 5,RR,5,3163.35978805,627703.244709,1
6077,RR B6 5,RR,5,6721.2579094,2472248.55143,1
6078,RR B6 5,RR,5,8931.04682602,1290630.74631,1
6079,RR B6 5,RR,5,7891.69137055,2504932.78031,1
6080,RR B6 5,RR,5,7402.36982861,1327576.4883,1
6081,RR B6 5,RR,5,6568.91241362,1185406.35479,1
6082,RR B6 5,RR,5,1696.81515657,170776.845013,1
6083,RR B6 5,RR,5,19204.1521077,12239370.5828,1
6084,RR B6 5,RR,5,8856.59397458,1942264.51409,1
6085,RR B6 5,RR,5,9923.95308799,2442795.97306,1
6086,RR B6 5,RR,5,5943.65433382,1061197.05459,1
6087,RR B6 5,RR,5,8376.31394519,1645072.63183,1
6088,RR B6 5 Z,RR,5,5517.25316335,1277792.40588,1
6089,RR B6 5 Z,RR,5,6497.6740364,1251566.52816,1
6090,RR B6 5 Z,RR,5,3611.76934287,363983.588756,1
6091,RR B6 5 Z,RR,5,2051.88765088,269095.992495,1
6092,RR B6 5 Z,RR,5,1110.96882076,22331.9716994,1
6093,RR B6 5.5,RR,5.5,8544.18977499,3313036.47638,1
6094,RR B6 5/3 (Ac/DU)/Ac MIN,RR,5/3 (Ac/DU)/Ac MIN,778.136559099,22597.2705589,1
6095,RR B6 5/3 (Ac/DU)/Ac MIN,RR,5/3 (Ac/DU)/Ac MIN,16900.4563755,4172884.73935,1
6096,RR B6 5/3 (Ac/DU)/Ac MIN,RR,5/3 (Ac/DU)/Ac MIN,11582.897687,3556797.89827,1
6097,RR B6 5/3 (Ac/DU)/Ac MIN,RR,5/3 (Ac/DU)/Ac MIN,29034.8675239,7389620.05346,1
6098,RR B6 6,RR,6,2941.11036288,456649.946183,1
6099,RR B6 6,RR,6,729.71943138,33167.8881372,1
6100,RR B6 6,RR,6,8032.10353628,1526975.14807,1
6101,RR B6 6,RR,6,3048.84966098,557994.821042,1
6102,RR B6 7,RR,7,10777.0650426,4555435.20539,1
6103,RR B6 8/5 (Ac/DU)/Ac MIN,RR,8/5 (Ac/DU)/Ac MIN,10276.074993,2857268.23425,1
6104,RR B6 8/5 (Ac/DU)/Ac MIN,RR,8/5 (Ac/DU)/Ac MIN,4748.28228588,1440385.15903,1
6105,RR B6 8/5 (Ac/DU)/Ac MIN,RR,8/5 (Ac/DU)/Ac MIN,30729.5507086,20245633.964,1
6106,RR B7,RR,NA,3143.41730142,543930.846721,1
6107,RR B7,RR,NA,496.876143398,12082.115188,1
6108,RR B7,RR,NA,2725.68419438,329935.936459,1
6109,RR B7,RR,NA,3441.15621188,671928.820422,1
6110,RR B7,RR,NA,12322.234318,4597141.01725,1
6111,RR B7,RR,NA,7406.58352227,1661273.13452,1
6112,RR B7,RR,NA,2433.4076168,305555.827031,1
6113,RR B7,RR,NA,3027.14840825,315733.434961,1
6114,RR B7,RR,NA,5335.05494466,1389899.02731,1
6115,RR B7,RR,NA,2788.87662493,429143.084447,1
6116,RR B7,RR,NA,6609.73203672,1642265.88837,1
6117,RR B7,RR,NA,9641.15198125,2441457.21978,1
6118,RR B7,RR,NA,5871.9482270300005,1441597.2017,1
6119,RR B7,RR,NA,10060.6777034,5048384.79697,1
6120,RR B7,RR,NA,7623.88773801,1782584.32813,1
6121,RR B7,RR,NA,8936.87764282,3987179.93466,1
6122,RR B7,RR,NA,4486.39631867,1147961.27657,1
6123,RR B7,RR,NA,50506.6113983,21632595.6751,1
6124,RR B7,RR,NA,5319.64967723,1547687.86566,1
6125,RR B7,RR,NA,5243.59897719,1011074.16478,1
6126,RR B7,RR,NA,2892.6188841,492592.442449,1
6127,RR B7,RR,NA,7887.15595646,3464825.89658,1
6128,RR B7,RR,NA,10551.2856802,4010482.21364,1
6129,RR B7,RR,NA,17072.9661344,14006312.5785,1
6130,RR B7,RR,NA,3236.95577146,593799.862762,1
6131,RR B7,RR,NA,2631.2617878,432710.954109,1
6132,RR B7,RR,NA,3149.96955683,535958.001607,1
6133,RR B7,RR,NA,2620.07226311,298227.082183,1
6134,RR B7,RR,NA,1726.48185835,179551.173922,1
6135,RR B7,RR,NA,2059.50206941,167657.601484,1
6136,RR B7,RR,NA,547.923065762,13948.5181015,1
6137,RR B7,RR,NA,807.890058502,42566.0433973,1
6138,RR B7,RR,NA,336.880044496,4510.49991918,1
6139,RR B7,RR,NA,1609.03581534,121983.658226,1
6140,RR B7,RR,NA,1518.0121942,105117.702331,1
6141,RR B7,RR,NA,1075.07106142,48258.5083968,1
6142,RR B7,RR,NA,1524.53905788,109918.228777,1
6143,RR B7,RR,NA,1538.38342373,113888.42972,1
6144,RR B7,RR,NA,1519.56247761,108444.658252,1
6145,RR B7,RR,NA,1241.51757815,82394.5902646,1
6146,RR B7,RR,NA,1562.05222506,120692.794201,1
6147,RR B7,RR,NA,1244.97499361,82894.1955279,1
6148,RR B7,RR,NA,1469.89741885,87409.4466306,1
6149,RR B7,RR,NA,1255.09874482,85014.7168218,1
6150,RR B7,RR,NA,710.582358347,19850.1338618,1
6151,RR B7,RR,NA,887.917602919,29913.5709147,1
6152,RR B7,RR,NA,1245.61092836,82788.6546575,1
6153,RR B7,RR,NA,1289.23956348,92175.2645413,1
6154,RR B7,RR,NA,1271.69677761,84370.5126525,1
6155,RR B7,RR,NA,1250.49005492,83587.2061887,1
6156,RR B7,RR,NA,1237.86251012,84031.8458495,1
6157,RR B7,RR,NA,1427.24772016,100337.431005,1
6158,RR B7,RR,NA,984.08775997,37515.03946,1
6159,RR B7,RR,NA,1569.92559402,113583.500533,1
6160,RR B7,RR,NA,1138.67868078,74727.5362507,1
6161,RR B7,RR,NA,1305.63544458,87735.5259771,1
6162,RR B7,RR,NA,1557.11591187,109876.083406,1
6163,RR B7,RR,NA,2439.74006186,172241.681908,1
6164,RR B7,RR,NA,29439.7557735,4829001.03183,1
6165,RR B7,RR,NA,9940.4096447,2401574.99981,1
6166,RR B7,RR,NA,2075.28870641,255266.903733,1
6167,RR B7,RR,NA,964.06274243,42914.9722863,1
6168,RR B7,RR,NA,20428.915417,6718715.12724,1
6169,RR B7,RR,NA,1917.3025742,105621.042141,1
6170,RR B7,RR,NA,2312.14695922,153688.997056,1
6171,RR B7,RR,NA,1450.30746569,84971.0051611,1
6172,RR B7,RR,NA,623.004364641,8320.97786061,1
6173,RR B7,RR,NA,1175.8814181,49565.2499354,1
6174,RR B7,RR,NA,870.324572332,36246.0560152,1
6175,RR B7,RR,NA,2375.12690594,101403.961768,1
6176,RR B7,RR,NA,846.88020969,35333.3634456,1
6177,RR B7,RR,NA,2005.97102053,107018.181491,1
6178,RR B7,RR,NA,778.861219429,18026.3514034,1
6179,RR B7,RR,NA,1842.9670791,90714.6119222,1
6180,RR B7,RR,NA,3596.98074322,183927.16355,1
