gnrl_p_,ID,edt_g__,X3,X4,zoning
"RDM 7,000",6364,"RDM 7,000",NA,NA,1
"RAL 3,000",6365,"RAL 3,000",NA,NA,2
"RDL 12,000",6366,"RDL 12,000",NA,NA,1
"RDM 7,000",6367,"RDM 7,000",NA,NA,1
"RDM 9,000",6368,"RDM 9,000",NA,NA,1
"RDL 12,000",6369,"RDL 12,000",NA,NA,1
OS,6370,OS,NA,NA,0
"RDM 7,000",6371,"RDM 7,000",NA,NA,1
"RAL 3,500",6372,"RAL 3,500",NA,NA,2
"RDM 9,000",6373,"RDM 9,000",NA,NA,1
"RDM 7,000",6374,"RDM 7,000",NA,NA,1
"RDM 7,000",6375,"RDM 7,000",NA,NA,1
"RDM 7,000",6376,"RDM 7,000",NA,NA,1
"RDM 7,000",6377,"RDM 7,000",NA,NA,1
"RDM 7,000",6378,"RDM 7,000",NA,NA,1
"RDM 7,000",6379,"RDM 7,000",NA,NA,1
IL,6380,IL,NA,NA,0
IL,6381,IL,NA,NA,0
"RDM 7,000",6382,"RDM 7,000",NA,NA,1
OS,6383,OS,NA,NA,0
"RAL 3,000",6384,"RAL 3,000",NA,NA,2
"RDM 9,000",6385,"RDM 9,000",NA,NA,1
"RAL 3,000",6386,"RAL 3,000",NA,NA,2
"RDM 7,000",6387,"RDM 7,000",NA,NA,1
IL,6388,IL,NA,NA,0
"RDM 7,000",6389,"RDM 7,000",NA,NA,1
RE 1,6390,RE 1,NA,NA,1
"RAL 3,500",6391,"RAL 3,500",NA,NA,2
RAM,6392,RAM,NA,NA,2
"RDM 7,000",6393,"RDM 7,000",NA,NA,1
RAM,6394,RAM,NA,NA,2
"RDL 12,000",6395,"RDL 12,000",NA,NA,1
"RDM 7,000",6396,"RDM 7,000",NA,NA,1
"RDM 7,000",6397,"RDM 7,000",NA,NA,1
"RDM 7,000",6398,"RDM 7,000",NA,NA,1
OS,6399,OS,NA,NA,0
"RAL 3,500",6400,"RAL 3,500",NA,NA,2
CH,6401,CH,NA,NA,0
"RDM 7,000",6402,"RDM 7,000",NA,NA,1
"RDM 7,000",6403,"RDM 7,000",NA,NA,1
"RDM 7,000",6404,"RDM 7,000",NA,NA,1
"RDL 20,000",6405,"RDL 20,000",NA,NA,1
"RDM 9,000",6406,"RDM 9,000",NA,NA,1
RE 1,6407,RE 1,NA,NA,1
RAM,6408,RAM,NA,NA,2
"RDM 7,000",6409,"RDM 7,000",NA,NA,1
MU-F,6410,MU-F,NA,NA,0
"RDM 7,000",6411,"RDM 7,000",NA,NA,1
RE 1,6412,RE 1,NA,NA,1
"RDM 7,000",6413,"RDM 7,000",NA,NA,1
"RDM 7,000",6414,"RDM 7,000",NA,NA,1
"RDM 7,000",6415,"RDM 7,000",NA,NA,1
"RDM 7,000",6416,"RDM 7,000",NA,NA,1
"RDL 12,000",6417,"RDL 12,000",NA,NA,1
OS,6418,OS,NA,NA,0
"RDM 7,000",6419,"RDM 7,000",NA,NA,1
"RDM 7,000",6420,"RDM 7,000",NA,NA,1
"RAL 3,000",6421,"RAL 3,000",NA,NA,2
"RDM 7,000",6422,"RDM 7,000",NA,NA,1
RE 1,6423,RE 1,NA,NA,1
"RAL 3,500",6424,"RAL 3,500",NA,NA,2
RE 1,6425,RE 1,NA,NA,1
"RDM 7,000",6426,"RDM 7,000",NA,NA,1
"RDM 7,000",6427,"RDM 7,000",NA,NA,1
"RDM 7,000",6428,"RDM 7,000",NA,NA,1
RE 1,6429,RE 1,NA,NA,1
"RDM 9,000",6430,"RDM 9,000",NA,NA,1
"RDM 7,000",6431,"RDM 7,000",NA,NA,1
"RDM 7,000",6432,"RDM 7,000",NA,NA,1
"RDM 7,000",6433,"RDM 7,000",NA,NA,1
"RDM 7,000",6434,"RDM 7,000",NA,NA,1
"RDL 12,000",6435,"RDL 12,000",NA,NA,1
"RDM 7,000",6436,"RDM 7,000",NA,NA,1
"RDM 7,000",6437,"RDM 7,000",NA,NA,1
IL,6438,IL,NA,NA,0
"RDM 7,000",6439,"RDM 7,000",NA,NA,1
"RDL 12,000",6440,"RDL 12,000",NA,NA,1
"RDM 7,000",6441,"RDM 7,000",NA,NA,1
MU-F_MF,6442,MU-F_MF,NA,NA,2
"RDM 7,000",6443,"RDM 7,000",NA,NA,1
"RDL 20,000",6444,"RDL 20,000",NA,NA,1
"RDM 7,000",6445,"RDM 7,000",NA,NA,1
"RDL 20,000",6446,"RDL 20,000",NA,NA,1
"RDM 7,000",6447,"RDM 7,000",NA,NA,1
"RDL 12,000",6448,"RDL 12,000",NA,NA,1
"RAL 3,500",6449,"RAL 3,500",NA,NA,2
RAM,6450,RAM,NA,NA,2
MU-D_MF,6451,MU-D_MF,NA,NA,2
"RAL 3,500",6452,"RAL 3,500",NA,NA,2
"RDM 7,000",6453,"RDM 7,000",NA,NA,1
IL,6454,IL,NA,NA,0
MU-D,6455,MU-D,NA,NA,0
MU-D,6456,MU-D,NA,NA,0
"RDL 20,000",6457,"RDL 20,000",NA,NA,1
"RDM 7,000",6458,"RDM 7,000",NA,NA,1
"RDM 7,000",6459,"RDM 7,000",NA,NA,1
"RDM 7,000",6460,"RDM 7,000",NA,NA,1
"RDM 7,000",6461,"RDM 7,000",NA,NA,1
"RDM 7,000",6462,"RDM 7,000",NA,NA,1
"RDM 7,000",6463,"RDM 7,000",NA,NA,1
"RDL 12,000",6464,"RDL 12,000",NA,NA,1
"RDL 12,000",6465,"RDL 12,000",NA,NA,1
"RDM 7,000",6466,"RDM 7,000",NA,NA,1
"RDL 12,000",6467,"RDL 12,000",NA,NA,1
"RDL 12,000",6468,"RDL 12,000",NA,NA,1
"RDM 7,000",6469,"RDM 7,000",NA,NA,1
"RDL 12,000",6470,"RDL 12,000",NA,NA,1
RE 1,6471,RE 1,NA,NA,1
"RDL 12,000",6472,"RDL 12,000",NA,NA,1
"RDM 7,000",6473,"RDM 7,000",NA,NA,1
PF,6474,PF,NA,NA,0
IL,6475,IL,NA,NA,0
"RDL 20,000",6476,"RDL 20,000",NA,NA,1
"RDM 7,000",6477,"RDM 7,000",NA,NA,1
"RDM 7,000",6478,"RDM 7,000",NA,NA,1
RAM,6479,RAM,NA,NA,2
"RDM 7,000",6480,"RDM 7,000",NA,NA,1
"RDM 7,000",6481,"RDM 7,000",NA,NA,1
MU-F,6482,MU-F,NA,NA,0
"RDL 20,000",6483,"RDL 20,000",NA,NA,1
"RDM 7,000",6484,"RDM 7,000",NA,NA,1
"RDM 7,000",6485,"RDM 7,000",NA,NA,1
"RDM 7,000",6486,"RDM 7,000",NA,NA,1
"RDM 7,000",6487,"RDM 7,000",NA,NA,1
"RAL 3,000",6488,"RAL 3,000",NA,NA,2
"RDL 12,000",6489,"RDL 12,000",NA,NA,1
"RDM 7,000",6490,"RDM 7,000",NA,NA,1
"RDM 7,000",6491,"RDM 7,000",NA,NA,1
"RDM 7,000",6492,"RDM 7,000",NA,NA,1
"RAL 3,500",6493,"RAL 3,500",NA,NA,2
IL,6494,IL,NA,NA,0
RE 2.5,6495,RE 2.5,NA,NA,1
"RDL 20,000",6496,"RDL 20,000",NA,NA,1
"RDM 7,000",6497,"RDM 7,000",NA,NA,1
"RDM 7,000",6498,"RDM 7,000",NA,NA,1
"RAL 3,000",6499,"RAL 3,000",NA,NA,2
"RAL 3,500",6500,"RAL 3,500",NA,NA,2
"RDM 9,000",6501,"RDM 9,000",NA,NA,1
"RDM 7,000",6502,"RDM 7,000",NA,NA,1
"RDM 7,000",6503,"RDM 7,000",NA,NA,1
"RDL 20,000",6504,"RDL 20,000",NA,NA,1
"RDM 7,000",6505,"RDM 7,000",NA,NA,1
"RDM 7,000",6506,"RDM 7,000",NA,NA,1
"RDM 9,000",6507,"RDM 9,000",NA,NA,1
"RAL 3,500",6508,"RAL 3,500",NA,NA,2
"RDM 7,000",6509,"RDM 7,000",NA,NA,1
IL,6510,IL,NA,NA,0
"RDL 20,000",6511,"RDL 20,000",NA,NA,1
"RDL 20,000",6512,"RDL 20,000",NA,NA,1
"RDM 7,000",6513,"RDM 7,000",NA,NA,1
"RDM 9,000",6514,"RDM 9,000",NA,NA,1
"RDM 7,000",6515,"RDM 7,000",NA,NA,1
IL,6516,IL,NA,NA,0
"RDM 7,000",6517,"RDM 7,000",NA,NA,1
"RDM 7,000",6518,"RDM 7,000",NA,NA,1
"RDM 7,000",6519,"RDM 7,000",NA,NA,1
"RDM 7,000",6520,"RDM 7,000",NA,NA,1
"RDM 7,000",6521,"RDM 7,000",NA,NA,1
PF,6522,PF,NA,NA,0
RE 2.5,6523,RE 2.5,NA,NA,1
"RDM 7,000",6524,"RDM 7,000",NA,NA,1
"RDM 7,000",6525,"RDM 7,000",NA,NA,1
RE 1,6526,RE 1,NA,NA,1
RE 1,6527,RE 1,NA,NA,1
"RAL 3,500",6528,"RAL 3,500",NA,NA,2
"RDM 7,000",6529,"RDM 7,000",NA,NA,1
IL,6530,IL,NA,NA,0
"RDM 7,000",6531,"RDM 7,000",NA,NA,1
"RDL 20,000",6532,"RDL 20,000",NA,NA,1
"RAL 3,500",6533,"RAL 3,500",NA,NA,2
"RDM 7,000",6534,"RDM 7,000",NA,NA,1
"RDM 7,000",6535,"RDM 7,000",NA,NA,1
"RDM 7,000",6536,"RDM 7,000",NA,NA,1
"RDM 7,000",6537,"RDM 7,000",NA,NA,1
RAM,6538,RAM,NA,NA,2
RAM,6539,RAM,NA,NA,2
RAM,6540,RAM,NA,NA,2
RAM,6541,RAM,NA,NA,2
RAM,6542,RAM,NA,NA,2
RAM,6543,RAM,NA,NA,2
"RDM 7,000",6544,"RDM 7,000",NA,NA,1
RE 1,6545,RE 1,NA,NA,1
"RDM 7,000",6546,"RDM 7,000",NA,NA,1
"RDM 7,000",6547,"RDM 7,000",NA,NA,1
"RDM 7,000",6548,"RDM 7,000",NA,NA,1
"RDM 7,000",6549,"RDM 7,000",NA,NA,1
"RDM 7,000",6550,"RDM 7,000",NA,NA,1
"RAL 3,000",6551,"RAL 3,000",NA,NA,2
"RAL 3,000",6552,"RAL 3,000",NA,NA,2
"RAL 3,000",6553,"RAL 3,000",NA,NA,2
"RAL 3,000",6554,"RAL 3,000",NA,NA,2
"RDL 12,000",6555,"RDL 12,000",NA,NA,1
"RDL 12,000",6556,"RDL 12,000",NA,NA,1
"RDL 12,000",6557,"RDL 12,000",NA,NA,1
"RDM 7,000",6558,"RDM 7,000",NA,NA,1
IL,6559,IL,NA,NA,0
"RDM 7,000",6560,"RDM 7,000",NA,NA,1
"RDL 12,000",6561,"RDL 12,000",NA,NA,1
"RDM 7,000",6562,"RDM 7,000",NA,NA,1
MU-F,6563,MU-F,NA,NA,0
"RDM 7,000",6564,"RDM 7,000",NA,NA,1
"RDM 7,000",6565,"RDM 7,000",NA,NA,1
"RDM 7,000",6566,"RDM 7,000",NA,NA,1
"RDM 7,000",6567,"RDM 7,000",NA,NA,1
"RDM 7,000",6568,"RDM 7,000",NA,NA,1
RE 1,6569,RE 1,NA,NA,1
"RDM 7,000",6570,"RDM 7,000",NA,NA,1
"RDL 12,000",6571,"RDL 12,000",NA,NA,1
"RDM 7,000",6572,"RDM 7,000",NA,NA,1
MU-D,6573,MU-D,NA,NA,0
MU-D,6574,MU-D,NA,NA,0
IL,6575,IL,NA,NA,0
"RAL 3,000",6576,"RAL 3,000",NA,NA,2
"RDM 7,000",6577,"RDM 7,000",NA,NA,1
"RDL 12,000",6578,"RDL 12,000",NA,NA,1
"RAL 3,500",6579,"RAL 3,500",NA,NA,2
"RAL 3,000",6580,"RAL 3,000",NA,NA,2
"RAL 3,500",6581,"RAL 3,500",NA,NA,2
"RDL 12,000",6582,"RDL 12,000",NA,NA,1
"RDM 7,000",6583,"RDM 7,000",NA,NA,1
"RDM 7,000",6584,"RDM 7,000",NA,NA,1
"RDM 7,000",6585,"RDM 7,000",NA,NA,1
"RAL 3,500",6586,"RAL 3,500",NA,NA,2
"RDM 7,000",6587,"RDM 7,000",NA,NA,1
"RDL 12,000",6588,"RDL 12,000",NA,NA,1
MU-D_MF,6589,MU-D_MF,NA,NA,2
"RDM 7,000",6590,"RDM 7,000",NA,NA,1
"RDM 7,000",6591,"RDM 7,000",NA,NA,1
"RDM 7,000",6592,"RDM 7,000",NA,NA,1
"RAL 3,500",6593,"RAL 3,500",NA,NA,2
MU-D,6594,MU-D,NA,NA,0
MU-D,6595,MU-D,NA,NA,0
"RDM 7,000",6596,"RDM 7,000",NA,NA,1
"RAL 3,500",6597,"RAL 3,500",NA,NA,2
"RDL 12,000",6598,"RDL 12,000",NA,NA,1
"RDM 9,000",6599,"RDM 9,000",NA,NA,1
"RDM 9,000",6600,"RDM 9,000",NA,NA,1
"RDM 7,000",6601,"RDM 7,000",NA,NA,1
"RDM 7,000",6602,"RDM 7,000",NA,NA,1
"RDM 9,000",6603,"RDM 9,000",NA,NA,1
"RAL 3,500",6604,"RAL 3,500",NA,NA,2
"RDM 9,000",6605,"RDM 9,000",NA,NA,1
"RDM 7,000",6606,"RDM 7,000",NA,NA,1
"RAL 3,500",6607,"RAL 3,500",NA,NA,2
"RDM 7,000",6608,"RDM 7,000",NA,NA,1
"RDL 12,000",6609,"RDL 12,000",NA,NA,1
"RDM 7,000",6610,"RDM 7,000",NA,NA,1
"RDM 7,000",6611,"RDM 7,000",NA,NA,1
"RAL 3,000",6612,"RAL 3,000",NA,NA,2
"RDM 7,000",6613,"RDM 7,000",NA,NA,1
MU-D_MF,6614,MU-D_MF,NA,NA,2
"RDM 7,000",6615,"RDM 7,000",NA,NA,1
"RDM 9,000",6616,"RDM 9,000",NA,NA,1
"RDL 12,000",6617,"RDL 12,000",NA,NA,1
"RDL 20,000",6618,"RDL 20,000",NA,NA,1
"RDM 7,000",6619,"RDM 7,000",NA,NA,1
MU-D,6620,MU-D,NA,NA,0
"RDL 20,000",6621,"RDL 20,000",NA,NA,1
"RDL 20,000",6622,"RDL 20,000",NA,NA,1
"RDM 7,000",6623,"RDM 7,000",NA,NA,1
"RDM 7,000",6624,"RDM 7,000",NA,NA,1
"RDM 7,000",6625,"RDM 7,000",NA,NA,1
"RDM 7,000",6626,"RDM 7,000",NA,NA,1
CG,6627,CG,NA,NA,0
"RDM 7,000",6628,"RDM 7,000",NA,NA,1
"RDL 12,000",6629,"RDL 12,000",NA,NA,1
"RDL 20,000",6630,"RDL 20,000",NA,NA,1
"RDM 9,000",6631,"RDM 9,000",NA,NA,1
"RDM 7,000",6632,"RDM 7,000",NA,NA,1
"RDM 7,000",6633,"RDM 7,000",NA,NA,1
IL,6634,IL,NA,NA,0
"RAL 3,500",6635,"RAL 3,500",NA,NA,2
"RDL 20,000",6636,"RDL 20,000",NA,NA,1
MU-N,6637,MU-N,NA,NA,0
"RDM 7,000",6638,"RDM 7,000",NA,NA,1
"RDM 7,000",6639,"RDM 7,000",NA,NA,1
"RAL 3,500",6640,"RAL 3,500",NA,NA,2
"RAL 3,000",6641,"RAL 3,000",NA,NA,2
"RDM 7,000",6642,"RDM 7,000",NA,NA,1
"RDL 12,000",6643,"RDL 12,000",NA,NA,1
"RDM 7,000",6644,"RDM 7,000",NA,NA,1
"RAL 3,500",6645,"RAL 3,500",NA,NA,2
"RDL 12,000",6646,"RDL 12,000",NA,NA,1
"RAL 3,500",6647,"RAL 3,500",NA,NA,2
"RDM 7,000",6648,"RDM 7,000",NA,NA,1
"RDL 12,000",6649,"RDL 12,000",NA,NA,1
"RDM 7,000",6650,"RDM 7,000",NA,NA,1
"RAL 3,000",6651,"RAL 3,000",NA,NA,2
"RAL 3,000",6652,"RAL 3,000",NA,NA,2
"RAL 3,500",6653,"RAL 3,500",NA,NA,2
MU-N,6654,MU-N,NA,NA,0
"RAL 3,500",6655,"RAL 3,500",NA,NA,2
"RDM 7,000",6656,"RDM 7,000",NA,NA,1
"RDM 7,000",6657,"RDM 7,000",NA,NA,1
RE 2.5,6658,RE 2.5,NA,NA,1
MU-N,6659,MU-N,NA,NA,0
"RDM 7,000",6660,"RDM 7,000",NA,NA,1
"RDL 12,000",6661,"RDL 12,000",NA,NA,1
"RDM 7,000",6662,"RDM 7,000",NA,NA,1
"RAL 3,000",6663,"RAL 3,000",NA,NA,2
"RDM 7,000",6664,"RDM 7,000",NA,NA,1
"RAL 3,500",6665,"RAL 3,500",NA,NA,2
"RDM 7,000",6666,"RDM 7,000",NA,NA,1
"RDM 7,000",6667,"RDM 7,000",NA,NA,1
OS,6668,OS,NA,NA,0
"RDM 7,000",6669,"RDM 7,000",NA,NA,1
"RDM 7,000",6670,"RDM 7,000",NA,NA,1
"RDM 7,000",6671,"RDM 7,000",NA,NA,1
"RDM 7,000",6672,"RDM 7,000",NA,NA,1
RAM,6673,RAM,NA,NA,2
"RDL 20,000",6674,"RDL 20,000",NA,NA,1
"RDL 12,000",6675,"RDL 12,000",NA,NA,1
"RDM 7,000",6676,"RDM 7,000",NA,NA,1
"RDM 7,000",6677,"RDM 7,000",NA,NA,1
MU-D,6678,MU-D,NA,NA,0
"RDM 7,000",6679,"RDM 7,000",NA,NA,1
"RDL 20,000",6680,"RDL 20,000",NA,NA,1
"RDM 7,000",6681,"RDM 7,000",NA,NA,1
MU-D,6682,MU-D,NA,NA,0
MU-D,6683,MU-D,NA,NA,0
"RDM 7,000",6684,"RDM 7,000",NA,NA,1
PF,6685,PF,NA,NA,0
"RDL 20,000",6686,"RDL 20,000",NA,NA,1
"RDL 20,000",6687,"RDL 20,000",NA,NA,1
PF,6688,PF,NA,NA,0
PF,6689,PF,NA,NA,0
PF,6690,PF,NA,NA,0
PF,6691,PF,NA,NA,0
"RDM 7,000",6692,"RDM 7,000",NA,NA,1
"RDM 7,000",6693,"RDM 7,000",NA,NA,1
"RDM 7,000",6694,"RDM 7,000",NA,NA,1
"RAL 3,000",6695,"RAL 3,000",NA,NA,2
"RAL 3,000",6696,"RAL 3,000",NA,NA,2
"RDM 7,000",6697,"RDM 7,000",NA,NA,1
"RDM 7,000",6698,"RDM 7,000",NA,NA,1
"RDM 7,000",6699,"RDM 7,000",NA,NA,1
"RDM 7,000",6700,"RDM 7,000",NA,NA,1
"RDL 12,000",6701,"RDL 12,000",NA,NA,1
"RDL 12,000",6702,"RDL 12,000",NA,NA,1
"RDL 12,000",6703,"RDL 12,000",NA,NA,1
"RDM 7,000",6704,"RDM 7,000",NA,NA,1
"RDL 12,000",6705,"RDL 12,000",NA,NA,1
"RDL 12,000",6706,"RDL 12,000",NA,NA,1
"RDM 7,000",6707,"RDM 7,000",NA,NA,1
"RDL 12,000",6708,"RDL 12,000",NA,NA,1
"RAL 3,000",6709,"RAL 3,000",NA,NA,2
"RAL 3,000",6710,"RAL 3,000",NA,NA,2
"RAL 3,000",6711,"RAL 3,000",NA,NA,2
OS,6712,OS,NA,NA,0
"RDM 7,000",6713,"RDM 7,000",NA,NA,1
OS,6714,OS,NA,NA,0
OS,6715,OS,NA,NA,0
"RDM 7,000",6716,"RDM 7,000",NA,NA,1
RAM,6717,RAM,NA,NA,2
RAM,6718,RAM,NA,NA,2
RAM,6719,RAM,NA,NA,2
RE 1,6720,RE 1,NA,NA,1
"RDM 7,000",6721,"RDM 7,000",NA,NA,1
"RDM 7,000",6722,"RDM 7,000",NA,NA,1
"RAL 3,500",6723,"RAL 3,500",NA,NA,2
"RDM 7,000",6724,"RDM 7,000",NA,NA,1
"RAL 3,000",6725,"RAL 3,000",NA,NA,2
"RDM 7,000",6726,"RDM 7,000",NA,NA,1
"RDL 12,000",6727,"RDL 12,000",NA,NA,1
"RDM 7,000",6728,"RDM 7,000",NA,NA,1
"RAL 3,500",6729,"RAL 3,500",NA,NA,2
"RAL 3,500",6730,"RAL 3,500",NA,NA,2
"RAL 3,500",6731,"RAL 3,500",NA,NA,2
"RAL 3,500",6732,"RAL 3,500",NA,NA,2
"RDL 12,000",6733,"RDL 12,000",NA,NA,1
"RDM 7,000",6734,"RDM 7,000",NA,NA,1
"RDM 7,000",6735,"RDM 7,000",NA,NA,1
MU,6736,MU,NA,NA,2
"RDM 7,000",6737,"RDM 7,000",NA,NA,1
"RDM 7,000",6738,"RDM 7,000",NA,NA,1
"RDL 12,000",6739,"RDL 12,000",NA,NA,1
"RDL 12,000",6740,"RDL 12,000",NA,NA,1
"RDL 12,000",6741,"RDL 12,000",NA,NA,1
"RDL 12,000",6742,"RDL 12,000",NA,NA,1
"RDL 12,000",6743,"RDL 12,000",NA,NA,1
"RDL 12,000",6744,"RDL 12,000",NA,NA,1
"RDL 12,000",6745,"RDL 12,000",NA,NA,1
"RDL 12,000",6746,"RDL 12,000",NA,NA,1
"RDL 12,000",6747,"RDL 12,000",NA,NA,1
"RDM 7,000",6748,"RDM 7,000",NA,NA,1
"RDM 7,000",6749,"RDM 7,000",NA,NA,1
"RDM 7,000",6750,"RDM 7,000",NA,NA,1
"RDL 12,000",6751,"RDL 12,000",NA,NA,1
"RDL 12,000",6752,"RDL 12,000",NA,NA,1
"RDL 12,000",6753,"RDL 12,000",NA,NA,1
"RDL 12,000",6754,"RDL 12,000",NA,NA,1
"RDL 12,000",6755,"RDL 12,000",NA,NA,1
"RDL 12,000",6756,"RDL 12,000",NA,NA,1
"RDL 12,000",6757,"RDL 12,000",NA,NA,1
"RDL 12,000",6758,"RDL 12,000",NA,NA,1
"RDL 12,000",6759,"RDL 12,000",NA,NA,1
"RDM 7,000",6760,"RDM 7,000",NA,NA,1
"RDM 7,000",6761,"RDM 7,000",NA,NA,1
"RDM 7,000",6762,"RDM 7,000",NA,NA,1
"RDM 7,000",6763,"RDM 7,000",NA,NA,1
"RDM 7,000",6764,"RDM 7,000",NA,NA,1
CH,6765,CH,NA,NA,0
"RDM 7,000",6766,"RDM 7,000",NA,NA,1
"RDL 12,000",6767,"RDL 12,000",NA,NA,1
IL,6768,IL,NA,NA,0
CN,6769,CN,NA,NA,0
"RDM 7,000",6770,"RDM 7,000",NA,NA,1
"RDM 7,000",6771,"RDM 7,000",NA,NA,1
"RDM 7,000",6772,"RDM 7,000",NA,NA,1
"RDM 7,000",6773,"RDM 7,000",NA,NA,1
"RDM 7,000",6774,"RDM 7,000",NA,NA,1
"RAL 3,500",6775,"RAL 3,500",NA,NA,2
"RDL 20,000",6776,"RDL 20,000",NA,NA,1
RE 1,6777,RE 1,NA,NA,1
MU-D,6778,MU-D,NA,NA,0
"RDM 7,000",6779,"RDM 7,000",NA,NA,1
"RAL 3,500",6780,"RAL 3,500",NA,NA,2
"RDL 20,000",6781,"RDL 20,000",NA,NA,1
"RDM 7,000",6782,"RDM 7,000",NA,NA,1
"RDM 7,000",6783,"RDM 7,000",NA,NA,1
"RDM 7,000",6784,"RDM 7,000",NA,NA,1
"RDM 7,000",6785,"RDM 7,000",NA,NA,1
"RDM 7,000",6786,"RDM 7,000",NA,NA,1
"RDM 7,000",6787,"RDM 7,000",NA,NA,1
"RDM 7,000",6788,"RDM 7,000",NA,NA,1
"RDM 7,000",6789,"RDM 7,000",NA,NA,1
"RDM 7,000",6790,"RDM 7,000",NA,NA,1
"RDM 7,000",6791,"RDM 7,000",NA,NA,1
MU-D,6792,MU-D,NA,NA,0
MU-D,6793,MU-D,NA,NA,0
"RDM 7,000",6794,"RDM 7,000",NA,NA,1
"RAL 3,500",6795,"RAL 3,500",NA,NA,2
"RDM 7,000",6796,"RDM 7,000",NA,NA,1
"RDM 7,000",6797,"RDM 7,000",NA,NA,1
"RAL 3,500",6798,"RAL 3,500",NA,NA,2
RAM,6799,RAM,NA,NA,2
RE 1,6800,RE 1,NA,NA,1
"RDM 7,000",6801,"RDM 7,000",NA,NA,1
"RAL 3,500",6802,"RAL 3,500",NA,NA,2
"RDM 7,000",6803,"RDM 7,000",NA,NA,1
"RDM 7,000",6804,"RDM 7,000",NA,NA,1
"RDM 7,000",6805,"RDM 7,000",NA,NA,1
"RDM 7,000",6806,"RDM 7,000",NA,NA,1
IL,6807,IL,NA,NA,0
RAM,6808,RAM,NA,NA,2
"RAL 3,500",6809,"RAL 3,500",NA,NA,2
"RAL 3,500",6810,"RAL 3,500",NA,NA,2
OS,6811,OS,NA,NA,0
OS,6812,OS,NA,NA,0
OS,6813,OS,NA,NA,0
IL,6814,IL,NA,NA,0
OS,6815,OS,NA,NA,0
"RDL 12,000",6816,"RDL 12,000",NA,NA,1
RAM,6817,RAM,NA,NA,2
"RAL 3,500",6818,"RAL 3,500",NA,NA,2
MU-N,6819,MU-N,NA,NA,0
"RDM 7,000",6820,"RDM 7,000",NA,NA,1
"RDL 20,000",6821,"RDL 20,000",NA,NA,1
"RDM 7,000",6822,"RDM 7,000",NA,NA,1
"RAL 3,500",6823,"RAL 3,500",NA,NA,2
RE 1,6824,RE 1,NA,NA,1
"RDL 20,000",6825,"RDL 20,000",NA,NA,1
"RDM 7,000",6826,"RDM 7,000",NA,NA,1
"RDM 7,000",6827,"RDM 7,000",NA,NA,1
"RDL 12,000",6828,"RDL 12,000",NA,NA,1
"RAL 3,500",6829,"RAL 3,500",NA,NA,2
"RAL 3,500",6830,"RAL 3,500",NA,NA,2
"RDM 7,000",6831,"RDM 7,000",NA,NA,1
"RDM 7,000",6832,"RDM 7,000",NA,NA,1
RAM,6833,RAM,NA,NA,2
"RDM 7,000",6834,"RDM 7,000",NA,NA,1
"RDM 7,000",6835,"RDM 7,000",NA,NA,1
"RDM 7,000",6836,"RDM 7,000",NA,NA,1
"RDM 7,000",6837,"RDM 7,000",NA,NA,1
"RDM 7,000",6838,"RDM 7,000",NA,NA,1
"RDM 7,000",6839,"RDM 7,000",NA,NA,1
"RDL 12,000",6840,"RDL 12,000",NA,NA,1
"RDM 7,000",6841,"RDM 7,000",NA,NA,1
"RDL 12,000",6842,"RDL 12,000",NA,NA,1
"RDM 7,000",6843,"RDM 7,000",NA,NA,1
"RDL 12,000",6844,"RDL 12,000",NA,NA,1
"RDM 7,000",6845,"RDM 7,000",NA,NA,1
"RAL 3,500",6846,"RAL 3,500",NA,NA,2
"RDM 7,000",6847,"RDM 7,000",NA,NA,1
"RDM 7,000",6848,"RDM 7,000",NA,NA,1
"RDM 9,000",6849,"RDM 9,000",NA,NA,1
"RAL 3,500",6850,"RAL 3,500",NA,NA,2
MU-N,6851,MU-N,NA,NA,0
"RDM 7,000",6852,"RDM 7,000",NA,NA,1
"RAL 3,500",6853,"RAL 3,500",NA,NA,2
"RDM 7,000",6854,"RDM 7,000",NA,NA,1
"RDM 7,000",6855,"RDM 7,000",NA,NA,1
"RDM 7,000",6856,"RDM 7,000",NA,NA,1
"RDM 7,000",6857,"RDM 7,000",NA,NA,1
"RDM 7,000",6858,"RDM 7,000",NA,NA,1
"RDM 7,000",6859,"RDM 7,000",NA,NA,1
"RDM 9,000",6860,"RDM 9,000",NA,NA,1
"RDL 20,000",6861,"RDL 20,000",NA,NA,1
"RDL 20,000",6862,"RDL 20,000",NA,NA,1
RAM,6863,RAM,NA,NA,2
"RDL 12,000",6864,"RDL 12,000",NA,NA,1
"RDM 7,000",6865,"RDM 7,000",NA,NA,1
"RDM 7,000",6866,"RDM 7,000",NA,NA,1
"RAL 3,500",6867,"RAL 3,500",NA,NA,2
RAM,6868,RAM,NA,NA,2
"RDM 7,000",6869,"RDM 7,000",NA,NA,1
"RAL 3,500",6870,"RAL 3,500",NA,NA,2
"RAL 3,500",6871,"RAL 3,500",NA,NA,2
"RAL 3,500",6872,"RAL 3,500",NA,NA,2
"RAL 3,500",6873,"RAL 3,500",NA,NA,2
"RDM 7,000",6874,"RDM 7,000",NA,NA,1
"RDM 7,000",6875,"RDM 7,000",NA,NA,1
"RAL 3,500",6876,"RAL 3,500",NA,NA,2
"RAL 3,500",6877,"RAL 3,500",NA,NA,2
"RAL 3,500",6878,"RAL 3,500",NA,NA,2
"RDM 7,000",6879,"RDM 7,000",NA,NA,1
