gnrl_p_,ID,edt_g__,X3,X4,zoning
"RDM 7,000",2969,"RDM 7,000",NA,NA,1
"RDM 7,000",2970,"RDM 7,000",NA,NA,1
"RDL 12,000",2971,"RDL 12,000",NA,NA,1
"RDL 12,000",2972,"RDL 12,000",NA,NA,1
"RDL 12,000",2973,"RDL 12,000",NA,NA,1
"RDL 12,000",2974,"RDL 12,000",NA,NA,1
"RDL 12,000",2975,"RDL 12,000",NA,NA,1
"RDL 12,000",2976,"RDL 12,000",NA,NA,1
"RDL 12,000",2977,"RDL 12,000",NA,NA,1
"RDL 12,000",2978,"RDL 12,000",NA,NA,1
"RDL 12,000",2979,"RDL 12,000",NA,NA,1
"RDM 7,000",2980,"RDM 7,000",NA,NA,1
RE 1,2981,RE 1,NA,NA,1
"RDM 7,000",2982,"RDM 7,000",NA,NA,1
"RDM 7,000",2983,"RDM 7,000",NA,NA,1
"RDM 7,000",2984,"RDM 7,000",NA,NA,1
"RDM 7,000",2985,"RDM 7,000",NA,NA,1
"RDM 7,000",2986,"RDM 7,000",NA,NA,1
"RAL 3,500",2987,"RAL 3,500",NA,NA,2
"RAL 3,000",2988,"RAL 3,000",NA,NA,2
"RDM 7,000",2989,"RDM 7,000",NA,NA,1
"RDM 7,000",2990,"RDM 7,000",NA,NA,1
RE 1,2991,RE 1,NA,NA,1
CH,2992,CH,NA,NA,0
"RDM 7,000",2993,"RDM 7,000",NA,NA,1
CG,2994,CG,NA,NA,0
"RAL 3,000",2995,"RAL 3,000",NA,NA,2
"RDM 7,000",2996,"RDM 7,000",NA,NA,1
"RDM 7,000",2997,"RDM 7,000",NA,NA,1
"RDM 7,000",2998,"RDM 7,000",NA,NA,1
"RDM 7,000",2999,"RDM 7,000",NA,NA,1
"RDL 12,000",3000,"RDL 12,000",NA,NA,1
"RDL 12,000",3001,"RDL 12,000",NA,NA,1
"RDL 12,000",3002,"RDL 12,000",NA,NA,1
"RDM 7,000",3003,"RDM 7,000",NA,NA,1
"RDL 20,000",3004,"RDL 20,000",NA,NA,1
"RDL 20,000",3005,"RDL 20,000",NA,NA,1
"RDM 7,000",3006,"RDM 7,000",NA,NA,1
"RAL 3,000",3007,"RAL 3,000",NA,NA,2
"RDM 7,000",3008,"RDM 7,000",NA,NA,1
"RDM 7,000",3009,"RDM 7,000",NA,NA,1
IL,3010,IL,NA,NA,0
"RDM 7,000",3011,"RDM 7,000",NA,NA,1
"RDM 7,000",3012,"RDM 7,000",NA,NA,1
"RDM 7,000",3013,"RDM 7,000",NA,NA,1
"RDM 7,000",3014,"RDM 7,000",NA,NA,1
"RAL 3,000",3015,"RAL 3,000",NA,NA,2
"RDM 7,000",3016,"RDM 7,000",NA,NA,1
"RAL 3,500",3017,"RAL 3,500",NA,NA,2
"RDM 7,000",3018,"RDM 7,000",NA,NA,1
"RAL 3,500",3019,"RAL 3,500",NA,NA,2
"RAL 3,500",3020,"RAL 3,500",NA,NA,2
"RDM 7,000",3021,"RDM 7,000",NA,NA,1
RE 1,3022,RE 1,NA,NA,1
OS,3023,OS,NA,NA,0
OS,3024,OS,NA,NA,0
"RDM 7,000",3025,"RDM 7,000",NA,NA,1
"RDM 9,000",3026,"RDM 9,000",NA,NA,1
"RAL 3,500",3027,"RAL 3,500",NA,NA,2
"RDM 9,000",3028,"RDM 9,000",NA,NA,1
"RDM 7,000",3029,"RDM 7,000",NA,NA,1
"RDM 7,000",3030,"RDM 7,000",NA,NA,1
"RDM 7,000",3031,"RDM 7,000",NA,NA,1
"RDM 7,000",3032,"RDM 7,000",NA,NA,1
"RAL 3,500",3033,"RAL 3,500",NA,NA,2
"RAL 3,500",3034,"RAL 3,500",NA,NA,2
"RDM 7,000",3035,"RDM 7,000",NA,NA,1
"RDL 12,000",3036,"RDL 12,000",NA,NA,1
"RDL 20,000",3037,"RDL 20,000",NA,NA,1
"RDM 7,000",3038,"RDM 7,000",NA,NA,1
"RDL 12,000",3039,"RDL 12,000",NA,NA,1
"RDM 7,000",3040,"RDM 7,000",NA,NA,1
"RDM 7,000",3041,"RDM 7,000",NA,NA,1
"RDM 7,000",3042,"RDM 7,000",NA,NA,1
"RDM 7,000",3043,"RDM 7,000",NA,NA,1
IL,3044,IL,NA,NA,0
"RDM 7,000",3045,"RDM 7,000",NA,NA,1
"RDL 12,000",3046,"RDL 12,000",NA,NA,1
"RDM 7,000",3047,"RDM 7,000",NA,NA,1
"RDM 7,000",3048,"RDM 7,000",NA,NA,1
"RAL 3,500",3049,"RAL 3,500",NA,NA,2
RAM,3050,RAM,NA,NA,2
"RDM 7,000",3051,"RDM 7,000",NA,NA,1
"RAL 3,000",3052,"RAL 3,000",NA,NA,2
CG,3053,CG,NA,NA,0
"RDL 12,000",3054,"RDL 12,000",NA,NA,1
"RDL 20,000",3055,"RDL 20,000",NA,NA,1
MU-D,3056,MU-D,NA,NA,0
"RDM 7,000",3057,"RDM 7,000",NA,NA,1
"RDL 20,000",3058,"RDL 20,000",NA,NA,1
"RDM 9,000",3059,"RDM 9,000",NA,NA,1
"RDM 7,000",3060,"RDM 7,000",NA,NA,1
"RDM 7,000",3061,"RDM 7,000",NA,NA,1
"RDM 7,000",3062,"RDM 7,000",NA,NA,1
"RDM 7,000",3063,"RDM 7,000",NA,NA,1
PF,3064,PF,NA,NA,0
MU-D,3065,MU-D,NA,NA,0
MU-F,3066,MU-F,NA,NA,0
"RDM 7,000",3067,"RDM 7,000",NA,NA,1
"RDM 7,000",3068,"RDM 7,000",NA,NA,1
"RDM 7,000",3069,"RDM 7,000",NA,NA,1
"RDM 9,000",3070,"RDM 9,000",NA,NA,1
"RAL 3,500",3071,"RAL 3,500",NA,NA,2
RAM,3072,RAM,NA,NA,2
"RDM 7,000",3073,"RDM 7,000",NA,NA,1
"RAL 3,500",3074,"RAL 3,500",NA,NA,2
"RDM 7,000",3075,"RDM 7,000",NA,NA,1
RAM,3076,RAM,NA,NA,2
"RDM 7,000",3077,"RDM 7,000",NA,NA,1
OS,3078,OS,NA,NA,0
"RDL 12,000",3079,"RDL 12,000",NA,NA,1
"RDM 7,000",3080,"RDM 7,000",NA,NA,1
"RDL 20,000",3081,"RDL 20,000",NA,NA,1
"RDL 12,000",3082,"RDL 12,000",NA,NA,1
"RDM 7,000",3083,"RDM 7,000",NA,NA,1
"RDM 9,000",3084,"RDM 9,000",NA,NA,1
"RDM 9,000",3085,"RDM 9,000",NA,NA,1
IL,3086,IL,NA,NA,0
"RAL 3,000",3087,"RAL 3,000",NA,NA,2
"RDM 7,000",3088,"RDM 7,000",NA,NA,1
"RDM 7,000",3089,"RDM 7,000",NA,NA,1
"RDM 7,000",3090,"RDM 7,000",NA,NA,1
"RDM 7,000",3091,"RDM 7,000",NA,NA,1
"RDM 7,000",3092,"RDM 7,000",NA,NA,1
"RDM 7,000",3093,"RDM 7,000",NA,NA,1
"RDM 9,000",3094,"RDM 9,000",NA,NA,1
"RDM 7,000",3095,"RDM 7,000",NA,NA,1
"RAL 3,500",3096,"RAL 3,500",NA,NA,2
"RDL 12,000",3097,"RDL 12,000",NA,NA,1
"RDM 7,000",3098,"RDM 7,000",NA,NA,1
"RDM 7,000",3099,"RDM 7,000",NA,NA,1
PF,3100,PF,NA,NA,0
"RDL 20,000",3101,"RDL 20,000",NA,NA,1
"RDM 7,000",3102,"RDM 7,000",NA,NA,1
"RDL 12,000",3103,"RDL 12,000",NA,NA,1
"RDL 12,000",3104,"RDL 12,000",NA,NA,1
"RDM 7,000",3105,"RDM 7,000",NA,NA,1
PF,3106,PF,NA,NA,0
"RDM 7,000",3107,"RDM 7,000",NA,NA,1
"RDL 12,000",3108,"RDL 12,000",NA,NA,1
"RDM 7,000",3109,"RDM 7,000",NA,NA,1
"RDM 7,000",3110,"RDM 7,000",NA,NA,1
RE 1,3111,RE 1,NA,NA,1
"RDM 7,000",3112,"RDM 7,000",NA,NA,1
"RDM 7,000",3113,"RDM 7,000",NA,NA,1
RE 1,3114,RE 1,NA,NA,1
"RAL 3,500",3115,"RAL 3,500",NA,NA,2
"RAL 3,500",3116,"RAL 3,500",NA,NA,2
RAM,3117,RAM,NA,NA,2
"RDM 7,000",3118,"RDM 7,000",NA,NA,1
"RDM 7,000",3119,"RDM 7,000",NA,NA,1
"RDM 7,000",3120,"RDM 7,000",NA,NA,1
"RDM 7,000",3121,"RDM 7,000",NA,NA,1
IL,3122,IL,NA,NA,0
IL,3123,IL,NA,NA,0
"RDM 7,000",3124,"RDM 7,000",NA,NA,1
"RAL 3,500",3125,"RAL 3,500",NA,NA,2
"RAL 3,500",3126,"RAL 3,500",NA,NA,2
"RDM 7,000",3127,"RDM 7,000",NA,NA,1
"RDM 7,000",3128,"RDM 7,000",NA,NA,1
"RDM 7,000",3129,"RDM 7,000",NA,NA,1
"RDM 7,000",3130,"RDM 7,000",NA,NA,1
"RDM 7,000",3131,"RDM 7,000",NA,NA,1
"RDL 12,000",3132,"RDL 12,000",NA,NA,1
"RDM 7,000",3133,"RDM 7,000",NA,NA,1
"RDM 7,000",3134,"RDM 7,000",NA,NA,1
"RDM 7,000",3135,"RDM 7,000",NA,NA,1
"RAL 3,500",3136,"RAL 3,500",NA,NA,2
"RDL 12,000",3137,"RDL 12,000",NA,NA,1
IL,3138,IL,NA,NA,0
IL,3139,IL,NA,NA,0
"RDM 7,000",3140,"RDM 7,000",NA,NA,1
"RDL 12,000",3141,"RDL 12,000",NA,NA,1
RE 1,3142,RE 1,NA,NA,1
RE 1,3143,RE 1,NA,NA,1
RE 1,3144,RE 1,NA,NA,1
"RDM 7,000",3145,"RDM 7,000",NA,NA,1
"RAL 3,500",3146,"RAL 3,500",NA,NA,2
"RAL 3,000",3147,"RAL 3,000",NA,NA,2
CG,3148,CG,NA,NA,0
"RAL 3,000",3149,"RAL 3,000",NA,NA,2
"RAL 3,000",3150,"RAL 3,000",NA,NA,2
"RAL 3,000",3151,"RAL 3,000",NA,NA,2
"RAL 3,000",3152,"RAL 3,000",NA,NA,2
"RDL 12,000",3153,"RDL 12,000",NA,NA,1
"RDM 7,000",3154,"RDM 7,000",NA,NA,1
RAM,3155,RAM,NA,NA,2
"RDM 7,000",3156,"RDM 7,000",NA,NA,1
"RDM 7,000",3157,"RDM 7,000",NA,NA,1
"RDM 7,000",3158,"RDM 7,000",NA,NA,1
MU,3159,MU,NA,NA,2
"RDM 7,000",3160,"RDM 7,000",NA,NA,1
"RDM 7,000",3161,"RDM 7,000",NA,NA,1
"RDM 7,000",3162,"RDM 7,000",NA,NA,1
"RDL 12,000",3163,"RDL 12,000",NA,NA,1
"RDL 20,000",3164,"RDL 20,000",NA,NA,1
RE 1,3165,RE 1,NA,NA,1
"RAL 3,500",3166,"RAL 3,500",NA,NA,2
"RDM 7,000",3167,"RDM 7,000",NA,NA,1
"RDL 12,000",3168,"RDL 12,000",NA,NA,1
"RDM 7,000",3169,"RDM 7,000",NA,NA,1
"RDM 7,000",3170,"RDM 7,000",NA,NA,1
"RDM 7,000",3171,"RDM 7,000",NA,NA,1
OS,3172,OS,NA,NA,0
RE 1,3173,RE 1,NA,NA,1
"RDL 12,000",3174,"RDL 12,000",NA,NA,1
RE 1,3175,RE 1,NA,NA,1
"RAL 3,500",3176,"RAL 3,500",NA,NA,2
"RDL 12,000",3177,"RDL 12,000",NA,NA,1
"RDM 7,000",3178,"RDM 7,000",NA,NA,1
IL,3179,IL,NA,NA,0
"RDM 7,000",3180,"RDM 7,000",NA,NA,1
"RDM 7,000",3181,"RDM 7,000",NA,NA,1
"RDM 7,000",3182,"RDM 7,000",NA,NA,1
"RDM 9,000",3183,"RDM 9,000",NA,NA,1
"RDL 12,000",3184,"RDL 12,000",NA,NA,1
"RDL 12,000",3185,"RDL 12,000",NA,NA,1
"RDL 12,000",3186,"RDL 12,000",NA,NA,1
"RDL 12,000",3187,"RDL 12,000",NA,NA,1
"RAL 3,500",3188,"RAL 3,500",NA,NA,2
MU-F,3189,MU-F,NA,NA,0
"RDM 7,000",3190,"RDM 7,000",NA,NA,1
"RDL 20,000",3191,"RDL 20,000",NA,NA,1
"RDM 7,000",3192,"RDM 7,000",NA,NA,1
MU-D,3193,MU-D,NA,NA,0
"RDM 7,000",3194,"RDM 7,000",NA,NA,1
"RDM 7,000",3195,"RDM 7,000",NA,NA,1
"RDL 12,000",3196,"RDL 12,000",NA,NA,1
"RDM 7,000",3197,"RDM 7,000",NA,NA,1
"RDM 9,000",3198,"RDM 9,000",NA,NA,1
"RDL 12,000",3199,"RDL 12,000",NA,NA,1
"RDM 7,000",3200,"RDM 7,000",NA,NA,1
RAM,3201,RAM,NA,NA,2
"RDM 7,000",3202,"RDM 7,000",NA,NA,1
"RAL 3,000",3203,"RAL 3,000",NA,NA,2
"RAL 3,500",3204,"RAL 3,500",NA,NA,2
"RDL 20,000",3205,"RDL 20,000",NA,NA,1
PF,3206,PF,NA,NA,0
"RAL 3,000",3207,"RAL 3,000",NA,NA,2
"RDM 7,000",3208,"RDM 7,000",NA,NA,1
"RDM 7,000",3209,"RDM 7,000",NA,NA,1
"RDM 7,000",3210,"RDM 7,000",NA,NA,1
"RDM 7,000",3211,"RDM 7,000",NA,NA,1
"RDM 7,000",3212,"RDM 7,000",NA,NA,1
"RDM 7,000",3213,"RDM 7,000",NA,NA,1
MU-N,3214,MU-N,NA,NA,0
"RDH 4,500",3215,"RDH 4,500",NA,NA,1
"RDL 20,000",3216,"RDL 20,000",NA,NA,1
"RDM 7,000",3217,"RDM 7,000",NA,NA,1
"RDM 7,000",3218,"RDM 7,000",NA,NA,1
"RDM 7,000",3219,"RDM 7,000",NA,NA,1
"RAL 3,500",3220,"RAL 3,500",NA,NA,2
"RDM 9,000",3221,"RDM 9,000",NA,NA,1
RE 1,3222,RE 1,NA,NA,1
"RDM 9,000",3223,"RDM 9,000",NA,NA,1
RE 2.5,3224,RE 2.5,NA,NA,1
"RDL 12,000",3225,"RDL 12,000",NA,NA,1
"RDM 7,000",3226,"RDM 7,000",NA,NA,1
"RDM 7,000",3227,"RDM 7,000",NA,NA,1
"RDM 7,000",3228,"RDM 7,000",NA,NA,1
"RAL 3,500",3229,"RAL 3,500",NA,NA,2
"RDL 20,000",3230,"RDL 20,000",NA,NA,1
"RDM 9,000",3231,"RDM 9,000",NA,NA,1
"RDM 9,000",3232,"RDM 9,000",NA,NA,1
"RDM 7,000",3233,"RDM 7,000",NA,NA,1
"RAL 3,500",3234,"RAL 3,500",NA,NA,2
"RDM 7,000",3235,"RDM 7,000",NA,NA,1
RE 2.5,3236,RE 2.5,NA,NA,1
"RDM 7,000",3237,"RDM 7,000",NA,NA,1
"RDM 7,000",3238,"RDM 7,000",NA,NA,1
MU-N,3239,MU-N,NA,NA,0
"RDM 7,000",3240,"RDM 7,000",NA,NA,1
"RDM 7,000",3241,"RDM 7,000",NA,NA,1
"RDM 7,000",3242,"RDM 7,000",NA,NA,1
IL,3243,IL,NA,NA,0
"RDM 7,000",3244,"RDM 7,000",NA,NA,1
"RDM 7,000",3245,"RDM 7,000",NA,NA,1
"RDM 7,000",3246,"RDM 7,000",NA,NA,1
OS,3247,OS,NA,NA,0
"RDM 7,000",3248,"RDM 7,000",NA,NA,1
"RDL 12,000",3249,"RDL 12,000",NA,NA,1
OS,3250,OS,NA,NA,0
OS,3251,OS,NA,NA,0
"RDM 9,000",3252,"RDM 9,000",NA,NA,1
"RDM 9,000",3253,"RDM 9,000",NA,NA,1
RE 1,3254,RE 1,NA,NA,1
"RDM 7,000",3255,"RDM 7,000",NA,NA,1
"RDL 12,000",3256,"RDL 12,000",NA,NA,1
"RDM 7,000",3257,"RDM 7,000",NA,NA,1
"RDM 7,000",3258,"RDM 7,000",NA,NA,1
"RDM 7,000",3259,"RDM 7,000",NA,NA,1
"RDM 7,000",3260,"RDM 7,000",NA,NA,1
"RAL 3,500",3261,"RAL 3,500",NA,NA,2
"RAL 3,500",3262,"RAL 3,500",NA,NA,2
"RAL 3,500",3263,"RAL 3,500",NA,NA,2
"RDL 12,000",3264,"RDL 12,000",NA,NA,1
"RAL 3,500",3265,"RAL 3,500",NA,NA,2
"RAL 3,500",3266,"RAL 3,500",NA,NA,2
"RDL 20,000",3267,"RDL 20,000",NA,NA,1
"RDL 12,000",3268,"RDL 12,000",NA,NA,1
"RDM 7,000",3269,"RDM 7,000",NA,NA,1
"RDM 7,000",3270,"RDM 7,000",NA,NA,1
"RAL 3,500",3271,"RAL 3,500",NA,NA,2
"RDM 7,000",3272,"RDM 7,000",NA,NA,1
"RDM 7,000",3273,"RDM 7,000",NA,NA,1
"RDL 20,000",3274,"RDL 20,000",NA,NA,1
"RAL 3,500",3275,"RAL 3,500",NA,NA,2
"RAL 3,500",3276,"RAL 3,500",NA,NA,2
"RDM 7,000",3277,"RDM 7,000",NA,NA,1
"RDM 7,000",3278,"RDM 7,000",NA,NA,1
MU-F,3279,MU-F,NA,NA,0
OS,3280,OS,NA,NA,0
"RDM 7,000",3281,"RDM 7,000",NA,NA,1
"RDM 7,000",3282,"RDM 7,000",NA,NA,1
"RDL 12,000",3283,"RDL 12,000",NA,NA,1
"RDM 9,000",3284,"RDM 9,000",NA,NA,1
"RAL 3,000",3285,"RAL 3,000",NA,NA,2
"RAL 3,000",3286,"RAL 3,000",NA,NA,2
"RAL 3,000",3287,"RAL 3,000",NA,NA,2
"RDM 7,000",3288,"RDM 7,000",NA,NA,1
RE 1,3289,RE 1,NA,NA,1
PF,3290,PF,NA,NA,0
"RAL 3,500",3291,"RAL 3,500",NA,NA,2
IL,3292,IL,NA,NA,0
"RAL 3,500",3293,"RAL 3,500",NA,NA,2
IL,3294,IL,NA,NA,0
"RDL 12,000",3295,"RDL 12,000",NA,NA,1
IL,3296,IL,NA,NA,0
"RDM 7,000",3297,"RDM 7,000",NA,NA,1
"RDM 7,000",3298,"RDM 7,000",NA,NA,1
"RDL 12,000",3299,"RDL 12,000",NA,NA,1
OS,3300,OS,NA,NA,0
MU-F,3301,MU-F,NA,NA,0
PF,3302,PF,NA,NA,0
"RDM 7,000",3303,"RDM 7,000",NA,NA,1
OS,3304,OS,NA,NA,0
OS,3305,OS,NA,NA,0
"RDM 7,000",3306,"RDM 7,000",NA,NA,1
MU-D,3307,MU-D,NA,NA,0
MU-D,3308,MU-D,NA,NA,0
"RDM 7,000",3309,"RDM 7,000",NA,NA,1
"RDM 7,000",3310,"RDM 7,000",NA,NA,1
"RDM 7,000",3311,"RDM 7,000",NA,NA,1
"RDM 7,000",3312,"RDM 7,000",NA,NA,1
CG,3313,CG,NA,NA,0
"RDM 7,000",3314,"RDM 7,000",NA,NA,1
"RAL 3,500",3315,"RAL 3,500",NA,NA,2
IL,3316,IL,NA,NA,0
"RAL 3,500",3317,"RAL 3,500",NA,NA,2
"RAL 3,500",3318,"RAL 3,500",NA,NA,2
OS,3319,OS,NA,NA,0
"RDL 20,000",3320,"RDL 20,000",NA,NA,1
"RAL 3,500",3321,"RAL 3,500",NA,NA,2
"RDM 7,000",3322,"RDM 7,000",NA,NA,1
"RDL 12,000",3323,"RDL 12,000",NA,NA,1
"RDM 9,000",3324,"RDM 9,000",NA,NA,1
OS,3325,OS,NA,NA,0
MU-D,3326,MU-D,NA,NA,0
MU-D,3327,MU-D,NA,NA,0
MU-D,3328,MU-D,NA,NA,0
"RDM 7,000",3329,"RDM 7,000",NA,NA,1
MU-N,3330,MU-N,NA,NA,0
"RDM 7,000",3331,"RDM 7,000",NA,NA,1
"RDM 7,000",3332,"RDM 7,000",NA,NA,1
IL,3333,IL,NA,NA,0
"RDL 12,000",3334,"RDL 12,000",NA,NA,1
MU-F,3335,MU-F,NA,NA,0
"RDM 9,000",3336,"RDM 9,000",NA,NA,1
"RDM 7,000",3337,"RDM 7,000",NA,NA,1
"RAL 3,000",3338,"RAL 3,000",NA,NA,2
"RAL 3,500",3339,"RAL 3,500",NA,NA,2
"RDM 7,000",3340,"RDM 7,000",NA,NA,1
"RDM 7,000",3341,"RDM 7,000",NA,NA,1
OS,3342,OS,NA,NA,0
"RAL 3,500",3343,"RAL 3,500",NA,NA,2
"RDM 7,000",3344,"RDM 7,000",NA,NA,1
"RDM 7,000",3345,"RDM 7,000",NA,NA,1
"RDL 20,000",3346,"RDL 20,000",NA,NA,1
"RDL 12,000",3347,"RDL 12,000",NA,NA,1
"RDM 7,000",3348,"RDM 7,000",NA,NA,1
"RDM 7,000",3349,"RDM 7,000",NA,NA,1
"RAL 3,500",3350,"RAL 3,500",NA,NA,2
"RDM 7,000",3351,"RDM 7,000",NA,NA,1
"RAL 3,000",3352,"RAL 3,000",NA,NA,2
"RDM 7,000",3353,"RDM 7,000",NA,NA,1
"RDM 7,000",3354,"RDM 7,000",NA,NA,1
"RDM 7,000",3355,"RDM 7,000",NA,NA,1
OS,3356,OS,NA,NA,0
MU-D,3357,MU-D,NA,NA,0
MU-D,3358,MU-D,NA,NA,0
"RDL 12,000",3359,"RDL 12,000",NA,NA,1
"RDM 7,000",3360,"RDM 7,000",NA,NA,1
"RDM 7,000",3361,"RDM 7,000",NA,NA,1
RE 1,3362,RE 1,NA,NA,1
"RDM 9,000",3363,"RDM 9,000",NA,NA,1
"RDM 7,000",3364,"RDM 7,000",NA,NA,1
"RAL 3,500",3365,"RAL 3,500",NA,NA,2
"RDM 7,000",3366,"RDM 7,000",NA,NA,1
"RDM 7,000",3367,"RDM 7,000",NA,NA,1
"RDM 7,000",3368,"RDM 7,000",NA,NA,1
"RDM 7,000",3369,"RDM 7,000",NA,NA,1
"RAL 3,000",3370,"RAL 3,000",NA,NA,2
RAM,3371,RAM,NA,NA,2
"RDL 12,000",3372,"RDL 12,000",NA,NA,1
"RDL 12,000",3373,"RDL 12,000",NA,NA,1
"RAL 3,500",3374,"RAL 3,500",NA,NA,2
RAM,3375,RAM,NA,NA,2
"RDM 7,000",3376,"RDM 7,000",NA,NA,1
"RAL 3,000",3377,"RAL 3,000",NA,NA,2
"RAL 3,500",3378,"RAL 3,500",NA,NA,2
RAM,3379,RAM,NA,NA,2
"RDM 7,000",3380,"RDM 7,000",NA,NA,1
"RDM 7,000",3381,"RDM 7,000",NA,NA,1
"RAL 3,500",3382,"RAL 3,500",NA,NA,2
"RDL 12,000",3383,"RDL 12,000",NA,NA,1
"RAL 3,000",3384,"RAL 3,000",NA,NA,2
"RDM 9,000",3385,"RDM 9,000",NA,NA,1
"RDM 7,000",3386,"RDM 7,000",NA,NA,1
"RDM 7,000",3387,"RDM 7,000",NA,NA,1
"RDM 7,000",3388,"RDM 7,000",NA,NA,1
"RDM 7,000",3389,"RDM 7,000",NA,NA,1
"RDM 7,000",3390,"RDM 7,000",NA,NA,1
"RDL 12,000",3391,"RDL 12,000",NA,NA,1
"RDM 9,000",3392,"RDM 9,000",NA,NA,1
"RDM 7,000",3393,"RDM 7,000",NA,NA,1
"RDM 7,000",3394,"RDM 7,000",NA,NA,1
"RDM 7,000",3395,"RDM 7,000",NA,NA,1
"RDM 7,000",3396,"RDM 7,000",NA,NA,1
"RDM 7,000",3397,"RDM 7,000",NA,NA,1
"RAL 3,000",3398,"RAL 3,000",NA,NA,2
"RAL 3,500",3399,"RAL 3,500",NA,NA,2
"RDM 7,000",3400,"RDM 7,000",NA,NA,1
"RDL 12,000",3401,"RDL 12,000",NA,NA,1
"RDM 7,000",3402,"RDM 7,000",NA,NA,1
"RDM 7,000",3403,"RDM 7,000",NA,NA,1
"RAL 3,000",3404,"RAL 3,000",NA,NA,2
"RDL 20,000",3405,"RDL 20,000",NA,NA,1
"RDM 7,000",3406,"RDM 7,000",NA,NA,1
IL,3407,IL,NA,NA,0
IL,3408,IL,NA,NA,0
"RDM 7,000",3409,"RDM 7,000",NA,NA,1
"RDM 7,000",3410,"RDM 7,000",NA,NA,1
RE 1,3411,RE 1,NA,NA,1
"RDM 7,000",3412,"RDM 7,000",NA,NA,1
"RDM 7,000",3413,"RDM 7,000",NA,NA,1
"RDM 7,000",3414,"RDM 7,000",NA,NA,1
"RAL 3,500",3415,"RAL 3,500",NA,NA,2
"RAL 3,500",3416,"RAL 3,500",NA,NA,2
"RDL 12,000",3417,"RDL 12,000",NA,NA,1
CS,3418,CS,NA,NA,0
"RDM 7,000",3419,"RDM 7,000",NA,NA,1
"RDL 20,000",3420,"RDL 20,000",NA,NA,1
OS,3421,OS,NA,NA,0
"RDM 7,000",3422,"RDM 7,000",NA,NA,1
IL,3423,IL,NA,NA,0
RE 1,3424,RE 1,NA,NA,1
RE 1,3425,RE 1,NA,NA,1
"RDM 7,000",3426,"RDM 7,000",NA,NA,1
"RDM 7,000",3427,"RDM 7,000",NA,NA,1
"RDM 7,000",3428,"RDM 7,000",NA,NA,1
"RDL 12,000",3429,"RDL 12,000",NA,NA,1
"RAL 3,000",3430,"RAL 3,000",NA,NA,2
"RAL 3,000",3431,"RAL 3,000",NA,NA,2
"RAL 3,000",3432,"RAL 3,000",NA,NA,2
"RAL 3,000",3433,"RAL 3,000",NA,NA,2
"RAL 3,000",3434,"RAL 3,000",NA,NA,2
"RDM 7,000",3435,"RDM 7,000",NA,NA,1
"RDL 12,000",3436,"RDL 12,000",NA,NA,1
"RDM 7,000",3437,"RDM 7,000",NA,NA,1
"RDM 7,000",3438,"RDM 7,000",NA,NA,1
MU,3439,MU,NA,NA,2
"RDL 12,000",3440,"RDL 12,000",NA,NA,1
"RDM 7,000",3441,"RDM 7,000",NA,NA,1
"RDM 7,000",3442,"RDM 7,000",NA,NA,1
"RAL 3,000",3443,"RAL 3,000",NA,NA,2
CH,3444,CH,NA,NA,0
"RDL 12,000",3445,"RDL 12,000",NA,NA,1
"RDL 12,000",3446,"RDL 12,000",NA,NA,1
IL,3447,IL,NA,NA,0
"RAL 3,500",3448,"RAL 3,500",NA,NA,2
"RDM 7,000",3449,"RDM 7,000",NA,NA,1
"RAL 3,500",3450,"RAL 3,500",NA,NA,2
"RDM 7,000",3451,"RDM 7,000",NA,NA,1
"RDM 7,000",3452,"RDM 7,000",NA,NA,1
"RDM 7,000",3453,"RDM 7,000",NA,NA,1
"RDM 9,000",3454,"RDM 9,000",NA,NA,1
"RAL 3,000",3455,"RAL 3,000",NA,NA,2
"RAL 3,500",3456,"RAL 3,500",NA,NA,2
"RDL 20,000",3457,"RDL 20,000",NA,NA,1
"RDM 7,000",3458,"RDM 7,000",NA,NA,1
"RDM 7,000",3459,"RDM 7,000",NA,NA,1
"RDM 7,000",3460,"RDM 7,000",NA,NA,1
"RDL 12,000",3461,"RDL 12,000",NA,NA,1
"RDM 7,000",3462,"RDM 7,000",NA,NA,1
"RDM 7,000",3463,"RDM 7,000",NA,NA,1
"RDM 7,000",3464,"RDM 7,000",NA,NA,1
RAM,3465,RAM,NA,NA,2
"RDM 7,000",3466,"RDM 7,000",NA,NA,1
"RDM 7,000",3467,"RDM 7,000",NA,NA,1
"RDM 7,000",3468,"RDM 7,000",NA,NA,1
"RDM 9,000",3469,"RDM 9,000",NA,NA,1
"RDL 20,000",3470,"RDL 20,000",NA,NA,1
"RDL 20,000",3471,"RDL 20,000",NA,NA,1
"RDM 7,000",3472,"RDM 7,000",NA,NA,1
OS,3473,OS,NA,NA,0
"RDM 7,000",3474,"RDM 7,000",NA,NA,1
"RDM 7,000",3475,"RDM 7,000",NA,NA,1
"RDM 7,000",3476,"RDM 7,000",NA,NA,1
"RDM 7,000",3477,"RDM 7,000",NA,NA,1
"RDM 7,000",3478,"RDM 7,000",NA,NA,1
"RAL 3,500",3479,"RAL 3,500",NA,NA,2
"RAL 3,500",3480,"RAL 3,500",NA,NA,2
MU-D_MF,3481,MU-D_MF,NA,NA,2
MU-D_MF,3482,MU-D_MF,NA,NA,2
"RDM 7,000",3483,"RDM 7,000",NA,NA,1
"RDM 7,000",3484,"RDM 7,000",NA,NA,1
