gnrl_p_,id,edt_g__,zoning
701 - Low density residential (less than 6 units/Gr. acre),425,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),426,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),427,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),428,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),429,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),430,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),431,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),432,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),433,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),434,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),435,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),436,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),437,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),438,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),439,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),440,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),441,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),442,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),443,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),444,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),445,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),446,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),447,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),448,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),449,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),450,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),451,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),452,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),453,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),454,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),455,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),456,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),457,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),458,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),459,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),460,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),461,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),462,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),463,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),464,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),465,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),466,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),467,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),468,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),469,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),470,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),471,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),472,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),473,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),474,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),475,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),476,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),477,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),478,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),479,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),480,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),481,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),482,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),483,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),484,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),485,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),486,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),487,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),488,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),489,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),490,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),491,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),492,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),493,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),494,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),495,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),496,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),497,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),498,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),499,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),500,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),501,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),502,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),503,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Low density residential (less than 6 units/Gr. acre),504,701 - Low density residential (less than 6 units/Gr. acre),1
701 - Medium density residential (14-20 units/Gr. acre),505,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),506,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),507,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),508,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),509,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),510,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),511,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),512,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),513,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),514,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),515,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),516,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),517,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),518,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),519,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),520,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),521,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),522,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),523,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),524,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),525,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),526,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),527,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),528,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),529,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),530,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),531,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),532,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),533,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),534,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),535,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),536,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),537,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),538,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),539,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),540,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),541,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),542,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),543,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),544,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),545,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),546,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),547,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),548,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),549,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),550,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),551,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),552,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),553,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),554,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),555,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),556,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),557,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),558,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),559,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),560,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),561,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),562,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),563,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),564,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),565,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),566,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),567,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium density residential (14-20 units/Gr. acre),568,701 - Medium density residential (14-20 units/Gr. acre),2
701 - Medium to High Density Residential/ Commercial,569,701 - Medium to High Density Residential/ Commercial,2
701 - Medium to High Density Residential/ Commercial,570,701 - Medium to High Density Residential/ Commercial,2
701 - Medium to High Density Residential/ Commercial,571,701 - Medium to High Density Residential/ Commercial,2
701 - Medium to High Density Residential/ Commercial,572,701 - Medium to High Density Residential/ Commercial,2
701 - Medium to High Density Residential/ Commercial,573,701 - Medium to High Density Residential/ Commercial,2
701 - Medium to High Density Residential/ Commercial,574,701 - Medium to High Density Residential/ Commercial,2
701 - Mobile home park,575,701 - Mobile home park,2
701 - Mobile home park,576,701 - Mobile home park,2
701 - Mobile home park,577,701 - Mobile home park,2
701 - Mobile home park,578,701 - Mobile home park,2
701 - Neighborhood Commercial,579,701 - Neighborhood Commercial,0
701 - Neighborhood Commercial,580,701 - Neighborhood Commercial,0
701 - Neighborhood Commercial,581,701 - Neighborhood Commercial,0
701 - Neighborhood Commercial,582,701 - Neighborhood Commercial,0
701 - Neighborhood Commercial,583,701 - Neighborhood Commercial,0
701 - Neighborhood Commercial,584,701 - Neighborhood Commercial,0
701 - Neighborhood Commercial,585,701 - Neighborhood Commercial,0
701 - Neighborhood Commercial,586,701 - Neighborhood Commercial,0
701 - Open Space,587,701 - Open Space,0
701 - Open Space,588,701 - Open Space,0
701 - Open Space,589,701 - Open Space,0
701 - Open Space,590,701 - Open Space,0
701 - Open Space,591,701 - Open Space,0
701 - Open Space,592,701 - Open Space,0
701 - Open Space,593,701 - Open Space,0
701 - Open Space,594,701 - Open Space,0
701 - Open Space,595,701 - Open Space,0
701 - Open Space,596,701 - Open Space,0
701 - Open Space,597,701 - Open Space,0
701 - Open Space,598,701 - Open Space,0
701 - Open Space,599,701 - Open Space,0
701 - Open Space,600,701 - Open Space,0
701 - Open Space,601,701 - Open Space,0
701 - Open Space,602,701 - Open Space,0
701 - Open Space,603,701 - Open Space,0
701 - Open Space,604,701 - Open Space,0
701 - Open Space,605,701 - Open Space,0
701 - Open Space,606,701 - Open Space,0
701 - Open Space,607,701 - Open Space,0
701 - Open Space,608,701 - Open Space,0
701 - Open Space,609,701 - Open Space,0
701 - Open Space,610,701 - Open Space,0
701 - Open Space,611,701 - Open Space,0
701 - Open Space,612,701 - Open Space,0
701 - Professional Office,613,701 - Professional Office,0
701 - Professional Office,614,701 - Professional Office,0
701 - Professional Office,615,701 - Professional Office,0
701 - Professional Office,616,701 - Professional Office,0
701 - Professional Office,617,701 - Professional Office,0
701 - Professional Office,618,701 - Professional Office,0
701 - Professional Office,619,701 - Professional Office,0
701 - Professional Office,620,701 - Professional Office,0
701 - Professional Office,621,701 - Professional Office,0
701 - Professional Office,622,701 - Professional Office,0
701 - Professional Office,623,701 - Professional Office,0
701 - Professional Office,624,701 - Professional Office,0
701 - Professional Office,625,701 - Professional Office,0
701 - Professional Office,626,701 - Professional Office,0
701 - Professional Office,627,701 - Professional Office,0
701 - Professional Office,628,701 - Professional Office,0
701 - Professional Office,629,701 - Professional Office,0
701 - Professional Office,630,701 - Professional Office,0
701 - Professional Office,631,701 - Professional Office,0
701 - Professional Office,632,701 - Professional Office,0
701 - Professional Office,633,701 - Professional Office,0
701 - Professional Office,634,701 - Professional Office,0
701 - Professional Office,635,701 - Professional Office,0
701 - Professional Office,636,701 - Professional Office,0
701 - Professional Office,637,701 - Professional Office,0
701 - Professional Office,638,701 - Professional Office,0
701 - Professional Office,639,701 - Professional Office,0
701 - Professional Office,640,701 - Professional Office,0
701 - Professional Office,641,701 - Professional Office,0
701 - Professional Office,642,701 - Professional Office,0
701 - Professional Office,643,701 - Professional Office,0
701 - Research and Development,644,701 - Research and Development,0
701 - Research and Development,645,701 - Research and Development,0
701 - Research and Development,646,701 - Research and Development,0
701 - Research and Development,647,701 - Research and Development,0
701 - Research and Development,648,701 - Research and Development,0
701 - Research and Development,649,701 - Research and Development,0
701 - Residential/ Commercial/ Office,650,701 - Residential/ Commercial/ Office,0
701 - Residential/ Commercial/ Office,651,701 - Residential/ Commercial/ Office,0
701 - Residential/ Commercial/ Office,652,701 - Residential/ Commercial/ Office,0
701 - Residential/ Commercial/ Office,653,701 - Residential/ Commercial/ Office_MultiFamily,2
701 - Residential/ Commercial/ Office,654,701 - Residential/ Commercial/ Office,0
701 - Residential/ Commercial/ Office,655,701 - Residential/ Commercial/ Office,0
701 - Residential/ Commercial/ Office,656,701 - Residential/ Commercial/ Office,0
701 - Residential/ Commercial/ Office,657,701 - Residential/ Commercial/ Office,0
701 - Residential/ Commercial/ Office,658,701 - Residential/ Commercial/ Office_MultiFamily,2
