apn,fld_firm_z,gp_values1,gpz_gen_pl,gpz_z_labe,lot_tot_po,parcelid,prc_legal_,prc_puc_co,prc_situs1,prc_situs_,prc_tax_co,site_addre,Zoning,Area_sqmi
060341040,X,Residential Low Density,RL,R1U,6549.75,23-1119,LOT 22 BLOCK D MENLO PARK VILLA LOTS RSM 1/93,01,94025,MENLO PARK,008,25 BUCKTHORN WAY,1,3.73577066391e-4
062383120,AE,Residential Medium Density,RM,R2,7253.82,23-4647,LOT 7 BLOCK 10 NORTH PALO ALTO,91,94025,MENLO PARK,008,1985 MENALTO AVE,2,4.13741747461e-4
063425100,AE,Residential Medium Density,RM,R2,4682.6,23-353,44.46 FT X 104.50 FT MOL ON OAK CT COM 109.77 FT ELY   FRM MENALTO ST PTN OF LOT 52 LESS PTN OF OAK ST 4TH    ADD RUNNYMEDE CHAS WEEKS POULTRY COLONY,01,94025,MENLO PARK,008,124 OAK CT,2,2.67070730954e-4
061390320,X,Residential Low Density,RL,R1U,8989.64,23-4867,LOT 12 MILLS COURT RSM 26/10 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1440 MILLS CT,1,5.12713668142e-4
062366020,AE,Residential Low Density,RL,R1U,4999.9,23-4504,FRONT 100 FT OF LOT 16 BLOCK 9 NORTH PALO ALTO,95,94025,MENLO PARK,008,404 CENTRAL AVE,1,2.85168217754e-4
062343140,AE,Residential Low Density,RL,R1U,5005.15,23-4399,LOT 68 THE WILLOWS MAP NO 4 RSM 24/54,01,94025,MENLO PARK,008,338 BARTON WAY,1,2.85467128942e-4
061390260,X,Residential Low Density,RL,R1S,8400.12,23-4872,70 FT X 120 FT COR OF LAUREL AVE & GLENWOOD AVE PTN OF LOT 202 MENLO PARK VILLA ASSN,01,94025,MENLO PARK,008,1401 LAUREL ST,1,4.7909141765e-4
061382110,X,Residential Medium Density,RM,R2,7837.87,23-5050,LOT 34 & WLY 14 FT OF LOT 35 SELY 7 FT OF LOT 33       RAVENSWOOD GROVE RSM 27/7 CITY OF MENLO PARK,02,94025,MENLO PARK,008,1057 MARCUSSEN DR,2,4.47025445834e-4
062501050,X,Residential Low Density,RL,R1S,13878.17,23-766,LOT 5 VINTAGE OAKS-UNIT NO 1 RSM 126/35-42,01,94025,MENLO PARK,008,40 GLORIA CIR,1,7.9152849709e-4
062311210,AE,Residential Low Density,RL,R1U,5005.36,23-4801,LOT 14 THE WILLOWS,01,94025,MENLO PARK,008,318 WILLOW RD,1,2.85478402601e-4
062312210,AE,Residential Low Density,RL,R1U,5079.6,23-4766,LOT 53 THE WILLOWS MAP NO 2,01,94025,MENLO PARK,008,354 MCKENDRY PL,1,2.89694549285e-4
062501010,X,Residential Low Density,RL,R1S,13569.04,23-764,LOT 1 VINTAGE OAKS-UNIT NO 1 RSM 126/35-42,01,94025,MENLO PARK,008,20 GLORIA CIR,1,7.74055646939e-4
062501020,X,Residential Low Density,RL,R1S,14325.78,23-765,LOT 2 VINTAGE OAKS-UNIT NO 1 RSM 126/35-42,01,94025,MENLO PARK,008,101 SEMINARY DR,1,8.17050905601e-4
063453030,X,Residential Low Density,RL,R1U,10892.67,23-3596,NLY 0.22 AC OF LOT 4 DOUGLASS TRACT RSM 28/32,01,94025,MENLO PARK,008,329 OAK CT,1,6.21259335395e-4
063425270,X,Residential Low Density,RL,R1U,11259.05,23-336,.25 AC MOL ON NLY LINE OF OAK ST PTN OF LOT 56 4TH ADD RUNNYMEDE CHAS WEEKS POULTRY COLONY,01,94025,MENLO PARK,008,223 OAK CT,1,6.4306309088e-4
062342170,AE,Residential Low Density,RL,R1U,7772.9,23-4423,LOT 102 THE WILLOWS MAP NO 4 RSM 24/54,01,94025,MENLO PARK,008,339 BARTON PL,1,4.4330792057e-4
062366160,AE,Commercial Retail,CR,C2,8492.68,23-4491,LOT 1 & SLY 6.77 FT OF LOT 2 BLOCK 9 NORTH PALO ALTO,11,94025,MENLO PARK,008,104 GILBERT AVE,0,4.8437652043e-4
063453130,X,Residential Low Density,RL,R1U,10521.75,23-3606,LOT 11 WOODLAND GARDENS RSM 22/70,01,94025,MENLO PARK,008,476 OAK CT,1,5.96142859064e-4
061381140,X,Residential Medium Density,RM,R2,7885.86,23-5057,LOT 1 & SELY 20.80 FT OF LOT 2 RAVENSWOOD GROVE RSM    27/7 CITY OF MENLO PARK,02,94025,MENLO PARK,008,192 RAVENSWOOD AVE,2,4.49774679678e-4
063425250,X,Residential Low Density,RL,R1U,5760.02,23-338,.132 AC MOL PTN OF LOT 54 4TH ADD RUNNYMEDE CHAS WEEKS POULTRY COLONY,01,94025,MENLO PARK,008,189 OAK CT,1,3.28520238139e-4
063425110,X,Residential Medium Density,RM,R2,6137.19,23-352,.10 AC MOL PTN OF LOT 52 4TH ADD RUNNYMEDE CHAS WEEKS  POULTRY COLONY,01,94025,MENLO PARK,008,132 OAK CT,2,3.5229476914e-4
060344240,X,El Camino Real/Downtown Specific Plan,ECRDSP,SP-ECR-D,7976.66,23-1091,0.18 AC MOL BEING PTN OF LOT 1 PARK FOREST UNIT NO 1   RSM 58/39 40,12,94025,MENLO PARK,008,1616 EL CAMINO REAL,0,4.54938157683e-4
062272210,X(S),Residential Low Density,RL,R1U,6999.43,23-4010,50 FT X 140 FT ON SANTA MARGARITA AVE COM 100 FT FR    NASH AVEPTN OF LOTS 4 5 BLOCK 6 NASH TRACT,01,94025,MENLO PARK,008,284 SANTA MARGARITA AVE,1,3.99208261107e-4
061390310,X,Residential Low Density,RL,R1U,9252.95,23-4868,LOT 13 MILLS COURT RSM 26/10 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1430 MILLS CT,1,5.27729861793e-4
062312200,AE,Residential Low Density,RL,R1U,5919.27,23-4767,LOT 54 THE WILLOWS MAP NO 2,01,94025,MENLO PARK,008,350 MCKENDRY PL,1,3.37588636245e-4
062272550,AE,Residential Low Density,RL,R1U,15500.6,23-3970,LOT 1 BLK 6 LESS NWLY 2 FT NASH TRACT,01,94025,MENLO PARK,008,291 WILLOW RD,1,8.84064864805e-4
062367020,AE,Residential Low Density,RL,R1U,6999.9,23-4489,LOT 15 BLK 4 NORTH PALO ALTO,01,94025,MENLO PARK,008,334 LAUREL AVE,1,3.99236192808e-4
062343210,AE,Residential Low Density,RL,R1U,6099.95,23-4392,SELY 31 FT OF LOT 4 & NWLY 30 FT OF LOT 5 NOVA TERRACE RSM 31/47,01,94025,MENLO PARK,008,331 NOVA LN,1,3.47907643373e-4
061382120,X,Residential Medium Density,RM,R2,7806.84,23-5049,ELY 35 FT OF LOT 35 & WLY 35 FT OF LOT 36 RAVENSWOOD   GROVE RSM 27/7 CITY OF MENLO PARK,02,94025,MENLO PARK,008,1047 MARCUSSEN DR,2,4.45254484032e-4
062311410,AE,Residential Low Density,RL,R1U,5005.44,23-4785,LOT 27 THE WILLOWS MAP NO 2,01,94025,MENLO PARK,008,343 MCKENDRY DR,1,2.85481929786e-4
062312250,AE,Residential Low Density,RL,R1U,5457.85,23-4762,LOT 49 THE WILLOWS MAP NO 2,01,94025,MENLO PARK,008,347 MARMONA DR,1,3.11285191517e-4
063472040,X,Residential Medium Density,RM,R3,8999.88,23-3632,NLY 25 FT OF LOT 3 BLOCK 1 & SLY 50 FT OF LOT 4 BLOCK  1 WOODLAND PLACE RSM 7/24,96,94025,MENLO PARK,008,1943 EUCLID AVE 1,2,5.13305463202e-4
063425080,AE,Residential Medium Density,RM,R2,10544.96,23-355,.22AC MOL PTN OF LOT 52 BEING 80 FT ON MENALTO ST 4TH  ADD RUNNYMEDE CHAS WEEKS POULTRY COLONY,91,94025,MENLO PARK,008,1922 MENALTO AVE,2,6.01426486152e-4
062342200,AE,Residential Low Density,RL,R1U,5523.58,23-4420,LOT 99 THE WILLOWS MAP NO 4 RSM 24/54,01,94025,MENLO PARK,008,329 BARTON WAY,1,3.15034293492e-4
062342190,AE,Residential Low Density,RL,R1U,5360.18,23-4421,LOT 100 THE WILLOWS MAP NO 4 RSM 24/54,01,94025,MENLO PARK,008,331 BARTON PL,1,3.05729958703e-4
062362090,X(S),Residential Low Density,RL,R1U,6250.23,23-4563,ELY 125 FT OF LOT 7 BLK 5 NORTH PALO ALTO,01,94025,MENLO PARK,008,329 LAUREL AVE,1,3.56478464457e-4
062362030,AE,Residential Low Density,RL,R1U,8710.41,23-4569,LOT 11 BLOCK 5 NORTH PALO ALTO,01,94025,MENLO PARK,008,334 POPE ST,1,4.97365019321e-4
061421190,X,Residential Medium Density,RM,R3,8943.16,23-4838,LOT 8 ENCINAL PARK RSM 48/7 CITY OF MENLO PARK,05,94025,MENLO PARK,008,475 ENCINAL AVE B,2,5.10069758728e-4
062271220,AE,Residential Low Density,RL,R1U,8839.11,23-4054,LOT 21 ALCORN TRACT RESUB OF LOTS 3 4 5 & 6 & PTN OF   LOTS 9 10 11 12 RSM 29/26,01,94025,MENLO PARK,008,286 SAN LUIS DR,1,5.04145011351e-4
062271360,X,Residential Low Density,RL,R1U,7079.32,23-4040,54.875 FT X 129 FT ON SANTA MARGARITA AVE COM 200 FT   FROM NASH AVE PTN LOT 12 ALCORN TRACT,01,94025,MENLO PARK,008,275 SANTA MARGARITA AVE,1,4.03763614482e-4
062342180,X(S),Residential Low Density,RL,R1U,6506.63,23-4422,LOT 101 THE WILLOWS MAP NO 4 RSM 24/54,01,94025,MENLO PARK,008,335 BARTON PL,1,3.71115591411e-4
063425290,X,Residential Low Density,RL,R1U,7747.24,23-334,.17 AC MOL PTN LOT 53 4TH ADD RUNNYMEDE CHAS WEEKS     POULTRY COLONY,01,94025,MENLO PARK,008,148 OAK CT,1,4.41859016017e-4
063425300,X,Residential Low Density,RL,R1U,14036.43,23-333,.33 AC MOL PTN OF LOT 53 4TH ADD RUNNYMEDE CHAS WEEKS  POULTRY COLONY,01,94025,MENLO PARK,008,154 OAK CT,1,8.00554685875e-4
062311200,AE,Residential Low Density,RL,R1U,5005,23-4802,LOT 15 THE WILLOWS,01,94025,MENLO PARK,008,304 WILLOW RD,1,2.85456968926e-4
062343130,AE,Residential Low Density,RL,R1U,5005.27,23-4400,LOT 69 THE WILLOWS MAP NO 4 RSM 24/54,01,94025,MENLO PARK,008,332 BARTON WAY,1,2.85472765512e-4
063423030,X,Residential Low Density,RL,R1U,9533.9,23-3540,0.22 AC MOL ON NLY LINE OF OAK ST PTN OF LOT 57 4TH    ADD RUNNYMEDE RSM 10/28 CHAS WEEKS POULTRY COLONY,01,94025,MENLO PARK,008,315 OAK CT,1,5.43760822863e-4
060344250,X,El Camino Real/Downtown Specific Plan,ECRDSP,SP-ECR-D,9203.44,23-18,0.20 AC MOL ON NELY COR OF EL CAMINO REAL & STONE PINE LANE PTN OF LOT 1 PARK FOREST UNIT NO 1 RSM 58/39 40,17,94025,MENLO PARK,008,1610 EL CAMINO REAL A,0,5.249161684e-4
061390300,X,Residential Low Density,RL,R1U,9515.01,23-4869,LOT 14 MILLS COURT RSM 26/10 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1420 MILLS CT,1,5.42674618045e-4
062367030,AE,Residential Low Density,RL,R1U,6999.9,23-4488,LOT 14 BLK 4 NORTH PALO ALTO,01,94025,MENLO PARK,008,345 CENTRAL AVE,1,3.99235428044e-4
061390360,X,Residential Low Density,RL,R1U,10312.81,23-4863,LOT 8 MILLS COURT RSM 26/10 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1455 MILLS CT,1,5.88161392924e-4
062361050,AE,Residential Low Density,RL,R1U,8434.47,23-4471,LOT 24 BLOCK 1 NORTH PALO ALTO,01,94025,MENLO PARK,008,333 POPE ST,1,4.80384893292e-4
062272200,AE,Residential Low Density,RL,R1U,7000.06,23-4011,50 FT X 140 FT ON SANTA MARGARITA AVE COM 150 FT FR    NASH AVEPTN OF LOTS 4 & 5 BLOCK 6 NASH TRACT,01,94025,MENLO PARK,008,278 SANTA MARGARITA AVE,1,3.99242164728e-4
061401010,X,Residential Medium Density,RM,R3,15587.92,23-4941,LOTS 22 23 BLOCK B EDGAR MILLS TRACT,91,94025,MENLO PARK,008,417 GLENWOOD AVE,2,8.89034460379e-4
061382130,X,Residential Medium Density,RM,R2,7589.37,23-5048,SELY 14 FT F & R MEAS OF LOT 36 LOT 37 & NWLY 7 FT F & R MEAS OF LOT 38 RAVENSWOOD GROVE RSM 27/7 CITY OF     MENLO PARK,02,94025,MENLO PARK,008,1037 MARCUSSEN DR,2,4.32850463099e-4
061421240,X,Residential Medium Density,RM,R3,7497.92,23-4835,LOT 5 ENCINAL PARK RSM 48/7 CITY OF MENLO PARK,05,94025,MENLO PARK,008,465 GARWOOD WAY A,2,4.27632928286e-4
061460030,X,Residential Medium Density,RM,R3,837.06,23-9579,LOT C PATRICK-HARRIS TOWNHOUSES P M VOL 61/3-4,01,94025,MENLO PARK,008,445 GARWOOD WAY,2,4.7740362556e-5
062368020,AE,Residential Low Density,RL,R1U,6999.9,23-4485,LOT 19 BLK 3 NORTH PALO ALTO,01,94025,MENLO PARK,008,352 CENTRAL AVE,1,3.99234341658e-4
063453110,X,Residential Low Density,RL,R1U,11213.98,23-3604,LOT 13 ELY 8 FT IRREG STRIP OF LOT 14 WOODLAND GARDENS RSM 22/70,01,94025,MENLO PARK,008,468 OAK CT,1,6.36090162735e-4
063425330,X,Residential Low Density,RL,R1U,6026.07,23-330,.128 AC MOL PTN OF LOT 54 4TH ADD RUNNYMEDE CHAS WEEKS POULTRY COLONY,01,94025,MENLO PARK,008,182 OAK CT,1,3.44159605183e-4
063425310,X,Residential Low Density,RL,R1U,8564.31,23-332,.20 AC MOL COM 406.67 FT FRM NELY COR PTN OF LOT 53    4TH ADD RUNNYMEDE CHAS WEEKS POULTRY COLONY,01,94025,MENLO PARK,008,168 OAK CT,1,4.88455491888e-4
062312190,AE,Residential Low Density,RL,R1U,5546.99,23-4768,LOT 55 THE WILLOWS MAP NO 2,01,94025,MENLO PARK,008,344 MCKENDRY PL,1,3.16358208274e-4
062343120,AE,Residential Low Density,RL,R1U,5005.1,23-4401,LOT 70 THE WILLOWS MAP NO 4 RSM 24/54,01,94025,MENLO PARK,008,326 BARTON WAY,1,2.85461835998e-4
062271180,X(S),Residential Low Density,RL,R1U,7799.28,23-4058,LOT 17 ALCORN TRACT RESUB OF LOTS 3 4 5 & 6 & PTN OF   LOTS 9 10 11 12 RSM 29/26,01,94025,MENLO PARK,008,270 SANTA MONICA AVE,1,4.44818577023e-4
063472030,X,Residential Medium Density,RM,R3,5729.87,23-3631,NLY 47 FT OF SLY 50 FT OF LOT 3 BLOCK 1 WOODLAND PLACE RSM 7/24,01,94025,MENLO PARK,008,1925 EUCLID AVE,2,3.26800026432e-4
062272190,AE,Residential Low Density,RL,R1U,11017.58,23-4012,NELY 55.5 FT OF LOT 19 ALCORN TRACT,01,94025,MENLO PARK,008,272 SANTA MARGARITA AVE,1,6.28376254691e-4
062342020,AE,Residential Low Density,RL,R1U,5035.49,23-4755,LOT 41 THE WILLOWS MAP NO 2,01,94025,MENLO PARK,008,340 MARMONA DR,1,2.87194748296e-4
063453120,X,Residential Low Density,RL,R1U,9506.98,23-3605,LOT 12 WOODLAND GARDENS RSM 22/70,01,94025,MENLO PARK,008,472 OAK CT,1,5.40139222665e-4
062272260,AE,Residential Low Density,RL,R1U,7850.58,23-4006,NELY 1/2 OF LOT 2 BLOCK 6 NASH TRACT,01,94025,MENLO PARK,008,285 WILLOW RD,1,4.47749824823e-4
063425370,X,Residential Low Density,RL,R1U,10875.42,23-326,PARCEL 1 .241 AC MOL PARCEL MAP VOL 67/52-53,01,94025,MENLO PARK,008,184 OAK CT,1,6.2029182774e-4
061390370,X,Residential Low Density,RL,R1U,8667.67,23-4862,LOT 7 MILLS COURT RSM 26/10 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1449 MILLS CT,1,4.9436726112e-4
062390670,X,Commercial Offices,CO,C1(X),131262.22,23-5083,LOT 3 3.013 AC MOL PARCEL MAP VOL 47/29-31,19,94025,MENLO PARK,008,333 RAVENSWOOD AVE,0,0.007486117473618
062271190,X(S),Residential Low Density,RL,R1U,7653.56,23-4057,LOT 18 ALCORN TRACT RESUB OF LOTS 3 4 5 & 6 & PTN OF   LOTS 9 10 11 12 RSM 29/26,01,94025,MENLO PARK,008,274 SAN LUIS DR,1,4.36503748182e-4
062353100,AE,Residential Low Density,RL,R1U,7004.61,23-4482,LOT 17 BLOCK 4 NORTH PALO ALTO,01,94025,MENLO PARK,008,324 LAUREL AVE,1,3.98972090673e-4
062362110,AE,Residential Low Density,RL,R1U,8558.32,23-4561,LOT 5 BLOCK 5 NORTH PALO ALTO,01,94025,MENLO PARK,008,321 LAUREL AVE,1,4.88159927473e-4
062312160,AE,Residential Low Density,RL,R1U,5725.58,23-4770,LOT 57 THE WILLOWS MAP NO 2,01,94025,MENLO PARK,008,334 MCKENDRY PL.,1,3.26555482802e-4
062361040,AE,Residential Low Density,RL,R1U,8398.76,23-4472,LOT 23 BLOCK 1 NORTH PALO ALTO,01,94025,MENLO PARK,008,329 POPE ST,1,4.79016061791e-4
062342270,X(S),Residential Low Density,RL,R1U,8897.1,23-4413,LOT 92 THE WILLOWS MAP NO 4 RSM 24/54,01,94025,MENLO PARK,008,514 CONCORD DR,1,5.05928856062e-4
061421170,X,Residential Medium Density,RM,R3,8189.89,23-4840,LOT 6 ENCINAL PARK RSM 48/7 CITY OF MENLO PARK,05,94025,MENLO PARK,008,1560 SAN ANTONIO ST A,2,4.67096332777e-4
062368030,AE,Commercial Retail,CR,C2,14809.06,23-4484,LOT 17 & 18 BLK 3 NORTH PALO ALTO,12,94025,MENLO PARK,008,105 GILBERT AVE,0,8.44620819014e-4
063425380,X,Residential Low Density,RL,R1U,8324.98,23-325,PARCEL 2 .19 AC MOL PARCEL MAP VOL 67/52-53,01,94025,MENLO PARK,008,198 OAK CT,1,4.74807509668e-4
062311430,AE,Residential Low Density,RL,R1U,5005,23-4783,LOT 25 THE WILLOWS MAP NO 2,01,94025,MENLO PARK,008,329 MCKENDRY DR,1,2.85455186065e-4
063425070,AE,Residential Medium Density,RM,R2,10043.78,23-356,.22 AC MOL HAV 20 FT FRONT ON MENALTO AVE PTN OF LOT   52 4TH ADD RUNNYMEDE CHAS WEEKS POULTRY COLONY,01,94025,MENLO PARK,008,1916 MENALTO AVE,2,5.72837847314e-4
062342210,AE,Residential Low Density,RL,R1U,7460.82,23-4419,LOT 98 THE WILLOWS MAP NO 4 RSM 24/54,01,94025,MENLO PARK,008,319 BARTON WAY,1,4.25521103677e-4
062362010,AE,Residential Low Density,RL,R1U,8227.57,23-4571,LOT 13 BLOCK 5 NORTH PALO ALTO,01,94025,MENLO PARK,008,328 POPE ST,1,4.69745657206e-4
061390380,X,Residential Low Density,RL,R1U,8400.83,23-4861,LOT 6 MILLS COURT RSM 26/10 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1445 MILLS CT,1,4.79131182567e-4
062272270,AE,Residential Low Density,RL,R1U,7849.39,23-4005,50 FT X 207 FT ON WILLOW RD COM 150 FT SWLY FRM NASH   AVE BEING PTN OF LOTS 2 & 3 BLOCK 6 NASH TRACT,01,94025,MENLO PARK,008,279 WILLOW RD,1,4.47666489807e-4
062271210,AE,Residential Low Density,RL,R1U,8838.91,23-4055,LOT 20 ALCORN TRACT RESUB OF LOTS 3 4 5 & 6 & PTN OF   LOTS 9 10 11 12 RSM 29/26,01,94025,MENLO PARK,008,282 SAN LUIS DR,1,5.04122529934e-4
063453140,X,Residential Low Density,RL,R1U,13970.59,23-3607,LOT 10 WOODLAND GARDENS RSM 22/70,01,94025,MENLO PARK,008,488 OAK CT,1,7.94357976458e-4
062342260,AE,Residential Low Density,RL,R1U,8320.33,23-4414,LOT 93 THE WILLOWS MAP NO 4 RSM 24/54,01,94025,MENLO PARK,008,510 CONCORD DR,1,4.73467009134e-4
063425390,X,Residential Low Density,RL,R1U,9855.34,23-324,.23 AC MOL PTN OF LOT 55 4TH ADD RUNNYMEDE CHAS WEEKS  POULTRY COLONY,01,94025,MENLO PARK,008,214 OAK CT,1,5.62088221058e-4
062271380,AE,Residential Low Density,RL,R1U,7078.25,23-4038,54.875 FT X 129 FT ON SANTA MARGARITA AVE COM 309.75   FT FROMNASH AVE PTN LOT 12 ALCORN TRACT,01,94025,MENLO PARK,008,263 SANTA MARGARITA AVE,1,4.03699354e-4
062312270,X,Residential Low Density,RL,R1U,5002.67,23-4760,LOT 47 THE WILLOWS MAP NO 3,01,94025,MENLO PARK,008,325 MARMONA DR,1,2.85322010017e-4
062311180,AE,Residential Low Density,RL,R1U,5005.36,23-4804,LOT 17 THE WILLOWS,01,94025,MENLO PARK,008,292 WILLOW RD,1,2.85475202357e-4
062368010,AE,Residential Low Density,RL,R1U,7000.19,23-4486,LOT 20 BLK 3 NORTH PALO ALTO,01,94025,MENLO PARK,008,348 CENTRAL AVE,1,3.9924910124e-4
062312180,AE,Residential Low Density,RL,R1U,7022.4,23-4769,LOT 56 LESS REAR 30.20 FT X 77.59 FT IRREG PTN THE     WILLOWS MAP NO 2,01,94025,MENLO PARK,008,338 MCKENDRY PL,1,4.00515031391e-4
061382150,X,Residential Medium Density,RM,R2,7892.8,23-5046,LOT 40 & SELY 21 FT OF LOT 39 RAVENSWOOD GROVE RSM     27/7 CITY OF MENLO PARK,02,94025,MENLO PARK,008,194 RAVENSWOOD AVE,2,4.5014596179e-4
062343280,AE,Residential Low Density,RL,R1U,5110.15,23-4385,LOT 12 NOVA TERRACE RSM 31/47,01,94025,MENLO PARK,008,360 NOVA LN,1,2.91674810439e-4
061450010,X,Residential Medium Density,RM,R3,1475.46,23-801A,PARCEL A .033 AC MOL PARCEL MAP VOL 59/74-75,01,94025,MENLO PARK,008,1347 LAUREL ST,2,8.4152472454e-5
062343230,AE,Residential Low Density,RL,R1U,6243.16,23-4390,LOT 7 & SELY 12 FT OF LOT 6 NOVA TERRACE RSM 31/47,01,94025,MENLO PARK,008,351 NOVA LN,1,3.5899968971e-4
063472020,X,Residential Medium Density,RM,R3,6959.3,23-3630,58 FT X 120 FT ON WLY LN OF EUCLID AVE COM 67.90 FT    NLY FR WOODLAND AVE PTN OF LOTS 1 2 & 3 BLOCK 1        WOODLAND PLACE RSM 7/24,01,94025,MENLO PARK,008,1917 EUCLID AVE,2,3.96918145195e-4
061401350,X,Residential Medium Density,RM,R3,7500.85,23-4915,LOT 24 BLOCK B EDGAR MILLS TRACT,01,94025,MENLO PARK,008,425 GLENWOOD AVE,2,4.2779783634e-4
062353150,AE,Residential Low Density,RL,R1U,7031.61,23-4481,LOT 12 BLOCK 4 NORTH PALO ALTO,01,94025,MENLO PARK,008,337 CENTRAL AVE,1,4.01040979315e-4
062343110,AE,Residential Low Density,RL,R1U,5004.75,23-4402,LOT 71 THE WILLOWS MAP NO 4 RSM 24/54,01,94025,MENLO PARK,008,320 BARTON WAY,1,2.85440566351e-4
062271200,AE,Residential Low Density,RL,R1U,9786.41,23-4056,LOT 19 ALCORN TRACT RESUB OF LOTS 3 4 5 & 6 & PTN OF   LOTS 9 10 11 12 RSM 29/26,01,94025,MENLO PARK,008,280 SAN LUIS DR,1,5.58133824296e-4
063453080,X,Residential Low Density,RL,R1U,6309.61,23-3601,60 FT X 112 FT MOL COM 108 FT FR NELY COR OF LOT 17    BEING SELY IRREG PTN OF LOT 17 WOODLAND GARDENS RSM    22/70,00,94025,MENLO PARK,008,NA,1,3.59848747258e-4
061390290,X,Residential Low Density,RL,R1U,9378.66,23-4870,LOT 15 MILLS COURT RSM 26/10 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1410 MILLS CT,1,5.34897691484e-4
062272530,AE,Residential Low Density,RL,R1U,9925.25,23-3972,SWLY 50 FT OF NELY 105.5 FT OF LOT 19 ALCORN TRACT,01,94025,MENLO PARK,008,266 SANTA MARGARITA AVE,1,5.66073769451e-4
061382460,X,Residential Medium Density,RM,R2,2538.04,23-1033H,PARCEL H & 1/8 INT IN LOT L VICTORIA OAKS RSM 58/13,01,94025,MENLO PARK,008,200 RAVENSWOOD AVE,2,1.44752569904e-4
061382420,X,Residential Medium Density,RM,R2,2441.36,23-1033D,PARCEL D & 1/8 INT IN LOT L VICTORIA OAKS RSM 58/13,01,94025,MENLO PARK,008,208 RAVENSWOOD AVE,2,1.39238442772e-4
061382440,X,Residential Medium Density,RM,R2,3211.49,23-1033F,PARCEL F & 1/8 INT IN LOT L VICTORIA OAKS RSM 58/13,01,94025,MENLO PARK,008,204 RAVENSWOOD AVE,2,1.8317251643e-4
061382430,X,Residential Medium Density,RM,R2,2441.59,23-1033E,PARCEL E & 1/8 INT IN LOT L VICTORIA OAKS RSM 58/13,01,94025,MENLO PARK,008,206 RAVENSWOOD AVE,2,1.39251778395e-4
061382410,X,Residential Medium Density,RM,R2,3211.61,23-1033C,PARCEL C & 1/8 INT IN LOT L VICTORIA OAKS RSM 58/13,01,94025,MENLO PARK,008,210 RAVENSWOOD AVE,2,1.83169374889e-4
061460020,X,Residential Medium Density,RM,R3,836.9,23-9578,LOT B PATRICK-HARRIS TOWNHOUSES P M VOL 61/3-4,01,94025,MENLO PARK,008,1518 SAN ANTONIO ST,2,4.7730987412e-5
061460010,X,Residential Medium Density,RM,R3,837.11,23-9577,LOT A PATRICK-HARRIS TOWNHOUSES,01,94025,MENLO PARK,008,1516 SAN ANTONIO ST,2,4.7742694464e-5
062342010,X(U),Residential Low Density,RL,R1U,5176.94,23-4756,LOT 42 THE WILLOWS MAP NO 3,01,94025,MENLO PARK,008,332 MARMONA DR,1,2.95258314994e-4
061390390,X,Residential Low Density,RL,R1U,8610.49,23-4860,LOT 5 MILLS COURT RSM 26/10 CITY OF MENLO PARK,01,94025,MENLO PARK,008,1435 MILLS CT,1,4.91082731487e-4
062353090,AE,Residential Low Density,RL,R1U,7238.57,23-4483,LOT 18 BLOCK 4 NORTH PALO ALTO,01,94025,MENLO PARK,008,322 LAUREL AVE,1,4.13158346097e-4
062362120,AE,Residential Low Density,RL,R1U,8226.75,23-4560,LOT 4 BLOCK 5 NORTH PALO ALTO,91,94025,MENLO PARK,008,313 LAUREL AVE,1,4.69796518469e-4
061401030,X,Residential Medium Density,RM,R3,8130.24,23-4938,LOT 20 BLOCK B EDGAR MILLS TRACT,01,94025,MENLO PARK,008,1333 LAUREL ST,2,4.63692954453e-4
062311440,AE,Residential Low Density,RL,R1U,5005.44,23-4782,LOT 24 THE WILLOWS MAP NO 3,01,94025,MENLO PARK,008,321 MCKENDRY DR,1,2.85478729546e-4
111640999,X,Residential Medium Density,RM,R3,36654.4,23-806,NA,NA,NA,NA,NA,1160 PINE ST,2,0.002090508040235
063453050,X,Residential Low Density,RL,R1U,11131.66,23-3598,LOT 16 & ADJ 9 FT X 141 FT PTN OF LOT 17 WOODLAND      GARDENS RSM 22/70,01,94025,MENLO PARK,008,402 FRENCH CT,1,6.34894412871e-4
061422400,X,El Camino Real/Downtown Specific Plan,ECRDSP,SP-ECR-D,58329.18,23-4810,1.341 AC MOL PTN OF PARCEL 1 PM VOL 7/10,17,94025,MENLO PARK,008,1560 EL CAMINO REAL,0,0.003326665577908
062361030,AE,Residential Low Density,RL,R1U,7051.4,23-4473,LOT 22 BLOCK 1 NORTH PALO ALTO,01,94025,MENLO PARK,008,327 POPE ST,1,4.01932723574e-4
062272670,AE,Residential Low Density,RL,R1U,6695,23-3981,PARCEL A 0.153 AC MOL PARCEL MAP VOL 28/16,01,94025,MENLO PARK,008,277 WILLOW RD B,1,3.81840130605e-4
062342220,X(U),Residential Low Density,RL,R1U,6466.97,23-4418,LOT 97 THE WILLOWS MAP NO 4 RSM 24/54,01,94025,MENLO PARK,008,313 BARTON WAY,1,3.68835919656e-4
