OBJECTID,FACILITYID,ZONINGABBR,REZONINGFI,PDUSE,PDDENSITY,DEVELOPEDA,APPROVALDA,COLORCODE,LASTUPDATE,ENTERPRISE,Zone_descr,Zoning,PDDENS_NUM
215,215,A(PD),00076,Res,4.7,Yes,NA,1,2008-01-16T09:07:19.000Z,PLN-ZONI-0000000215,Planned Development,1,4.7
216,216,A(PD),00079,Com,0,NA,NA,6,2007-11-09T08:57:35.000Z,PLN-ZONI-0000000216,Planned Development,0,0
217,217,A(PD),00081,Res,10.7,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000217,Planned Development,1,10.7
218,218,A(PD),00081,Res,10.7,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000218,Planned Development,1,10.7
219,219,A(PD),00081,Res,10.7,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000219,Planned Development,1,10.7
220,220,A(PD),00085,Com,0,NA,NA,6,2007-10-09T14:50:13.000Z,PLN-ZONI-0000000220,Planned Development,0,0
221,221,A(PD),00089,Res,53,Yes,NA,3,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000221,Planned Development,2,53
222,222,A(PD),00090,Res,12,Yes,NA,2,2007-05-17T15:56:22.000Z,PLN-ZONI-0000000222,Planned Development,1,12
223,223,A(PD),00093,Res,26,Yes,NA,3,2007-11-02T08:21:37.000Z,PLN-ZONI-0000000223,Planned Development,1,26
224,224,A(PD),00100,Res,52,Yes,NA,3,2005-11-28T00:00:00.000Z,PLN-ZONI-0000000224,Planned Development,2,52
225,225,A(PD),00103,Res,36.6,Yes,NA,3,2008-07-10T08:38:02.000Z,PLN-ZONI-0000000225,Planned Development,2,36.6
226,226,A(PD),00104,Res,61.5,Yes,NA,3,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000226,Planned Development,2,61.5
227,227,A(PD),00105,Mix,19.5,Yes,NA,18,2008-09-08T10:19:51.000Z,PLN-ZONI-0000000227,Planned Development,2,19.5
228,228,A(PD),00105,Mix,19.5,Yes,NA,18,2008-09-08T10:19:51.000Z,PLN-ZONI-0000000228,Planned Development,2,19.5
229,229,A(PD),00105,Mix,19.5,Yes,NA,18,2008-09-08T10:19:51.000Z,PLN-ZONI-0000000229,Planned Development,1,19.5
230,230,A(PD),00105,Mix,19.5,Yes,NA,18,2008-09-08T10:19:51.000Z,PLN-ZONI-0000000230,Planned Development,1,19.5
231,231,A(PD),00107,Res,9.6,Yes,NA,1,2007-10-24T08:19:07.000Z,PLN-ZONI-0000000231,Planned Development,1,9.6
232,232,A(PD),00108,Com,0,NA,NA,6,2012-03-22T14:12:03.000Z,PLN-ZONI-0000000232,Planned Development,0,0
233,233,A(PD),00115,Res,21.4,Yes,NA,2,2006-10-25T13:55:56.000Z,PLN-ZONI-0000000233,Planned Development,1,21.4
234,234,A(PD),00122,Res,16.7,Yes,NA,2,2010-05-17T15:02:20.000Z,PLN-ZONI-0000000234,Planned Development,1,16.7
235,235,A(PD),00125,Res,10,Yes,NA,2,2006-07-24T15:16:08.000Z,PLN-ZONI-0000000235,Planned Development,2,10
236,236,A(PD),00126,Res,3.2,Yes,NA,1,2006-05-12T00:00:00.000Z,PLN-ZONI-0000000236,Planned Development,1,3.2
237,237,A(PD),00126,Res,3.2,Yes,NA,1,2006-05-12T00:00:00.000Z,PLN-ZONI-0000000237,Planned Development,1,3.2
238,238,A(PD),00127,Res,5.6,Yes,NA,1,2008-02-08T08:07:36.000Z,PLN-ZONI-0000000238,Planned Development,1,5.6
239,239,A(PD),01004,Res,27,Yes,NA,3,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000239,Planned Development,2,27
240,240,A(PD),01009,Ind,0,NA,NA,13,2010-01-28T10:16:41.000Z,PLN-ZONI-0000000240,Planned Development,0,0
241,241,A(PD),01010,Res,16,Yes,NA,2,2008-01-08T15:28:52.000Z,PLN-ZONI-0000000241,Planned Development,2,16
242,242,A(PD),01010,Res,16,Yes,NA,2,2008-01-08T15:28:52.000Z,PLN-ZONI-0000000242,Planned Development,2,16
243,243,A(PD),01012,Com,0,NA,NA,6,2007-02-13T12:26:57.000Z,PLN-ZONI-0000000243,Planned Development,0,0
244,244,A(PD),01017,Res,20,Yes,NA,2,2007-08-28T14:48:04.000Z,PLN-ZONI-0000000244,Planned Development,1,20
245,245,A(PD),01022,Res,39.3,Yes,NA,3,2007-08-27T15:29:09.000Z,PLN-ZONI-0000000245,Planned Development,2,39.3
246,246,A(PD),01025,Res,7,Yes,NA,1,2007-10-22T07:31:41.000Z,PLN-ZONI-0000000246,Planned Development,1,7
247,247,A(PD),01028,Res,23.8,Yes,NA,2,2007-10-11T10:48:34.000Z,PLN-ZONI-0000000247,Planned Development,2,23.8
248,248,A(PD),01029,Res,7.5,Yes,NA,1,2007-09-07T07:37:00.000Z,PLN-ZONI-0000000248,Planned Development,1,7.5
249,249,A(PD),01030,Res,10.9,Yes,NA,2,2006-11-20T13:35:49.000Z,PLN-ZONI-0000000249,Planned Development,1,10.9
250,250,A(PD),01031,Res,16.7,Yes,NA,2,2007-08-27T14:04:01.000Z,PLN-ZONI-0000000250,Planned Development,1,16.7
251,251,A(PD),01036,Com,0,NA,NA,6,2007-10-11T14:02:32.000Z,PLN-ZONI-0000000251,Planned Development,0,0
252,252,A(PD),01038,OS,0,NA,NA,17,2007-01-22T15:36:09.000Z,PLN-ZONI-0000000252,Planned Development,0,0
253,253,A(PD),01039,Res,13,Yes,NA,2,2008-11-21T08:06:34.000Z,PLN-ZONI-0000000253,Planned Development,1,13
254,254,A(PD),01040,Res,9.4,Yes,NA,2,2008-06-27T09:56:02.000Z,PLN-ZONI-0000000254,Planned Development,1,9.4
255,255,A(PD),01041,Res,8.2,Yes,NA,2,2007-10-10T15:13:02.000Z,PLN-ZONI-0000000255,Planned Development,1,8.2
256,256,A(PD),01043,Com,0,NA,NA,6,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000256,Planned Development,0,0
257,257,A(PD),01049,Res,19.6,Yes,NA,2,2008-03-10T08:08:38.000Z,PLN-ZONI-0000000257,Planned Development,2,19.6
258,258,A(PD),01051,Res,30,Yes,NA,3,2006-10-25T12:22:58.000Z,PLN-ZONI-0000000258,Planned Development,1,30
259,259,A(PD),01052,Res,11.3,Yes,NA,2,2007-10-18T08:10:14.000Z,PLN-ZONI-0000000259,Planned Development,1,11.3
260,260,A(PD),01052,Res,11.3,Yes,NA,2,2007-10-18T08:10:14.000Z,PLN-ZONI-0000000260,Planned Development,1,11.3
261,261,A(PD),01057,Res,13,Yes,NA,2,2008-09-11T13:23:34.000Z,PLN-ZONI-0000000261,Planned Development,1,13
262,262,A(PD),01058,Com,0,NA,NA,6,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000262,Planned Development,0,0
263,263,A(PD),01060,Res,41,Yes,NA,3,2014-10-24T10:11:14.000Z,PLN-ZONI-0000000263,Planned Development,2,41
264,264,A(PD),01061,Mix,50,Yes,NA,18,2007-09-28T14:58:49.000Z,PLN-ZONI-0000000264,Planned Development,2,50
265,265,A(PD),01063,PQP,0,NA,NA,16,2011-02-22T09:32:05.000Z,PLN-ZONI-0000000265,Planned Development,0,0
266,266,A(PD),01080,Res,25,Yes,NA,2,2009-12-22T08:59:03.000Z,PLN-ZONI-0000000266,Planned Development,2,25
267,267,A(PD),01082,PQP,0,NA,NA,16,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000267,Planned Development,0,0
268,268,A(PD),01082,PQP,0,NA,NA,16,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000268,Planned Development,0,0
269,269,A(PD),01084,Res,7,Yes,NA,1,2006-10-25T12:42:07.000Z,PLN-ZONI-0000000269,Planned Development,1,7
270,270,A(PD),01085,Res,65,Yes,NA,3,2007-02-08T09:02:41.000Z,PLN-ZONI-0000000270,Planned Development,2,65
271,271,A(PD),01087,Res,16,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000271,Planned Development,2,16
272,272,A(PD),01088,Ind,0,NA,NA,13,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000272,Planned Development,0,0
273,273,A(PD),01088,Ind,0,NA,NA,13,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000273,Planned Development,0,0
274,274,A(PD),01088,Ind,0,NA,NA,13,2019-10-08T21:41:55.000Z,PLN-ZONI-0000000274,Planned Development,0,0
275,275,A(PD),01089,Res,71,Yes,NA,3,2007-08-27T15:25:11.000Z,PLN-ZONI-0000000275,Planned Development,2,71
276,276,A(PD),01095,Com,0,NA,NA,6,2007-04-20T14:56:27.000Z,PLN-ZONI-0000000276,Planned Development,0,0
277,277,A(PD),01096,Res,47,Yes,NA,3,2009-06-04T15:14:13.000Z,PLN-ZONI-0000000277,Planned Development,2,47
278,278,A(PD),01097,OS,0,NA,NA,17,2008-01-04T07:28:53.000Z,PLN-ZONI-0000000278,Planned Development,0,0
279,279,A(PD),01097,Res,18.5,Yes,NA,2,2008-01-04T07:40:12.000Z,PLN-ZONI-0000000279,Planned Development,2,18.5
280,280,A(PD),01099,Res,61,Yes,NA,3,2006-10-20T14:58:37.000Z,PLN-ZONI-0000000280,Planned Development,2,61
281,281,A(PD),01100,Res,161,Yes,NA,3,2007-11-01T13:40:58.000Z,PLN-ZONI-0000000281,Planned Development,2,161
282,282,A(PD),02002,Res,6.1,Yes,NA,1,2006-11-16T12:12:35.000Z,PLN-ZONI-0000000282,Planned Development,1,6.1
283,283,A(PD),02013,Res,4.3,Yes,NA,1,2010-06-23T07:23:54.000Z,PLN-ZONI-0000000283,Planned Development,1,4.3
284,284,A(PD),13041,Res,60,Yes,NA,3,2017-10-19T20:21:17.000Z,PLN-ZONI-0000000284,Planned Development,2,60
285,285,A(PD),02022,Res,19,Yes,NA,2,2007-09-11T10:13:56.000Z,PLN-ZONI-0000000285,Planned Development,2,19
286,286,A(PD),02025,Res,15.9,Yes,NA,2,2008-04-04T07:01:15.000Z,PLN-ZONI-0000000286,Planned Development,1,15.9
287,287,A(PD),02025,Res,15.9,Yes,NA,2,2008-04-04T07:01:15.000Z,PLN-ZONI-0000000287,Planned Development,1,15.9
288,288,A(PD),02028,Res,13,Yes,NA,2,2006-12-18T13:04:46.000Z,PLN-ZONI-0000000288,Planned Development,1,13
289,289,A(PD),02031,Res,16,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000289,Planned Development,2,16
290,290,A(PD),02031,Res,16,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000290,Planned Development,2,16
291,291,A(PD),02031,Res,16,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000291,Planned Development,1,16
292,292,A(PD),02032,Res,38.2,Yes,NA,3,2007-09-20T14:16:41.000Z,PLN-ZONI-0000000292,Planned Development,1,38.2
293,293,A(PD),02033,Res,35,Yes,NA,3,2007-09-21T08:37:24.000Z,PLN-ZONI-0000000293,Planned Development,2,35
294,294,A(PD),02034,Res,7.3,Yes,NA,1,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000294,Planned Development,1,7.3
295,295,A(PD),02039,Res,14,Yes,NA,2,2007-06-15T14:34:11.000Z,PLN-ZONI-0000000295,Planned Development,1,14
296,296,A(PD),02043,Res,7,Yes,NA,1,2010-06-23T07:21:42.000Z,PLN-ZONI-0000000296,Planned Development,1,7
297,297,A(PD),02043,Res,7,Yes,NA,1,2010-06-23T07:21:42.000Z,PLN-ZONI-0000000297,Planned Development,1,7
298,298,A(PD),02044,Res,49,Yes,NA,3,2007-09-28T15:10:58.000Z,PLN-ZONI-0000000298,Planned Development,2,49
299,299,A(PD),02045,Res,10.5,Yes,NA,2,2006-10-25T11:58:57.000Z,PLN-ZONI-0000000299,Planned Development,1,10.5
300,300,A(PD),02046,Mix,145,Yes,NA,18,2016-09-13T16:49:51.000Z,PLN-ZONI-0000000300,Planned Development,2,145
301,301,A(PD),02046,Mix,145,Yes,NA,18,2016-09-13T16:49:51.000Z,PLN-ZONI-0000000301,Planned Development,2,145
302,302,A(PD),02046,Mix,145,Yes,NA,18,2016-09-13T16:49:51.000Z,PLN-ZONI-0000000302,Planned Development,2,145
303,303,A(PD),02051,Res,25,Yes,NA,2,2016-09-08T16:49:50.000Z,PLN-ZONI-0000000303,Planned Development,2,25
304,304,A(PD),02054,Res,10.7,Yes,NA,2,2008-01-07T14:17:17.000Z,PLN-ZONI-0000000304,Planned Development,1,10.7
305,305,A(PD),02054,Res,10.7,Yes,NA,2,2008-01-07T14:17:17.000Z,PLN-ZONI-0000000305,Planned Development,1,10.7
306,306,A(PD),02054,Res,10.7,Yes,NA,2,2008-01-07T14:17:17.000Z,PLN-ZONI-0000000306,Planned Development,1,10.7
307,307,A(PD),02056,Res,25.2,Yes,NA,3,2006-11-06T11:16:16.000Z,PLN-ZONI-0000000307,Planned Development,2,25.2
308,308,A(PD),02057,Res,21.3,Yes,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000308,Planned Development,1,21.3
309,309,A(PD),02058,Res,20,Yes,NA,2,2008-03-06T13:07:55.000Z,PLN-ZONI-0000000309,Planned Development,1,20
310,310,A(PD),02068,Res,7.9,Yes,NA,1,2008-06-27T09:47:13.000Z,PLN-ZONI-0000000310,Planned Development,1,7.9
311,311,A(PD),02071,Res,18,Yes,NA,2,2007-10-23T08:31:54.000Z,PLN-ZONI-0000000311,Planned Development,2,18
312,312,A(PD),02072,Res,76,Yes,NA,3,2010-10-29T09:15:33.000Z,PLN-ZONI-0000000312,Planned Development,2,76
313,313,A(PD),02073,Res,10.7,Yes,NA,2,2006-10-25T13:43:01.000Z,PLN-ZONI-0000000313,Planned Development,1,10.7
314,314,A(PD),02083,Res,31,Yes,NA,3,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000314,Planned Development,2,31
315,315,A(PD),02087,Res,15,Yes,NA,2,2010-05-17T10:46:57.000Z,PLN-ZONI-0000000315,Planned Development,2,15
316,316,A(PD),02090,Ind,0,NA,NA,13,2008-01-08T15:32:59.000Z,PLN-ZONI-0000000316,Planned Development,0,0
317,317,A(PD),02091,Res,4.3,Yes,NA,1,2007-08-20T13:57:32.000Z,PLN-ZONI-0000000317,Planned Development,1,4.3
318,318,A(PD),02100,Res,3.7,Yes,NA,1,2010-10-29T07:59:44.000Z,PLN-ZONI-0000000318,Planned Development,1,3.7
319,319,A(PD),02101,Res,8.9,Yes,NA,2,2007-09-28T13:39:02.000Z,PLN-ZONI-0000000319,Planned Development,2,8.9
320,320,A(PD),02106,Res,13,Yes,NA,2,2007-06-12T07:33:03.000Z,PLN-ZONI-0000000320,Planned Development,1,13
321,321,A(PD),03002,Res,33,Yes,NA,3,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000321,Planned Development,2,33
322,322,A(PD),03005,Res,5.9,Yes,NA,1,2006-10-24T14:55:34.000Z,PLN-ZONI-0000000322,Planned Development,1,5.9
323,323,A(PD),03007,Com,0,NA,NA,6,2012-08-28T14:11:16.000Z,PLN-ZONI-0000000323,Planned Development,0,0
324,324,A(PD),03009,Res,4.9,Yes,NA,1,2013-03-07T13:24:03.000Z,PLN-ZONI-0000000324,Planned Development,1,4.9
325,325,A(PD),03009,Res,4.9,Yes,NA,1,2013-03-07T13:24:03.000Z,PLN-ZONI-0000000325,Planned Development,1,4.9
326,326,A(PD),03009,Res,4.9,Yes,NA,1,2013-03-07T13:24:03.000Z,PLN-ZONI-0000000326,Planned Development,1,4.9
327,327,A(PD),03009,Res,4.9,Yes,NA,1,2013-03-07T13:24:03.000Z,PLN-ZONI-0000000327,Planned Development,1,4.9
328,328,A(PD),03009,Res,4.9,Yes,NA,1,2013-03-07T13:24:03.000Z,PLN-ZONI-0000000328,Planned Development,1,4.9
329,329,A(PD),03016,Mix,154,Yes,NA,18,2007-03-15T15:23:13.000Z,PLN-ZONI-0000000329,Planned Development,2,154
330,330,A(PD),03017,Com,0,NA,NA,6,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000330,Planned Development,0,0
331,331,A(PD),03019,Res,17,Yes,NA,2,2008-09-11T13:23:34.000Z,PLN-ZONI-0000000331,Planned Development,1,17
332,332,A(PD),03021,Res,4,Yes,NA,1,2007-10-09T14:50:58.000Z,PLN-ZONI-0000000332,Planned Development,2,4
333,333,A(PD),03024,OS,0,NA,NA,17,2008-09-04T14:36:40.000Z,PLN-ZONI-0000000333,Planned Development,0,0
334,334,A(PD),03029,Mix,69,Yes,NA,18,2007-10-09T11:25:02.000Z,PLN-ZONI-0000000334,Planned Development,2,69
335,335,A(PD),03031,Res,13,Yes,NA,2,2008-02-27T09:56:10.000Z,PLN-ZONI-0000000335,Planned Development,1,13
336,336,A(PD),03034,Res,27,Yes,NA,3,2008-08-07T15:01:09.000Z,PLN-ZONI-0000000336,Planned Development,2,27
337,337,A(PD),03036,OS,0,NA,NA,17,2006-09-05T07:27:18.000Z,PLN-ZONI-0000000337,Planned Development,0,0
338,338,A(PD),03036,Res,83,Yes,NA,3,2008-09-26T13:36:52.000Z,PLN-ZONI-0000000338,Planned Development,2,83
339,339,A(PD),03036,Res,50,Yes,NA,3,2008-08-07T14:51:07.000Z,PLN-ZONI-0000000339,Planned Development,2,50
340,340,A(PD),03038,Res,10,Yes,NA,2,2007-04-13T15:13:59.000Z,PLN-ZONI-0000000340,Planned Development,1,10
341,341,A(PD),03038,Res,10,Yes,NA,2,2007-04-13T15:13:59.000Z,PLN-ZONI-0000000341,Planned Development,1,10
342,342,A(PD),03038,Res,10,Yes,NA,2,2007-04-13T15:13:59.000Z,PLN-ZONI-0000000342,Planned Development,1,10
343,343,A(PD),03038,Res,10,Yes,NA,2,2007-04-13T15:13:59.000Z,PLN-ZONI-0000000343,Planned Development,1,10
344,344,A(PD),03040,Ind,0,NA,NA,13,2008-11-06T08:06:07.000Z,PLN-ZONI-0000000344,Planned Development,0,0
345,345,A(PD),03040,Ind,0,NA,NA,13,2008-11-06T08:06:07.000Z,PLN-ZONI-0000000345,Planned Development,0,0
346,346,A(PD),03043,OS,0,NA,NA,17,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000346,Planned Development,0,0
347,347,A(PD),03043,Res,62,Yes,NA,3,2008-03-17T15:11:00.000Z,PLN-ZONI-0000000347,Planned Development,2,62
348,348,A(PD),03043,Res,62,Yes,NA,3,2008-03-17T15:11:00.000Z,PLN-ZONI-0000000348,Planned Development,2,62
349,349,A(PD),03043,Res,62,Yes,NA,3,2008-03-17T15:11:00.000Z,PLN-ZONI-0000000349,Planned Development,2,62
350,350,A(PD),03043,Res,62,Yes,NA,3,2008-03-17T15:11:00.000Z,PLN-ZONI-0000000350,Planned Development,2,62
351,351,A(PD),03043,Res,62,Yes,NA,3,2008-03-17T15:11:00.000Z,PLN-ZONI-0000000351,Planned Development,2,62
352,352,A(PD),03043,Res,62,Yes,NA,3,2008-03-17T15:11:00.000Z,PLN-ZONI-0000000352,Planned Development,2,62
353,353,A(PD),03043,Res,62,Yes,NA,3,2008-03-17T15:11:00.000Z,PLN-ZONI-0000000353,Planned Development,2,62
354,354,A(PD),03046,Res,16.3,Yes,NA,2,2007-05-29T07:17:53.000Z,PLN-ZONI-0000000354,Planned Development,2,16.3
355,355,A(PD),03047,Res,17.5,Yes,NA,2,2008-02-08T08:07:36.000Z,PLN-ZONI-0000000355,Planned Development,1,17.5
356,356,A(PD),03050,Res,5,Yes,NA,1,2007-08-28T14:25:03.000Z,PLN-ZONI-0000000356,Planned Development,1,5
357,357,A(PD),03054,Com,0,NA,NA,6,2009-05-12T09:32:35.000Z,PLN-ZONI-0000000357,Planned Development,0,0
358,358,A(PD),03055,Res,15,Yes,NA,2,2007-06-15T14:34:11.000Z,PLN-ZONI-0000000358,Planned Development,1,15
359,359,A(PD),03057,OS,0,NA,NA,17,2007-10-04T14:04:52.000Z,PLN-ZONI-0000000359,Planned Development,0,0
360,360,A(PD),03057,Res,48,Yes,NA,3,2007-10-04T14:04:13.000Z,PLN-ZONI-0000000360,Planned Development,2,48
361,361,A(PD),03061,Res,17.4,Yes,NA,2,2007-08-23T14:42:51.000Z,PLN-ZONI-0000000361,Planned Development,2,17.4
362,362,A(PD),03063,Res,19,Yes,NA,2,2013-02-05T08:32:13.000Z,PLN-ZONI-0000000362,Planned Development,1,19
363,363,A(PD),03064,Res,6.1,Yes,NA,1,2010-10-29T09:14:47.000Z,PLN-ZONI-0000000363,Planned Development,1,6.1
364,364,A(PD),03066,Res,8.3,Yes,NA,2,2008-03-10T14:26:56.000Z,PLN-ZONI-0000000364,Planned Development,1,8.3
365,365,A(PD),03069,Com,0,NA,NA,6,2007-11-02T09:14:07.000Z,PLN-ZONI-0000000365,Planned Development,0,0
366,366,A(PD),03071,OS,0,NA,NA,17,2007-12-14T10:19:54.000Z,PLN-ZONI-0000000366,Planned Development,0,0
367,367,A(PD),03071,Res,18.8,Yes,NA,2,2009-06-16T13:22:47.000Z,PLN-ZONI-0000000367,Planned Development,2,18.8
368,368,A(PD),03075,Com,0,NA,NA,6,2009-01-22T10:56:57.000Z,PLN-ZONI-0000000368,Planned Development,0,0
369,369,A(PD),03075,Com,0,NA,NA,6,2009-01-22T10:56:57.000Z,PLN-ZONI-0000000369,Planned Development,0,0
370,370,A(PD),03078,Res,15.8,Yes,NA,2,2007-10-09T09:42:37.000Z,PLN-ZONI-0000000370,Planned Development,1,15.8
371,371,A(PD),03087,Res,4.4,Yes,NA,1,2010-10-29T08:24:17.000Z,PLN-ZONI-0000000371,Planned Development,1,4.4
372,372,A(PD),03087,Res,4.4,Yes,NA,1,2010-10-29T08:24:17.000Z,PLN-ZONI-0000000372,Planned Development,1,4.4
373,373,A(PD),03087,Res,4.4,Yes,NA,1,2010-10-29T08:24:17.000Z,PLN-ZONI-0000000373,Planned Development,1,4.4
374,374,A(PD),03088,Res,19.4,Yes,NA,2,2007-09-20T14:12:04.000Z,PLN-ZONI-0000000374,Planned Development,1,19.4
375,375,A(PD),03094,OS,0,NA,NA,17,2007-11-14T08:02:59.000Z,PLN-ZONI-0000000375,Planned Development,0,0
376,376,A(PD),03094,Res,10.4,Yes,NA,2,2007-11-14T08:03:46.000Z,PLN-ZONI-0000000376,Planned Development,1,10.4
377,377,A(PD),03094,Res,10.4,Yes,NA,2,2007-11-14T08:03:46.000Z,PLN-ZONI-0000000377,Planned Development,1,10.4
378,378,A(PD),03097,Mix,55,Yes,NA,18,2010-12-07T07:50:06.000Z,PLN-ZONI-0000000378,Planned Development,2,55
379,379,A(PD),03105,Res,7.4,Yes,NA,1,2010-10-29T08:03:25.000Z,PLN-ZONI-0000000379,Planned Development,1,7.4
380,380,A(PD),03107,Res,29.2,Yes,NA,3,2010-11-23T13:28:28.000Z,PLN-ZONI-0000000380,Planned Development,1,29.2
381,381,A(PD),03107,Res,29.2,Yes,NA,3,2010-11-23T13:28:28.000Z,PLN-ZONI-0000000381,Planned Development,1,29.2
382,382,A(PD),03107,Res,29.2,Yes,NA,3,2010-11-23T13:28:28.000Z,PLN-ZONI-0000000382,Planned Development,2,29.2
383,383,A(PD),04001,OS,0,NA,NA,17,2007-10-09T08:51:23.000Z,PLN-ZONI-0000000383,Planned Development,0,0
384,384,A(PD),04001,Res,21.6,Yes,NA,2,2007-10-09T09:02:55.000Z,PLN-ZONI-0000000384,Planned Development,2,21.6
385,385,A(PD),04001,Res,21.6,Yes,NA,2,2007-10-09T09:02:55.000Z,PLN-ZONI-0000000385,Planned Development,2,21.6
386,386,A(PD),04004,Res,10.3,Yes,NA,2,2009-06-09T09:29:16.000Z,PLN-ZONI-0000000386,Planned Development,1,10.3
387,387,A(PD),04008,Com,0,NA,NA,6,2006-05-01T00:00:00.000Z,PLN-ZONI-0000000387,Planned Development,0,0
388,388,A(PD),04010,OS,0,NA,NA,17,2013-11-27T07:42:33.000Z,PLN-ZONI-0000000388,Planned Development,0,0
389,389,A(PD),04010,Res,50,Yes,NA,3,2007-05-21T12:07:59.000Z,PLN-ZONI-0000000389,Planned Development,2,50
390,390,A(PD),04011,Res,25.2,Yes,NA,3,2007-02-08T09:24:39.000Z,PLN-ZONI-0000000390,Planned Development,1,25.2
391,391,A(PD),04014,Res,0.1,Yes,NA,1,2007-04-11T13:15:55.000Z,PLN-ZONI-0000000391,Planned Development,1,0.1
392,392,A(PD),04018,Com,0,NA,NA,6,2007-11-01T13:42:09.000Z,PLN-ZONI-0000000392,Planned Development,0,0
393,393,A(PD),04018,OS,0,NA,NA,17,2006-04-25T00:00:00.000Z,PLN-ZONI-0000000393,Planned Development,0,0
394,394,A(PD),04025,Ind,0,NA,NA,13,2007-08-27T13:24:28.000Z,PLN-ZONI-0000000394,Planned Development,0,0
395,395,A(PD),04026,Res,9.7,Yes,NA,2,2007-10-31T07:43:54.000Z,PLN-ZONI-0000000395,Planned Development,1,9.7
396,396,A(PD),04028,Res,13,Yes,NA,2,2007-04-09T15:38:10.000Z,PLN-ZONI-0000000396,Planned Development,1,13
397,397,A(PD),04029,Com,0,NA,NA,6,2010-02-17T08:38:21.000Z,PLN-ZONI-0000000397,Planned Development,0,0
398,398,A(PD),04033,Res,11.1,Yes,NA,2,2006-05-31T00:00:00.000Z,PLN-ZONI-0000000398,Planned Development,2,11.1
399,399,A(PD),04040,OS,0,NA,NA,17,2007-12-05T13:23:54.000Z,PLN-ZONI-0000000399,Planned Development,0,0
400,400,A(PD),04040,Res,10.9,Yes,NA,2,2007-12-05T13:25:36.000Z,PLN-ZONI-0000000400,Planned Development,1,10.9
401,401,A(PD),04042,Res,8.3,Yes,NA,2,2007-08-21T14:40:13.000Z,PLN-ZONI-0000000401,Planned Development,1,8.3
402,402,A(PD),04043,Com,0,NA,NA,6,2007-09-28T14:49:53.000Z,PLN-ZONI-0000000402,Planned Development,0,0
403,403,A(PD),04046,Res,17.4,Yes,NA,2,2006-10-27T15:07:44.000Z,PLN-ZONI-0000000403,Planned Development,1,17.4
404,404,A(PD),04051,Mix,55.7,Yes,NA,18,2006-10-31T08:38:56.000Z,PLN-ZONI-0000000404,Planned Development,2,55.7
405,405,A(PD),04052,Res,21.8,Yes,NA,2,2007-09-11T15:22:33.000Z,PLN-ZONI-0000000405,Planned Development,2,21.8
406,406,A(PD),04053,Com,0,NA,NA,6,2005-08-17T00:00:00.000Z,PLN-ZONI-0000000406,Planned Development,0,0
407,407,A(PD),04054,Res,12,Yes,NA,2,2007-04-12T13:40:04.000Z,PLN-ZONI-0000000407,Planned Development,1,12
408,408,A(PD),04054,Res,12,Yes,NA,2,2007-04-12T13:40:04.000Z,PLN-ZONI-0000000408,Planned Development,1,12
409,409,A(PD),04059,Res,3.5,Yes,NA,1,2007-11-19T09:32:58.000Z,PLN-ZONI-0000000409,Planned Development,1,3.5
410,410,A(PD),04060,Res,15.3,Yes,NA,2,2008-03-12T07:59:15.000Z,PLN-ZONI-0000000410,Planned Development,1,15.3
411,411,A(PD),04062,Res,13.2,Yes,NA,2,2008-12-08T08:02:32.000Z,PLN-ZONI-0000000411,Planned Development,1,13.2
412,412,A(PD),04064,Res,22.5,Yes,NA,2,2010-11-08T08:06:04.000Z,PLN-ZONI-0000000412,Planned Development,2,22.5
413,413,A(PD),04065,Res,8.8,Yes,NA,2,2008-05-14T09:35:19.000Z,PLN-ZONI-0000000413,Planned Development,1,8.8
414,414,A(PD),04066,Com,0,NA,NA,6,2013-11-26T09:53:37.000Z,PLN-ZONI-0000000414,Planned Development,0,0
415,415,A(PD),04069,OS,0,NA,NA,17,2008-03-10T07:52:39.000Z,PLN-ZONI-0000000415,Planned Development,0,0
416,416,A(PD),04069,Res,25.6,Yes,NA,3,2008-09-26T13:30:37.000Z,PLN-ZONI-0000000416,Planned Development,2,25.6
