OBJECTID,FACILITYID,ZONINGABBR,REZONINGFI,PDUSE,PDDENSITY,DEVELOPEDA,APPROVALDA,COLORCODE,LASTUPDATE,ENTERPRISE,Zone_descr,Zoning,PDDENS_NUM
5379,5379,R-2,NA,NA,0,NA,NA,2,2008-08-21T12:35:02.000Z,PLN-ZONI-0000005379,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5380,5380,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005380,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5381,5381,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005381,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5382,5382,R-2,NA,NA,0,NA,NA,2,2008-09-15T15:42:54.000Z,PLN-ZONI-0000005382,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5383,5383,R-2,NA,NA,0,NA,NA,2,2008-08-21T12:35:02.000Z,PLN-ZONI-0000005383,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5384,5384,R-2,NA,NA,0,NA,NA,2,2007-05-17T15:53:01.000Z,PLN-ZONI-0000005384,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5385,5385,R-2,NA,NA,0,NA,NA,2,2008-01-16T10:40:05.000Z,PLN-ZONI-0000005385,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5386,5386,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005386,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5387,5387,R-2,NA,NA,0,NA,NA,2,2008-09-15T15:42:54.000Z,PLN-ZONI-0000005387,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5388,5388,R-2,NA,NA,0,NA,NA,2,2008-09-15T15:42:54.000Z,PLN-ZONI-0000005388,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5389,5389,R-2,NA,NA,0,NA,NA,2,2008-09-15T15:42:54.000Z,PLN-ZONI-0000005389,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5390,5390,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005390,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5391,5391,R-2,NA,NA,0,NA,NA,2,2008-08-21T12:35:02.000Z,PLN-ZONI-0000005391,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5392,5392,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005392,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5393,5393,R-2,NA,NA,0,NA,NA,2,2008-01-07T14:29:15.000Z,PLN-ZONI-0000005393,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5394,5394,R-2,NA,NA,0,NA,NA,2,2008-01-15T13:44:17.000Z,PLN-ZONI-0000005394,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5395,5395,R-2,NA,NA,0,NA,NA,2,2008-09-26T13:48:49.000Z,PLN-ZONI-0000005395,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5396,5396,R-2,NA,NA,0,NA,NA,2,2008-09-15T15:42:54.000Z,PLN-ZONI-0000005396,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5397,5397,R-2,NA,NA,0,NA,NA,2,2008-08-21T12:35:02.000Z,PLN-ZONI-0000005397,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5398,5398,R-2,NA,NA,0,NA,NA,2,2008-09-26T13:48:49.000Z,PLN-ZONI-0000005398,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5399,5399,R-2,NA,NA,0,NA,NA,2,2008-09-15T15:42:54.000Z,PLN-ZONI-0000005399,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5400,5400,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005400,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5401,5401,R-2,NA,NA,0,NA,NA,2,2007-10-01T09:25:37.000Z,PLN-ZONI-0000005401,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5402,5402,R-2,NA,NA,0,NA,NA,2,2007-10-01T09:25:37.000Z,PLN-ZONI-0000005402,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5403,5403,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005403,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5404,5404,R-2,NA,NA,0,NA,NA,2,2009-03-16T08:41:26.000Z,PLN-ZONI-0000005404,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5405,5405,R-2,NA,NA,0,NA,NA,2,2009-03-16T08:41:26.000Z,PLN-ZONI-0000005405,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5406,5406,R-2,NA,NA,0,NA,NA,2,2008-08-21T12:35:02.000Z,PLN-ZONI-0000005406,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5407,5407,R-2,NA,NA,0,NA,NA,2,2008-09-15T15:42:54.000Z,PLN-ZONI-0000005407,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5408,5408,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005408,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5409,5409,R-2,NA,NA,0,NA,NA,2,2009-03-16T08:41:26.000Z,PLN-ZONI-0000005409,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5410,5410,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005410,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5411,5411,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005411,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5412,5412,R-2,NA,NA,0,NA,NA,2,2008-08-21T12:35:02.000Z,PLN-ZONI-0000005412,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5413,5413,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005413,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5414,5414,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005414,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5415,5415,R-2,NA,NA,0,NA,NA,2,2008-09-15T15:42:54.000Z,PLN-ZONI-0000005415,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5416,5416,R-2,NA,NA,0,NA,NA,2,2008-09-15T15:42:54.000Z,PLN-ZONI-0000005416,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5417,5417,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005417,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5418,5418,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005418,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5419,5419,R-2,NA,NA,0,NA,NA,2,2008-09-15T15:42:54.000Z,PLN-ZONI-0000005419,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5420,5420,R-2,NA,NA,0,NA,NA,2,2006-10-26T15:43:38.000Z,PLN-ZONI-0000005420,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5421,5421,R-2,NA,NA,0,NA,NA,2,2005-08-25T00:00:00.000Z,PLN-ZONI-0000005421,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5422,5422,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005422,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5423,5423,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005423,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5424,5424,R-2,NA,NA,0,NA,NA,2,2009-03-16T08:41:26.000Z,PLN-ZONI-0000005424,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5425,5425,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005425,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5426,5426,R-2,NA,NA,0,NA,NA,2,2009-03-16T08:41:26.000Z,PLN-ZONI-0000005426,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5427,5427,R-2,NA,NA,0,NA,NA,2,2005-08-25T00:00:00.000Z,PLN-ZONI-0000005427,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5428,5428,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005428,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5429,5429,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005429,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5430,5430,R-2,NA,NA,0,NA,NA,2,2005-08-25T00:00:00.000Z,PLN-ZONI-0000005430,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5431,5431,R-2,NA,NA,0,NA,NA,2,2008-09-15T15:42:54.000Z,PLN-ZONI-0000005431,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5432,5432,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005432,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5433,5433,R-2,NA,NA,0,NA,NA,2,2008-09-15T15:42:54.000Z,PLN-ZONI-0000005433,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5434,5434,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005434,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5435,5435,R-2,NA,NA,0,NA,NA,2,2009-03-16T08:41:26.000Z,PLN-ZONI-0000005435,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5436,5436,R-2,NA,NA,0,NA,NA,2,2009-03-16T08:41:26.000Z,PLN-ZONI-0000005436,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5437,5437,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005437,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5438,5438,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005438,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5439,5439,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005439,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5440,5440,R-2,NA,NA,0,NA,NA,2,2009-03-16T08:41:26.000Z,PLN-ZONI-0000005440,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5441,5441,R-2,NA,NA,0,NA,NA,2,2009-03-16T08:41:26.000Z,PLN-ZONI-0000005441,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5442,5442,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005442,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5443,5443,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005443,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5444,5444,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005444,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5445,5445,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005445,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5446,5446,R-2,NA,NA,0,NA,NA,2,2009-03-16T08:41:26.000Z,PLN-ZONI-0000005446,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5447,5447,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005447,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5448,5448,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005448,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5449,5449,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005449,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5450,5450,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005450,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5451,5451,R-2,NA,NA,0,NA,NA,2,2009-03-16T08:41:26.000Z,PLN-ZONI-0000005451,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5452,5452,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005452,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5453,5453,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005453,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5454,5454,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005454,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5455,5455,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005455,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5456,5456,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005456,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5457,5457,R-2,NA,NA,0,NA,NA,2,2008-09-15T15:42:54.000Z,PLN-ZONI-0000005457,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5458,5458,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005458,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5459,5459,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005459,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5460,5460,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005460,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5461,5461,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005461,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5462,5462,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005462,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5463,5463,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005463,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5464,5464,R-2,NA,NA,0,NA,NA,2,2006-10-31T14:45:14.000Z,PLN-ZONI-0000005464,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5465,5465,R-2,NA,NA,0,NA,NA,2,2008-09-15T15:42:54.000Z,PLN-ZONI-0000005465,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5466,5466,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005466,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5467,5467,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:16:12.000Z,PLN-ZONI-0000005467,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5468,5468,R-2,NA,NA,0,NA,NA,2,2006-10-31T14:45:14.000Z,PLN-ZONI-0000005468,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5469,5469,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005469,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5470,5470,R-2,NA,NA,0,NA,NA,2,2006-10-31T14:45:14.000Z,PLN-ZONI-0000005470,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5471,5471,R-2,NA,NA,0,NA,NA,2,2011-02-08T13:43:39.000Z,PLN-ZONI-0000005471,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5472,5472,R-2,NA,NA,0,NA,NA,2,2007-09-25T13:03:24.000Z,PLN-ZONI-0000005472,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5473,5473,R-2,NA,NA,0,NA,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000005473,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5474,5474,R-2,NA,NA,0,NA,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000005474,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5475,5475,R-2,NA,NA,0,NA,NA,2,2007-09-28T13:22:17.000Z,PLN-ZONI-0000005475,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5476,5476,R-2,02001,NA,0,NA,NA,2,2008-05-13T15:54:21.000Z,PLN-ZONI-0000005476,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5477,5477,R-2,04019,NA,0,NA,NA,2,2005-08-29T00:00:00.000Z,PLN-ZONI-0000005477,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5478,5478,R-2,04019,NA,0,NA,NA,2,2005-08-29T00:00:00.000Z,PLN-ZONI-0000005478,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5479,5479,R-2,04019,NA,0,NA,NA,2,2005-08-29T00:00:00.000Z,PLN-ZONI-0000005479,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5480,5480,R-2,04019,NA,0,NA,NA,2,2005-08-29T00:00:00.000Z,PLN-ZONI-0000005480,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5481,5481,R-2,59005,NA,0,NA,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000005481,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5482,5482,R-2,59005,NA,0,NA,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000005482,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5483,5483,R-2,59009,NA,0,NA,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000005483,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5484,5484,R-2,59063,NA,0,NA,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000005484,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5485,5485,R-2,59063,NA,0,NA,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000005485,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5486,5486,R-2,59063,NA,0,NA,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000005486,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5487,5487,R-2,61057,NA,0,NA,NA,2,2008-01-16T09:03:25.000Z,PLN-ZONI-0000005487,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5488,5488,R-2,63069,NA,0,NA,NA,2,2007-09-20T14:15:57.000Z,PLN-ZONI-0000005488,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5489,5489,R-2,63069,NA,0,NA,NA,2,2007-09-20T14:15:57.000Z,PLN-ZONI-0000005489,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5490,5490,R-2,63069,NA,0,NA,NA,2,2007-09-20T14:15:57.000Z,PLN-ZONI-0000005490,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5491,5491,R-2,63093,NA,0,NA,NA,2,2008-05-19T13:03:34.000Z,PLN-ZONI-0000005491,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5492,5492,R-2,63093,NA,0,NA,NA,2,2008-05-19T13:03:34.000Z,PLN-ZONI-0000005492,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5493,5493,R-2,64088,NA,0,NA,NA,2,2006-10-20T15:15:39.000Z,PLN-ZONI-0000005493,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5494,5494,R-2,64088,NA,0,NA,NA,2,2006-10-20T15:15:39.000Z,PLN-ZONI-0000005494,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5495,5495,R-2,64141,NA,0,NA,NA,2,2008-04-11T13:31:42.000Z,PLN-ZONI-0000005495,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5496,5496,R-2,64141,NA,0,NA,NA,2,2008-04-11T13:31:42.000Z,PLN-ZONI-0000005496,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5497,5497,R-2,64168,NA,0,NA,NA,2,2006-10-26T15:21:22.000Z,PLN-ZONI-0000005497,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5498,5498,R-2,64168,NA,0,NA,NA,2,2006-10-26T15:21:22.000Z,PLN-ZONI-0000005498,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5499,5499,R-2,65044,NA,0,NA,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000005499,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5500,5500,R-2,65104,NA,0,NA,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000005500,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5501,5501,R-2,66049,NA,0,NA,NA,2,2007-09-19T15:51:26.000Z,PLN-ZONI-0000005501,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5502,5502,R-2,66049,NA,0,NA,NA,2,2007-09-19T15:51:26.000Z,PLN-ZONI-0000005502,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5503,5503,R-2,66049,NA,0,NA,NA,2,2007-09-19T15:51:26.000Z,PLN-ZONI-0000005503,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5504,5504,R-2,66049,NA,0,NA,NA,2,2007-09-19T15:51:26.000Z,PLN-ZONI-0000005504,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5505,5505,R-2,68099,NA,0,NA,NA,2,2005-08-17T00:00:00.000Z,PLN-ZONI-0000005505,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5506,5506,R-2,68112,NA,0,NA,NA,2,2007-09-27T14:14:08.000Z,PLN-ZONI-0000005506,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5507,5507,R-2,68129,NA,0,NA,NA,2,2007-11-07T13:39:19.000Z,PLN-ZONI-0000005507,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5508,5508,R-2,68176,NA,0,NA,NA,2,2007-10-23T10:08:56.000Z,PLN-ZONI-0000005508,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5509,5509,R-2,68176,NA,0,NA,NA,2,2007-10-23T10:08:56.000Z,PLN-ZONI-0000005509,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5510,5510,R-2,68176,NA,0,NA,NA,2,2007-10-23T10:08:56.000Z,PLN-ZONI-0000005510,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5511,5511,R-2,71156,NA,0,NA,NA,2,2007-09-21T08:57:14.000Z,PLN-ZONI-0000005511,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5512,5512,R-2,76037,NA,0,NA,NA,2,2008-01-17T09:53:40.000Z,PLN-ZONI-0000005512,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5513,5513,R-2,76056,NA,0,NA,NA,2,2008-03-10T13:39:10.000Z,PLN-ZONI-0000005513,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5514,5514,R-2,77100,NA,0,NA,NA,2,2007-09-20T14:20:43.000Z,PLN-ZONI-0000005514,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5515,5515,R-2,77151,NA,0,NA,NA,2,2008-11-25T07:18:58.000Z,PLN-ZONI-0000005515,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5516,5516,R-2,77166,NA,0,NA,NA,2,2006-02-06T00:00:00.000Z,PLN-ZONI-0000005516,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5517,5517,R-2,78072,NA,0,NA,NA,2,2007-09-20T15:29:20.000Z,PLN-ZONI-0000005517,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5518,5518,R-2,79160,NA,0,NA,NA,2,2007-10-22T08:06:48.000Z,PLN-ZONI-0000005518,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5519,5519,R-2,79160,NA,0,NA,NA,2,2007-10-22T08:06:48.000Z,PLN-ZONI-0000005519,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5520,5520,R-2,79160,NA,0,NA,NA,2,2007-10-22T08:06:48.000Z,PLN-ZONI-0000005520,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5521,5521,R-2,79160,NA,0,NA,NA,2,2007-10-22T08:06:48.000Z,PLN-ZONI-0000005521,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5522,5522,R-2,81115,NA,0,NA,NA,2,2007-11-07T13:42:24.000Z,PLN-ZONI-0000005522,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5523,5523,R-2,81115,NA,0,NA,NA,2,2007-11-07T13:42:24.000Z,PLN-ZONI-0000005523,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5524,5524,R-2,82043,NA,0,NA,NA,2,2008-10-14T13:41:10.000Z,PLN-ZONI-0000005524,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5525,5525,R-2,93039,NA,0,NA,NA,2,2005-08-29T00:00:00.000Z,PLN-ZONI-0000005525,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5526,5526,R-2,97006,NA,0,NA,NA,2,2007-04-20T14:28:28.000Z,PLN-ZONI-0000005526,Two-Family Residential (Up to eight to sixteen Dwelling Units per Acre),2,0
5527,5527,R-2(PD),07004,Res,13.2,Yes,NA,2,2007-09-04T14:57:56.000Z,PLN-ZONI-0000005527,Planned Development (R-2 Medium to High Density Residential),2,0
5528,5528,R-2(PD),74018,Ind,0,NA,NA,13,2007-10-01T08:15:16.000Z,PLN-ZONI-0000005528,Planned Development (R-2 Medium to High Density Residential),2,0
5529,5529,R-2(PD),74034,Com,0,NA,NA,6,2007-12-03T09:27:39.000Z,PLN-ZONI-0000005529,Planned Development (R-2 Medium to High Density Residential),2,0
